Entrez_ID,Gene,mouse_scBAT_count,mouse_iBAT_counts,mouse_WAT_count,BAT1_int_Wu,BAT2_int_Wu,BAT3_int_Wu,beige1_int_Wu,beige2_int_Wu,beige3_int_Wu,Human_Genbank_Accession,Human_Gene,Human_scBAT_FPKM,Human_WAT_FPKM,MouseSCBATvsWAT_LR,MouseSCBATvsWAT_PV
13371,Dio2,2491.3333,2105,29.3333,290.4733,53.3333,48.94,36.3133,60.5567,51.3967,NM_013989,DIO2,4.47,0.07,1,4.87e-58
19017,Ppargc1a,1484,1749,242.6667,702.764,317.754,214.162,431.54,160.826,618.952,NM_013261,PPARGC1A,15.66,3.15,1,1.6e-18
22227,Ucp1,32342,34517.6667,581,113.14,66.96,57.21,143.45,74.83,170.82,NM_021833,UCP1,2.87,0.68,1,2.53e-52
238257,Tmem30b,33,6,6.3333,19.47,6.53,4.35,15.6,5.42,12.84,NM_001017970,TMEM30B,8.41,0.17,1,0.00198
14863,Gstm2,1203,1111.3333,1938,3791.19,3929.98,4666.11,4063.25,5710.43,5868.61,NM_000561,GSTM1,16.51,0.39,0,0.93223
72301,1810041L15Rik,0.66667,0,9.6667,18.08,21.37,27.56,29.5,21.755,13.965,NM_001099294,KIAA1644,2.66,0.07,0,0.028169
13602,Sparcl1,5676.3333,6043.3333,6534,122.35,266.96,375.97,249.93,86.83,301.36,NM_004684,SPARCL1,46.84,1.57,1,0.20497
217951,Tmem196,0,0,0.66667,6.83,1.79,1.37,1.7,3.76,5.23,NM_152774,TMEM196,3.94,0.15,0,1
13393,Dlx3,0,0,0.33333,23.375,16.14,23,15.89,8.28,8.705,NM_005220,DLX3,6.65,0.3,0,1
20377,Sfrp1,104.6667,89.3333,218,905.738,471.752,481.372,538.268,1223.362,1211.232,NM_003012,SFRP1,21.41,1.35,0,0.38197
13076,Cyp1a1,189.3333,240.6667,52,49.88,21.15,29.53,36.05,73.73,41.38,NM_000499,CYP1A1,5.55,0.44,1,6.96e-05
29818,Hspb7,124,66.3333,41,186.8567,115.15,236.38,26.7733,58.9033,35.02,NM_014424,HSPB7,85.49,6.85,1,2.48e-05
17130,Smad6,576.3333,613.3333,352.3333,423.73,309,632.01,277.88,611.39,478.31,NM_001142861,SMAD6,25.46,2.09,1,0.00030437
12845,Comp,4,2.3333,59.3333,34.54,48.75,31.82,102.02,32.14,13.07,NM_000095,COMP,3.69,0.3,0,2.02e-06
64085,Clstn2,25.3333,18,266.3333,14.84,14.125,12.865,24.705,30.43,60.33,NM_022131,CLSTN2,3.12,0.26,0,2.42e-05
17313,Mgp,679.3333,910.6667,549.6667,3819.24,324.5,139.43,50.19,53.26,219.96,NM_000900,MGP,523.67,45.68,1,0.0023855
69642,Mlip,19.6667,10.3333,27.6667,12.05,16.46,10.215,6.815,13.265,6.51,NM_138569,MLIP,24.39,2.33,1,0.79292
19223,Ptgis,123.6667,64.6667,125,944.89,1155.29,1038.61,1140.94,1526.94,1055.79,NM_000961,PTGIS,8.75,1.01,1,0.31184
68797,Pdgfrl,17,23.6667,89.3333,1300.47,638.69,1151.81,875.47,884.31,1413.66,NM_006207,PDGFRL,11.28,1.33,0,0.0022899
56198,Heyl,697.6667,818.6667,298.6667,64.3367,44.2633,52.86,31.0933,72.0933,46.79,NM_014571,HEYL,5.68,0.68,1,1.27e-05
15902,Id2,966.6667,1187.6667,1366.3333,868.1133,869.1033,628.2333,2524.81,1026.8067,694,NM_002166,ID2,73.63,9.37,1,0.45681
71093,Atoh8,195.3333,197.3333,162,13.68,25.07,25.16,10.96,45.96,69.1,NM_032827,ATOH8,10.88,1.49,1,0.057008
231440,Parm1,3211,2839.3333,716.3333,318.285,305.04,621.47,380.3,173.265,190.1,NM_015393,PARM1,22.31,3.12,1,1.43e-14
268709,Fam107a,111,103.3333,287.6667,6.22,7.2367,11.6267,10.88,16.6933,14.0033,NM_001076778,FAM107A,5.3,0.75,0,0.17617
19128,Pros1,672,594,1862.6667,916.68,1303.91,985.98,823.55,887.73,1491.79,NM_000313,PROS1,94.28,13.81,0,0.013997
14370,Fzd8,173,198,153.3333,92.255,88.335,152.455,82.895,67.51,50.525,NM_031866,FZD8,8.82,1.33,1,0.075735
226866,Sbspon,13,13.3333,41.6667,4.145,7.225,10.405,7.22,13.15,9.065,NM_153225,SBSPON,1.5,0.23,0,0.13359
15903,Id3,1034,1088.3333,2163.3333,3575.62,2535.21,2144.72,2228.72,3773.97,2608.33,NM_002167,ID3,95.2,14.67,0,0.23398
13723,Emb,35.6667,28,1412,1273.995,1417.845,1061.77,334.09,323.075,1031.56,NM_198449,EMB,10.22,1.6,0,1.48e-15
70713,Gpr137c,26.3333,26.6667,31,6.29,6.67,5.53,1.88,8.93,7.04,NM_001099652,GPR137C,3.25,0.53,1,0.33077
13078,Cyp1b1,154,127,1387.3333,809.52,759.2267,1249.5167,617.7833,585.4,829.3267,NM_000104,CYP1B1,122.7,20.18,0,1.8e-10
233744,Spon1,85,96.3333,396.3333,44.16,167.7875,178.72,27.155,94.0375,82.1325,NM_006108,SPON1,5.57,0.95,0,0.00059013
214547,She,473,552.6667,621.6667,8.035,8.115,10.425,11.61,12.175,6.42,NM_001010846,SHE,4.01,0.69,1,0.41152
15901,Id1,1235.6667,1146.3333,833.6667,1948.77,694.78,1677.36,1999.77,2204.36,2152.72,NM_002165,ID1,139.9,24.13,1,0.002435
21923,Tnc,386,450.3333,933.6667,3497.425,3848.93,3307.69,1237.065,3281.46,1633.255,NM_002160,TNC,49.25,8.57,0,0.1239
109205,Sobp,22.6667,17,27.6667,14.82,17.11,17.39,15.01,19.76,13.38,NM_018013,SOBP,3.61,0.65,1,0.53008
20613,Snai1,26.6667,23.6667,75.3333,179.29,215.04,185.33,237.89,263.37,342.55,NM_005985,SNAI1,9.39,1.74,0,0.094649
67888,Tmem100,128.6667,46.3333,188,187.055,18.245,51.625,22.825,58.26,170.705,NM_018286,TMEM100,17.36,3.28,1,0.91605
232533,Stk38l,1154.3333,1158.6667,801,180.6267,132.84,179.4467,155.69,193.5233,146.4967,NM_015000,STK38L,16.57,3.17,1,7.09e-05
241226,Itga8,54.3333,59,69.6667,34.085,21.065,27.305,18.13,14.495,27.41,NM_003638,ITGA8,4.75,0.92,1,0.41898
232174,Cyp26b1,51.6667,58.3333,358,249.49,315.12,463.14,52.68,116.82,300.88,NM_019885,CYP26B1,34.33,6.67,0,2.46e-05
70717,Medag,247.3333,155,992.3333,2099.99,3564.36,4927.53,2361.235,1814.6,2756.245,NM_032849,MEDAG,97.12,20.67,0,0.0031299
13610,S1pr3,266,221.3333,926.3333,1372.4867,1463.5833,2651.39,2273.39,2244.9267,2452.62,NM_005226,S1PR3,36.2,7.77,0,0.0097968
21859,Timp3,8463,9221.3333,11406.3333,902.0525,121.91,69.525,60.2125,81.91,547.0075,NM_000362,TIMP3,370.37,79.68,1,0.52754
14633,Gli2,33.6667,16.3333,197.6667,185.89,198.045,193.895,227.815,211.835,379.595,NM_005270,GLI2,6.59,1.48,0,0.00031718
232431,Gprc5a,13.3333,17.6667,17.3333,213.28,106.44,185.85,286.47,276.28,143.87,NM_003979,GPRC5A,12.88,2.95,1,0.61435
16773,Lama2,849.6667,522,1791,86.62,90.07,137.98,25.09,44.7,50.82,NM_000426,LAMA2,41.57,9.56,0,0.31987
211712,Pcdh9,7,3,11,94.0167,66.8133,123.92,129.13,83.19,54.0133,NM_020403,PCDH9,4.25,0.99,1,1
67937,Tmem59l,0.66667,0,0.33333,51.98,44.87,31,54.46,47.01,33.76,NM_012109,TMEM59L,15.01,3.69,1,1
15505,Hsph1,1022.3333,1183,1426.6667,3997.79,5536.72,6661.76,6515.645,3288.755,3967.7,NM_006644,HSPH1,58.95,14.66,1,0.36961
433938,Mn1,69.3333,58,73.3333,144.55,69.78,299.62,91.14,67.42,33.28,NM_002430,MN1,4.28,1.07,1,0.21611
20471,Six1,445,539,414.3333,483.23,247.95,433.63,432.32,280.37,445.97,NM_005982,SIX1,24.67,6.26,1,0.094996
21826,Thbs2,171.3333,114.3333,1616.3333,2847.2733,3896.11,3477.16,5167.9333,5713.4867,5942.6167,NM_003247,THBS2,131.66,33.47,0,2.88e-10
14451,Gas1,723,900.6667,490.3333,1288.5367,2411.8,868.6833,1630.86,907.3033,3435.4033,NM_002048,GAS1,40.49,10.34,1,0.001514
99480,Dnttip2,793.6667,747.6667,1585.6667,667.775,551.535,581.405,779.165,212.14,623.73,NM_014597,DNTTIP2,22.85,5.87,0,0.41864
18162,Npr3,2484.3333,2340.3333,13785,204.48,73.4067,41.2133,86.22,30.71,81.3533,NM_001204376,NPR3,21.13,5.65,0,4.48e-05
108000,Cenpf,9.6667,10.6667,244,15.13,22.28,12.7233,21.99,21.65,20.48,NM_016343,CENPF,10.79,2.93,0,2.17e-09
18708,Pik3r1,11928.6667,7375.6667,15649.6667,285.465,151.455,100.9125,126.115,94.1175,190.7875,NM_181523,PIK3R1,64.73,18.08,1,0.51225
55994,Smad9,32.3333,23.3333,36.3333,11.25,3.69,1.14,15.64,2.74,11.02,NM_005905,SMAD9,4.53,1.27,1,0.34328
14066,F3,2369,2890.6667,758.3333,2028.61,3402.59,1589.25,1156.86,498.57,1161.09,NM_001993,F3,59.86,17,1,3.79e-11
13800,Enah,305.3333,303,223.6667,928.9333,1039.9967,1197.3433,1443.83,767.4333,1678.2083,NM_018212,ENAH,19.71,5.68,1,0.00473
67916,Ppap2b,1819.6667,1398,3609,12553.83,9297.14,13280.515,10253.73,11924.25,15376.33,NM_003713,PPAP2B,92.63,26.89,0,0.36646
17131,Smad7,164,161.6667,928,1102.875,1174.51,819.16,1485.535,887.85,824.16,NM_001190822,SMAD7,20.22,5.89,0,0.00033431
19386,Ranbp2,4039.6667,3571.6667,6978.3333,1008.3925,905.3825,1189.325,900.7375,618.3,748.5175,NM_006267,RANBP2,15.67,4.56,0,0.89784
18590,Pdgfa,174.3333,169.6667,196,433.295,706.545,1232.245,1277.07,494.57,376.455,NM_033023,PDGFA,6.91,2.01,1,0.20565
21809,Tgfb3,147.6667,137.6667,507.6667,239.88,102.12,326.24,184.12,144.38,152.75,NM_003239,TGFB3,7.77,2.27,0,0.0044284
110521,Hivep1,1178.3333,1141.6667,2126.6667,494.05,621.84,771.84,565.42,501.27,489.54,NM_002114,HIVEP1,16.42,4.8,0,0.75102
70385,Spdl1,3,5.6667,99.6667,74.71,71.4,61.18,114.45,71.42,57.11,NM_017785,SPDL1,53.28,15.58,0,2.72e-08
27273,Pdk4,27652.6667,30387.6667,4372.6667,6420.4,8170.06,9686.47,4634.75,1922.59,2568.34,NM_002612,PDK4,174.72,51.82,1,1e-11
14362,Fzd1,387.6667,366.3333,830,1139.02,1746.325,1432.935,1353.95,949.28,1264.145,NM_003505,FZD1,15.02,4.48,0,0.23483
229841,Cenpe,14.6667,15.3333,287.6667,16.265,22.65,21.305,21.98,18.175,34.345,NM_001813,CENPE,4.2,1.26,0,7.19e-08
59014,Rrs1,565.3333,483,987.6667,1699.395,1493.28,1459.535,1653.915,1201.06,1468.015,NM_015169,RRS1,17.97,5.4,0,0.77492
74155,Errfi1,627,468.3333,1007.3333,4457.05,4457.41,8701.6,2039.13,3625.505,3176.73,NM_018948,ERRFI1,169.07,52.11,0,0.92738
18514,Pbx1,676.6667,610.3333,1372,338.196,447.022,450.036,388.124,298.048,567.94,NM_001204961,PBX1,16.83,5.34,0,0.28343
13592,Ebf2,2292.6667,2121.3333,838.6667,313.6933,144.9967,329.5,39.77,20.02,14.2267,NM_022659,EBF2,17.57,5.64,1,2.58e-06
331623,Bend3,324,285.3333,328.3333,182.83,132.01,201.31,193.59,118.91,159.06,NM_001080450,BEND3,5.01,1.62,1,0.063488
211401,Mtss1,1893.6667,1838,3106.3333,122.205,123.8017,118.38,92.8867,126.2183,428.2867,NM_014751,MTSS1,19.97,6.58,0,0.99942
99543,Olfml3,33.3333,37.3333,242,723.55,824.38,540.71,465.95,485.55,850.53,NM_020190,OLFML3,39.44,13.09,0,5.07e-06
15368,Hmox1,304.3333,243.6667,1395.3333,8372.44,6915.83,5676.24,10647.86,11941.33,5223.73,NM_002133,HMOX1,93.48,31.33,0,7.62e-06
93689,Lmod1,97.3333,112,124.3333,6.59,16.52,15.82,9.5,12.09,21.51,NM_012134,LMOD1,11.26,3.78,1,0.50676
109151,Chd9,1502.3333,1447.6667,2702.3333,166.6133,189.7133,201.2767,102.06,115.3733,177.0933,NM_025134,CHD9,17.33,5.87,0,0.68734
66614,Gpatch4,156,123.3333,501,216.8333,134.2733,165.3,203.4067,194.0033,154.16,NM_182679,GPATCH4,44.78,15.36,0,0.048198
67035,Dnajb4,1101.3333,1037.3333,1202.6667,1931.6167,1829.5933,2234.7267,1711.55,1255.36,1250.6567,NM_007034,DNAJB4,75.97,26.14,1,0.11223
14077,Fabp3,2645.6667,3529,73.6667,30.48,35.14,36.445,33.385,35.145,22.67,NM_004102,FABP3,327.38,114.25,1,3.82e-33
212943,Fam46a,914.3333,638.3333,3132,438.24,438.28,435.71,271.22,224.61,543.85,NM_017633,FAM46A,49.46,17.36,0,0.0010635
234686,Fhod1,508,553,1189.6667,54.55,93.07,84.16,52.09,60.15,32.42,NM_013241,FHOD1,11.28,3.97,0,0.12698
28071,Twistnb,211.6667,190,610.6667,717.39,441.84,650.5567,819.7433,383.1933,532.2167,NM_001002926,TWISTNB,9.75,3.44,0,0.052081
18845,Plxna2,1023.3333,837.6667,1379.6667,54.8925,52.755,47.615,42.8125,65.0725,60.05,NM_025179,PLXNA2,4.82,1.72,1,0.58425
66244,Nemf,915.6667,917,1710.6667,420.9567,273.8233,365.3967,421.7833,200.2433,330.03,NM_004713,NEMF,19.39,6.95,0,0.60107
12931,Crlf1,4.3333,4.3333,38.6667,1757.3,1435.8,4762.9,3301,1720.79,2555.08,NM_004750,CRLF1,46.81,16.81,0,0.00031772
17311,Kitl,1901.3333,2059.3333,2346.3333,860.255,870.8225,873.565,314.9275,347.185,499.165,NM_000899,KITLG,9.78,3.52,1,0.22078
67222,Srfbp1,228,215.6667,404,460.325,400.155,552.755,451.955,162.585,248.145,NM_152546,SRFBP1,17.55,6.41,0,0.8762
19735,Rgs2,4274.6667,4394.6667,1177.3333,2006.7675,3135.55,4810.58,1116.795,2116.0875,3724.3475,NM_002923,RGS2,35.48,13.11,1,1.39e-16
19714,Rev3l,633.3333,585,2094.6667,276.3533,302.15,320.44,146.93,133.0233,297.6567,NM_002912,REV3L,40.68,15.08,0,0.00096013
16476,Jun,1042.3333,1235.3333,1153.3333,2886.57,3142.45,4298.86,2044.02,4197.265,2186.515,NM_002228,JUN,27.7,10.33,1,0.1028
14200,Fhl2,6.6667,8.6667,60,280.1,560,409.97,369.61,161.44,140.63,NM_001039492,FHL2,139.38,52.86,0,4.08e-05
17701,Msx1,13.6667,11.6667,35,155.14,145.335,110.69,114.46,77.77,100.005,NM_002448,MSX1,25.8,9.83,0,0.25705
107652,Uap1,2691,2320,3315,5545.512,4431.432,5563.574,4066.898,3328.628,4618.7,NM_003115,UAP1,164.97,63.01,1,0.26551
94185,Tnfrsf21,575.3333,544.3333,656.3333,40.975,37.215,51.83,89.965,71.785,47.545,NM_014452,TNFRSF21,142.14,54.39,1,0.079788
353258,Ltv1,396.6667,360.6667,934.6667,2255.77,1521.33,1739.3,1804.15,1240.89,1539.54,NM_032860,LTV1,50.65,19.92,0,0.12994
11504,Adamts1,502.3333,552.6667,813.3333,3341.44,1573.04,3881.56,1005.99,1303.64,1935.57,NM_006988,ADAMTS1,55.79,21.95,0,0.95286
20916,Sucla2,26164,27177,4670,1352.43,774.6767,606.48,830.5967,475.7367,1019.2367,NM_003850,SUCLA2,42.24,16.83,1,1.37e-16
13640,Efna5,499.3333,483,492.6667,92.23,89.715,104.475,57.375,67.725,90.025,NM_001962,EFNA5,12.01,4.95,1,0.14445
242362,Manea,931,1057.3333,1209,719.73,634.47,738.56,1183.27,721.14,691.61,NM_024641,MANEA,26.28,10.86,1,0.25723
230709,Zmpste24,590.3333,517.6667,1736,1231.81,1053.68,868.24,908.36,1154.53,1158.52,NM_005857,ZMPSTE24,23.48,9.94,0,0.0036272
19877,Rock1,1535,1513.6667,3655.3333,574.39,542.748,716.01,651.584,284.262,464.894,NM_005406,ROCK1,10.34,4.41,0,0.086419
68979,Nol11,506,423.6667,1014.6667,165.3575,217.3975,135.3225,171.33,125.75,191.075,NM_015462,NOL11,43.97,20.26,0,0.4443
666048,Trabd2b,269.6667,150,1060.6667,766.3,351.105,498.595,310.7,405.44,502.29,NM_001194986,TRABD2B,1.52,0.04,0,0.0040542
112407,Egln3,391.3333,308.3333,103.6667,2040.305,2588.27,2494.41,2191.41,1176.98,1589.44,NM_022073,EGLN3,3.2,0.25,1,7.48e-11
12630,Cfi,3.3333,6,16,50.05,28.71,29.66,21.63,28.81,42.02,NM_000204,CFI,8.77,2.07,0,0.034114
68810,Nexn,136.3333,63.6667,127,115.54,95.36,98.51,68.74,30.97,86.92,NM_001172309,NEXN,9.59,2.5,1,0.12768
170753,Zfp704,608.6667,571,822,90.665,104.655,39.695,165.89,104.78,106.77,NM_001033723,ZNF704,1.47,0.41,1,0.47659
18124,Nr4a3,199,295,104.3333,995.6133,178.6533,265.5433,412.0267,279.79,422.8667,NM_006981,NR4A3,3.16,0.9,1,0.00038371
21429,Ubtf,2418.6667,2359.3333,4904,303.945,238.13,254.675,537.805,324.28,319.035,NM_001076683,UBTF,15.79,5.01,0,0.35928
12583,Cdo1,19802.3333,18397,13523.3333,9780.79,9557.04,5648.39,2282.2,3810.85,7034.34,NM_001801,CDO1,110.66,42.29,1,0.0013429
76108,Rap2a,558.6667,564.6667,1185.6667,427.185,246.985,299.3,216.815,161.31,199.38,NM_021033,RAP2A,24.24,9.45,0,0.24422
77446,Heg1,2431,2762,3167,75.75,24.98,69.75,53.13,30.73,49.77,NM_020733,HEG1,21.84,8.78,1,0.379
71514,Sfpq,2458,2447,5468.6667,996.2233,888.395,970.1217,1142.5883,532.27,827.4567,NM_005066,SFPQ,143.53,57.91,0,0.21224
68083,Pak1ip1,1177,987,1336.6667,1490.19,1535.8,1455.79,1429.945,786.91,1463.34,NM_017906,PAK1IP1,48.75,20.29,1,0.050588
67393,Cxxc5,657.3333,596,1054,644.705,670.83,731.385,640.31,503.815,853.64,NM_016463,CXXC5,86.67,36.64,1,0.85748
72486,Rnf219,62.3333,58.6667,306.6667,112.0133,85.1833,81.2867,94.9867,86.7233,61.8167,NM_024546,RNF219,12.03,5.11,0,0.0020385
105372,Utp15,273,235.6667,914,367.575,282.335,204.395,340.675,188.79,280.29,NM_032175,UTP15,18.64,7.99,0,0.013431
22782,Slc30a1,596.3333,568,1032.3333,561.405,357.03,428.63,720.4,299.27,371.86,NM_021194,SLC30A1,41.04,17.87,0,0.80121
217154,Stac2,5.3333,3.3333,233,45.83,23.7,265.54,477.71,125.52,275.56,NM_198993,STAC2,3.47,0.15,0,8.22e-09
17286,Meox2,496.6667,528.6667,891.3333,10.375,7.7,7.32,9.015,11.315,9.785,NM_005924,MEOX2,3.77,0.45,0,0.70743
105559,Mbnl2,5683.6667,5646.6667,4461,961.442,607.756,775.498,686.244,383.532,739.45,NM_207304,MBNL2,29.03,7.92,1,0.0014466
26968,Islr,277,141,673,873.08,700.73,1332.18,572.31,963.41,1057.13,NM_201526,ISLR,17.5,4.98,0,0.1133
73254,Ccdc18,82.6667,88.6667,50.6667,13.7867,7.7867,23.42,14.6533,24.7267,20.7867,NM_206886,CCDC18,4.65,1.54,1,0.0030628
20677,Sox4,122.3333,140,456,1123.8225,886.485,2579.1713,3390.98,1837.965,1649.7275,NM_003107,SOX4,7.02,2.51,0,0.0083873
225207,Zfp521,136,117.3333,515,68.71,65.565,74.99,80.53,28.58,44.4,NM_015461,ZNF521,5.33,1.91,0,0.0016786
66164,Nip7,353.6667,304.6667,803.6667,814.075,705.16,607.805,754.4,649.935,597.875,NM_016101,NIP7,47.5,17.27,0,0.30673
57810,Cdon,506,326.3333,1433.3333,19.29,49.31,57.57,22.845,37.095,81.505,NM_016952,CDON,15.48,5.91,0,0.010584
27404,Abca8b,283,311.6667,418.6667,68.78,23.66,79.58,49.49,46.54,20.83,NM_007168,ABCA8,9.7,3.8,1,0.85997
52575,Trmt10c,949,779.3333,866.6667,231.715,256.515,235.825,243.02,119.035,199.875,NM_017819,TRMT10C,29.63,12.96,1,0.00481
52665,Echdc1,2635,2193.6667,1238,4034.06,2597.83,1970.35,1042.65,2357.89,3198.98,NM_001139510,ECHDC1,67.21,30.38,1,2.68e-06
71145,Scara5,806.6667,346.3333,1827.3333,633.385,368.515,411.175,112.425,323.235,716.57,NM_173833,SCARA5,2.2,0.19,0,0.17021
11464,Actc1,239.3333,33,10.6667,9.87,11.47,10.92,5.25,6.96,8.07,NM_005159,ACTC1,2.75,0.31,1,1.17e-17
330096,Shisa3,2.6667,2.3333,402.6667,11.105,12.165,10.7,6.065,14.745,11.525,NM_001080505,SHISA3,4.94,0.77,0,4.37e-10
71710,Lrrcc1,202.6667,223.3333,762,42.8333,38.3133,35.16,43.3333,24.41,34.4933,NM_033402,LRRCC1,3.08,0.87,0,0.0012976
20855,Stc1,34.3333,32.3333,186.3333,311.4,438.47,458.615,401.52,213.96,408.92,NM_003155,STC1,155.48,51.44,0,0.0026511
22646,Zfp105,29.6667,30,71.6667,124.55,173.07,142.24,257.92,151.54,218.82,NM_003420,ZNF35,8.88,3.19,0,0.28932
319520,Dusp4,1692.3333,1383.3333,706,2313.47,1286.52,1094.4,4400.35,3479.33,3688.7,NM_001394,DUSP4,6.02,2.23,1,1.31e-09
108989,Tpr,2644.3333,2435.3333,7255.3333,760.6425,718.0825,832.7725,646.4425,462.33,905.9275,NM_003292,TPR,44.66,16.61,0,0.014654
16452,Jak2,1195,1136.6667,3365.6667,455.885,840.59,501.19,550.93,339.165,740.955,NM_004972,JAK2,5.02,1.92,0,0.020029
16997,Ltbp2,6370.6667,6783.3333,2120,903.11,1685.15,1017.91,1189.34,1884.93,1877.12,NM_000428,LTBP2,11.43,4.78,1,1.04e-13
67105,Timm21,1202.3333,1327,825,637.3,586.79,436.62,602.42,321.06,463.66,NM_014177,TIMM21,54.26,23.6,1,2.22e-05
212880,Ddx46,1250.3333,1190.3333,3500,158.764,122.514,147.958,180.798,109.572,151.896,NM_014829,DDX46,29.33,13.66,0,0.02656
193385,Fam65b,265.6667,314.6667,4839.6667,43.015,33.7125,26.8125,30.7425,36.43,26.3625,NM_014722,FAM65B,3.3,0.83,0,1.43e-06
20383,Srsf3,1238,1296.6667,3877.6667,766.2567,587.045,872.61,1249.7167,661.8683,714.9083,NM_003017,SRSF3,228.4,73.58,0,0.0082613
76574,Mfsd2a,115,124,22.6667,53.16,46.75,31.99,52.69,42.55,53.48,NM_032793,MFSD2A,20.18,8.17,1,2.71e-05
22288,Utrn,4010.6667,3614.3333,12490.3333,465.0067,419.7533,398.0667,248.3667,336.91,352.0133,NM_007124,UTRN,27.13,11.59,0,0.0020819
13380,Dkk1,0.33333,0,0.33333,13.005,14.13,12.635,10.26,10.56,18.22,NM_012242,DKK1,104.03,46.18,1,1
330863,Trim67,1131,1306.3333,276.3333,18.25,13.51,15.64,14.36,16.01,23.51,NM_001004342,TRIM67,0.76,0.08,1,4.81e-09
109731,Maob,4118.3333,3728.3333,2202.6667,403.46,296.4,160.22,138.71,308.85,448.46,NM_000898,MAOB,14.15,5,1,5.47e-05
65112,Pmepa1,4832,3556.6667,4821,457.2167,735.83,806.4733,887.05,595.5867,599.29,NM_199170,PMEPA1,5.64,2.05,1,0.17884
240614,Ranbp6,1005.3333,911,1276.6667,172.335,205.615,206.615,228.925,166.64,297.58,NM_012416,RANBP6,9.4,4.15,1,0.16186
67834,Idh3a,25036,27275.6667,6591.6667,1047.8925,890.1425,697.6675,737.17,543.835,1168.7175,NM_005530,IDH3A,68.77,30.99,1,4.14e-12
319713,Ablim3,2257,2588,2216,25.28,7.24,14.75,10.03,12.63,14.42,NM_014945,ABLIM3,50.43,22.9,1,0.067698
13664,Eif1a,1260.3333,1055,1816,2300.3833,2300.6333,1978.98,2085.59,1194.4033,1734.83,NM_001412,EIF1AX,50.91,23.15,1,0.53634
84652,Fam126a,324.6667,270.3333,1259,425.68,397.57,407.17,407.74,446.73,527.9,NM_032581,FAM126A,36.88,17.29,0,7.45e-05
65961,Utp3,555.6667,508.3333,1353.3333,960.61,1553.05,1740.81,1138.09,1589.69,732.15,NM_020368,UTP3,60.69,28.74,0,0.10775
17984,Ndn,710.3333,739.6667,702.3333,441.8438,1267.7638,763.835,269.4575,1185.9763,875.9238,NM_002487,NDN,12.37,0.16,1,0.090827
19736,Rgs4,252.6667,231.6667,338,125.6633,350.79,82.1,198.33,556.7133,463.8,NM_001113381,RGS4,7.15,1.17,1,0.49593
12818,Col14a1,449.6667,181.3333,994.3333,31.8,52.3433,34.9633,35.0233,41.8833,52.3767,NM_021110,COL14A1,1,0.2,0,0.17446
66580,Esf1,418,354,832,487.0533,431.8767,503.3633,627.7833,223.0867,587.8533,NM_001276380,ESF1,10.61,3.96,0,0.47469
13007,Csrp1,1091,1163,3604.3333,461.9,311.125,389.485,381.805,442.37,733.62,NM_001193572,CSRP1,82.21,34.29,0,0.0003159
100710,Pds5b,989.6667,1021,2004.6667,128.7833,153.8033,109.5933,234.51,97.8,182.6633,NM_015032,PDS5B,9.81,4.42,0,0.34426
14172,Fgf18,9.6667,10.3333,22.6667,81.37,118.17,324.94,32.14,126,42.95,NM_003862,FGF18,2.23,0.19,0,0.39385
237847,Rtn4rl1,174,160.3333,1059.6667,89.015,28.175,37.585,89.555,97.715,129.67,NM_178568,RTN4RL1,3.41,0.56,0,1.65e-06
225358,Fam13b,225.6667,254,1314.6667,845.555,455.86,699.41,1021.175,352.325,499.135,NM_001101801,FAM13B,8.4,1.58,0,6.38e-06
15399,Hoxa2,67.3333,53.6667,38,59.42,53.51,46.51,30.7,28.13,24.19,NM_006735,HOXA2,3.56,0.76,1,0.002659
381990,Zbtb2,307,284.6667,607.3333,118.19,133.435,144.58,152.685,105.14,117.075,NM_020861,ZBTB2,11.38,4.93,0,0.63358
382038,Urb2,284,245.3333,602.3333,264.24,269.31,223.42,193.57,179.9,154.94,NM_014777,URB2,6.01,2.61,0,0.40479
20975,Synj2,552.3333,517.3333,634.3333,53.3717,54.0783,65.975,49.48,61.49,45.3667,NM_001178088,SYNJ2,14.32,6.41,1,0.089485
19134,Prpf4b,2078,2111.6667,3923.3333,409.6817,395.4833,447.3267,457.885,275.3617,405.5833,NM_003913,PRPF4B,19.55,9.07,0,0.60185
16924,Lnx1,373.3333,436.3333,435,75.815,52.985,31.08,44,68.765,96.695,NM_032622,LNX1,5.14,1.56,1,0.27762
244668,Sipa1l2,407,344.3333,1213.3333,613.88,508.2,830.37,758.7,568.95,711.25,NM_020808,SIPA1L2,2.4,0.8,0,0.0093672
67296,Socs4,267.6667,295,674.6667,366.915,256.8875,246.5975,246.23,166.5325,241.8775,NM_199421,SOCS4,7.52,2.64,0,0.12605
269470,Wdr3,378.6667,325.3333,1264.3333,884.16,602.14,745.51,987.9,492.89,763.02,NM_006784,WDR3,21.83,10.66,0,0.0074073
18430,Oxtr,21.6667,8,183.6667,15.705,15.645,3.005,7.02,3.525,6.64,NM_000916,OXTR,3.39,1.04,0,2.67e-05
170721,Papln,71.3333,88.3333,143.3333,32.92,43.65,21.21,14.85,29.02,19.84,NM_173462,PAPLN,4.26,1.68,0,0.4747
108654,Fam210a,7869.6667,8021.6667,2399,267.926,239.724,236.312,240.796,194.488,279.418,NM_152352,FAM210A,16.2,7.54,1,3.42e-13
