Entrez_ID,Gene,mouse_scBAT_count,mouse_iBAT_counts,mouse_WAT_count,BAT1_int_Wu,BAT2_int_Wu,BAT3_int_Wu,beige1_int_Wu,beige2_int_Wu,beige3_int_Wu,Human_Genbank_Accession,Human_Gene,Human_scBAT_FPKM,Human_WAT_FPKM,MouseSCBATvsWAT_LR,MouseSCBATvsWAT_PV
16709,Ktn1,1152.6667,1127.6667,2205.3333,337.4,295.3567,340.8567,347.67,193.5333,229.1267,NM_001271014,KTN1,3.72,1.47,0,0.53419
11958,Atp5k,3730.6667,3794,1749.3333,5536.15,4842.47,2010.72,5649.3867,5104.6133,6113.7567,NR_033743,ATP5I,27.58,9.64,1,3.11e-08
67877,Naa20,1262,1322.6667,913,1687.91,2245.3,1591.74,1931.58,2282.3,2343.27,NM_181528,NAA20,4.2,0.59,1,6.97e-05
69806,Slc39a11,357.3333,277.6667,601.3333,310.73,354.13,316.97,258.52,370.11,267,NM_001159770,SLC39A11,1.58,0.44,0,0.89458
11658,Alcam,50,51,1232,243.898,113.286,112.796,38.956,67.342,126.598,NM_001243280,ALCAM,5.21,2.44,0,7.87e-23
72154,Zfp157,167.3333,161.6667,495,77.27,83.1,115.515,166.505,60.94,95.335,NM_024840,ZNF613,0.99,0.24,0,0.031691
19205,Ptbp1,1950.6667,1812.3333,5089.3333,722.1667,729.5233,596.8367,1108.68,710.3733,929.4333,NM_031990,PTBP1,3.32,0.92,0,0.029176
73288,Ccdc132,681.3333,646,1036.3333,218.97,207.305,122.66,199.555,86.34,219.525,NM_024553,CCDC132,1.56,0.46,1,0.72939
102209,Snapc2,307.3333,292.6667,502.3333,481.415,685.085,771.85,456.48,686.135,489.805,NM_003083,SNAPC2,1.06,0.32,1,0.98237
216724,Rufy1,533.6667,520.6667,1006.3333,111.01,57.44,79.69,88.97,70.44,61.24,NM_001040451,RUFY1,1.83,0.86,0,0.56658
66390,Slmo2,3132,3304.3333,1338.6667,1141.48,897.07,949.38,1313.4,968.39,1267.5,NM_001256403,SLMO2,13.62,3.54,1,5.53e-11
18787,Serpine1,119,108,711,13886.13,11219.16,14545.69,9941.57,10272.78,9287.96,NM_001165413,SERPINE1,55.03,20.08,0,0.00059466
21416,Tcf7l2,279.3333,224.3333,688.3333,110.3575,171.405,165.065,125.4975,58.785,256.9525,NM_001146284,TCF7L2,1.57,0.38,0,0.10253
15422,Hoxc13,0,0,0,35.58,9.76,9.35,94.65,33.36,45.93,NM_017410,HOXC13,0.85,0.34,1,1
223693,Tmem184b,2719.3333,2444.3333,2722.3333,747.73,995.7,839.34,515.29,932.1,541.93,NM_001195071,TMEM184B,1.54,0.32,1,0.028221
67219,Med18,50,45.3333,141.6667,144.71,196.97,125.67,179.14,136,187.88,NM_017638,MED18,1.24,0.42,0,0.11123
14815,Nr3c1,3588,3417.6667,7251.3333,327.5067,326.71,243.925,165.9067,130.9283,248.0567,NM_000176,NR3C1,2.31,0.82,0,0.26547
13822,Epb4.1l2,3930.3333,3515.3333,9385.3333,301.974,241.406,385.74,164.02,154.408,180.294,NM_001199389,EPB41L2,5.08,2.34,0,0.068159
59079,Erbb2ip,1924,1647,4706,380.6575,368.6,281.5675,470.0775,248.345,349.485,NM_001253697,ERBB2IP,1.78,0.58,0,0.072097
240665,Ccnj,294,275.6667,584.6667,27.2,29.63,19.69,82.99,40.26,47.18,NM_001134376,CCNJ,1.39,0.59,0,0.46681
170719,Oxr1,2397.6667,1940.6667,3158,959.84,633.135,665.595,829.19,464.38,617.535,NM_001198533,OXR1,0.65,0.1,1,0.3444
240476,Zfp407,252.6667,223.3333,708.3333,250.65,44.29,130.8,187.44,165.555,186.73,NM_001146190,ZNF407,1.01,0.49,0,0.039139
80884,Maged2,340.6667,330,691,135.365,180.565,150.05,364.25,285.18,238.88,NM_014599,MAGED2,3.08,0.03,0,0.34886
16981,Lrrn3,12.6667,11.3333,47.3333,11.05,16.1,14.72,19.8,12.46,13.84,NM_001099658,LRRN3,0.88,0.17,0,0.042643
68626,Elac2,1066,1008.6667,1143.3333,271.1267,183.4267,213.02,226.2567,222.05,199.8433,NM_001165962,ELAC2,1.75,0.66,1,0.033577
320234,Ccdc66,145.6667,129,447.3333,146.66,123.505,105,100.555,73.725,107.675,NM_001141947,CCDC66,1.3,0,0,0.026986
225651,Mppe1,179.6667,193,630.6667,298.65,157.37,210.25,196.84,121.7,195.19,NM_001242904,MPPE1,0.98,0.02,0,0.030086
66603,Gemin2,234,230,279.6667,128.92,165.39,143.55,140.06,73.14,107.55,NM_001009182,GEMIN2,1.89,0.83,1,0.20341
66940,Shisa5,1340,1050,14345.3333,3932.305,2485.34,5294.625,2478.595,4195.08,4303.815,NM_001272065,SHISA5,1.31,0.06,0,4.45e-09
66204,Acyp1,361,366,343,357.93,315.2933,262.2533,314.52,293.4733,214.6833,NM_203488,ACYP1,4.49,1.89,1,0.022801
66641,Sike1,754.3333,814.3333,1410.3333,90.9667,98.2417,80.3783,94.0833,87.965,100.6733,NM_001102396,SIKE1,2.98,1.33,0,0.63014
16905,Lmna,1493.3333,1171,2458.3333,1067.456,621.794,1122.82,1244.09,1040.764,983.406,NM_005572,LMNA,5.25,1.19,0,0.84192
319945,Flad1,1397,1333.6667,1277.3333,226.03,216.49,170.57,171.81,246.39,244.37,NM_001184891,FLAD1,0.72,0.18,1,0.0038392
117167,Steap4,11174.3333,6279.6667,17139,3549.645,2202.48,1782.82,1320.25,2253.715,2904.655,NM_001205316,STEAP4,13.96,5.19,1,0.99096
53333,Tomm40,1710.6667,1784.3333,1108.6667,615.37,182.19,476.54,595.11,521.78,593.7,NM_001128916,TOMM40,3.89,0.11,1,2.79e-06
66248,Alg5,734.6667,661,970,344.185,248.1,214.115,328.04,378.85,317.2,NM_001142364,ALG5,5.1,1.34,1,0.32368
70237,Bhlhb9,491.6667,442,1335.6667,270.65,176.62,219.13,494.57,256.35,280.6,NM_001142526,BHLHB9,0.61,0,0,0.032673
22722,Zfp64,172.3333,144,410,73.2014,73.1957,118.59,111.49,112.3271,77.56,NM_018197,ZFP64,0.78,0.18,0,0.20361
20280,Scp2,13056,12084.6667,12585.6667,4627.8325,3927.0525,2809.415,1984.4625,3036.225,5109.2325,NM_001193617,SCP2,5.98,1.88,1,0.041132
67815,Sec14l2,27.6667,26.6667,40.6667,67.99,30.44,66.64,51.86,73.1,76.67,NM_001204204,SEC14L2,0.84,0.32,1,0.75744
108654,Fam210a,7869.6667,8021.6667,2399,267.926,239.724,236.312,240.796,194.488,279.418,NM_001098801,FAM210A,1.16,0.53,1,3.42e-13
53325,Banp,225,257,525.6667,328.28,339.68,229.7,376.51,288.95,311.8,NM_001173539,BANP,0.62,0.25,0,0.2822
18021,Nfatc3,1857.3333,1697.3333,4338.6667,415.89,322.535,477.875,329.82,260.665,330.07,NM_004555,NFATC3,1.87,0.89,0,0.13043
26894,Cops7a,2264.6667,2040.6667,1801.3333,327.49,277.56,244.07,253.365,220.005,237.425,NM_001164094,COPS7A,4.42,2.13,1,0.000442
74440,Cmip,367,371,2540.3333,915.795,1509.965,2309.855,1030.54,1215.25,1206.36,NM_030629,CMIP,1.64,0.63,0,1.26e-12
24068,Sra1,1098,891,1485,3196.69,3719.46,4576.84,2861.44,4151.59,3013.24,NM_001253764,SRA1,1.12,0,1,0.44578
219024,Tmem55b,906.6667,841.3333,1418,781.73,980.01,713.57,691.28,768.33,658.86,NM_001100814,TMEM55B,2.23,0.62,1,0.76675
56323,Dnajb5,272.3333,285,489.6667,61.5733,41.6433,59.5567,62.44,56.0633,53.1433,NM_001135004,DNAJB5,0.63,0,0,0.85097
56191,Tro,47.6667,58.6667,32.6667,35.51,27.38,20.03,53.61,62.98,38.54,NM_177556,TRO,0.63,0.24,1,0.035134
66787,Gskip,462,428.3333,730.3333,491.405,370.325,406.845,467.6625,329.995,444.375,NM_001271904,GSKIP,0.92,0.44,1,0.86174
71778,Klhl5,908,900,2038.3333,261.56,311.805,247.495,373.565,291.965,238.05,NM_199039,KLHL5,1.05,0.47,0,0.11024
17829,Muc1,20.6667,16,27,24.21,12.58,17.03,17.39,16.7,28.69,NM_001044391,MUC1,0.79,0,1,0.55506
70560,Wars2,313.3333,271.3333,399,91.885,119.52,105.98,107.185,98.99,116.5,NM_201263,WARS2,1.02,0.26,1,0.26695
72667,Zfp444,195.3333,218.6667,333,130.53,119.435,160.615,132.74,206.9,119.535,NM_018337,ZNF444,1.37,0.04,1,0.99252
71955,Ist1,1599.3333,1575.3333,2450,1120.13,910.2,966.275,896.43,520.31,716.125,NM_014761,IST1,1.99,0.43,1,0.66668
241296,Lrrc8a,1687,1620,1745.6667,1435.25,1959.2,3556.56,2436.32,1961.69,1900.91,NM_019594,LRRC8A,1.61,0.54,1,0.059574
59025,Usp14,1916.6667,1969.3333,1654,655.8975,896.2875,1050.6825,1038.9875,704.035,1013.69,NM_001037334,USP14,3.37,1.61,1,0.0013978
68166,Spire1,1323,1355,842,133.662,158.294,172.29,130.352,77.052,88.824,NM_001128626,SPIRE1,0.75,0.09,1,7.62e-06
321019,Gpr183,13,12.6667,1017.6667,11.625,29.115,9.855,6.455,12.51,6.39,NM_004951,GPR183,0.74,0.11,0,1.04e-11
108943,Trmt10a,203.3333,221.6667,254.6667,206.81,171.83,150.2867,250.7433,131.35,162.9067,NM_001134665,TRMT10A,1.69,0.02,1,0.2891
13400,Dmpk,1169.6667,1034,2115.6667,866.04,518.76,639.31,617.58,1082.34,694.625,NM_001081560,DMPK,1.27,0.09,0,0.58392
107589,Mylk,880.6667,846,2146,120.7067,152.7233,154.7267,71.5267,105.6267,220.97,NM_053031,MYLK,3.95,1.63,0,0.042648
22278,Usf1,688,632.3333,1618,121.8833,59.0967,117.79,171.3167,50.4533,159.0867,NM_207005,USF1,3.55,1.74,0,0.1582
72556,Zfp566,32.6667,28.3333,109.6667,124.82,99.31,98.92,205.95,75.41,120.58,NM_032838,ZNF566,0.67,0.12,0,0.067189
54354,Rassf5,69,52.6667,3151.6667,177.105,246.29,376.815,167.385,175.45,132.095,NM_182665,RASSF5,0.67,0.26,0,3.79e-12
231214,Cc2d2a,319.6667,356,755,281.26,184.63,163.8,88.18,86.35,180.31,NM_001164720,CC2D2A,2.15,0.96,0,0.13197
64209,Herpud1,2798,2449.6667,2903.3333,748.605,1026.75,1108.165,464.61,609.025,578.335,NM_001010990,HERPUD1,0.63,0.07,1,0.02053
235527,Plscr4,275.6667,272,622.6667,220.08,76.405,144.255,122.16,101.15,113.36,NM_001128304,PLSCR4,2.17,0.92,0,0.20709
78070,Cpt1c,35.3333,29.6667,105.3333,259.14,210.72,327.74,400.93,413.94,264.12,NM_001136052,CPT1C,1.2,0.34,0,0.068255
71901,Fam219a,321.6667,302.6667,505.3333,292.79,490.595,633.405,587.55,578.75,322.805,NM_001184941,FAM219A,1.62,0.57,1,0.91471
21957,Tnnt3,5615.3333,1697,186.3333,4.39,13.63,7.3,25.11,15.55,16.51,NM_001042781,TNNT3,2.33,0,1,7.63e-27
18570,Pdcd6,1718,1797.3333,1846.3333,3073.77,3399.87,2375.51,3415.51,3911.26,3200.96,NM_001267556,PDCD6,8.77,3.91,1,0.030575
226976,Kansl3,3255.6667,3564,2943,387.885,441.12,653.02,415.35,422.805,481.38,NM_001115016,KANSL3,1.71,0.63,1,0.0019841
23854,Def8,852.6667,842,1034.3333,175.76,120.99,196.69,127.38,268.1,241.84,NM_001242817,DEF8,0.93,0.23,1,0.1819
17979,Ncoa3,1082,1065.6667,3773.6667,149.72,140.005,236.3,133.64,155.665,168.325,NM_006534,NCOA3,6.61,3.16,0,0.0010387
216971,Fam222b,363,327,380.3333,63.6333,47.3867,92.6133,80.4833,69.07,53.6767,NM_018182,FAM222B,2.05,0.97,1,0.071152
13169,Dbnl,935.3333,865.3333,3452,402.56,299.01,470.5,400.7,488.11,436.55,NM_014063,DBNL,0.99,0.05,0,0.00086068
22225,Usp5,2216.3333,1990.6667,3233.3333,1022.59,1070.48,882.28,1093.68,1122.66,894.34,NM_001098536,USP5,1,0.37,1,0.5754
22346,Vhl,494,482,1465,534.14,577.61,464.835,483.675,347.325,677.12,NM_198156,VHL,0.77,0.24,0,0.006808
53333,Tomm40,1710.6667,1784.3333,1108.6667,615.37,182.19,476.54,595.11,521.78,593.7,NM_001128917,TOMM40,1.86,0.53,1,2.79e-06
110175,Ggct,97.6667,76.6667,268.3333,118.93,100.6833,92.35,77.9767,122.0167,75.1367,NM_001199817,GGCT,0.98,0,0,0.11444
20168,Rtn3,6820,6382.3333,7204.3333,2806.56,2544.305,2568.475,2694.865,1809.695,2886.53,NM_001265590,RTN3,1.79,0.26,1,0.071199
19299,Abcd3,9506.3333,8900.6667,3186.6667,643.13,594.225,503.28,619.5,543.285,748.885,NM_001122674,ABCD3,5.46,2.21,1,5.32e-10
20262,Stmn3,2,1.6667,4,28.24,23.285,30.375,30.295,30.26,17.72,NM_015894,STMN3,0.87,0.38,0,0.86417
52708,Zfp410,471.3333,492.3333,845.6667,179.1833,202.7833,247.54,261.7233,165.5467,163.9867,NM_001242927,ZNF410,1.93,0.32,0,0.76044
110197,Dgkg,30,6.6667,19.3333,16.9433,28.6267,27.9867,25.6167,18.4833,19.3467,NM_001080744,DGKG,0.71,0.2,1,0.058046
56501,Elf4,209.6667,220,3053,40.47,45.305,31.395,40.14,59.37,26.645,NM_001421,ELF4,0.72,0.22,0,8.97e-10
12716,Ckmt1,85.3333,3,2,15.575,21.215,14.34,13.965,19.4,6.245,NM_020990,CKMT1B,2.88,0.37,1,1.97e-09
68197,68197,5185.3333,5345.6667,2097.3333,3481.165,2571.3375,1695.3775,2856.2625,3174.3,3695.1025,NM_001203261,NDUFC2-KCTD14,12.33,5.85,1,3.92e-09
245688,Rbbp7,2313.6667,2334.6667,3541,3314.755,2723.935,3005.65,4482.21,3231.63,3264.575,NM_001198719,RBBP7,5.31,1.14,1,0.64955
66408,Aptx,443.6667,410.6667,634.3333,277.66,305.55,306.33,394.48,316.22,229.32,NM_001195251,APTX,0.81,0.13,1,0.53283
75553,Zc3h14,1818,1796,1848.6667,596.945,763.395,739.02,801.525,314.385,576.955,NM_207660,ZC3H14,2.95,1.26,1,0.0112
68379,Ciz1,844.6667,804.3333,1552,379.55,363.81,758.96,677.08,478.51,594.51,NM_001131015,CIZ1,2.64,1.28,0,0.65771
237052,Tceal1,97,104.6667,169.6667,266.82,314.58,208.46,293.77,384.91,238.25,NM_004780,TCEAL1,3.35,1.52,0,0.77867
20503,Slc16a7,406.3333,324.6667,994,2.19,2.25,3.52,7.21,11.61,42.97,NM_004731,SLC16A7,1.25,0.18,0,0.1088
18516,Pbx3,163.6667,155,201,155.09,243.415,309.415,304.38,221.725,242.455,NM_001134778,PBX3,1.03,0.01,1,0.27996
67888,Tmem100,128.6667,46.3333,188,187.055,18.245,51.625,22.825,58.26,170.705,NM_001099640,TMEM100,1.11,0.33,1,0.91605
71955,Ist1,1599.3333,1575.3333,2450,1120.13,910.2,966.275,896.43,520.31,716.125,NM_001270979,IST1,4.99,1.6,1,0.66668
101739,Psip1,403.3333,409.3333,2051.6667,354.4233,366.6433,332.8333,300.1567,244.57,304.93,NM_033222,PSIP1,5.45,0.16,0,3.16e-05
29813,Zfp385a,320.6667,237.3333,1023.3333,358.74,462.3,536.72,246.28,606.55,203,NM_001130968,ZNF385A,0.96,0.24,0,0.0040603
101113,Snx21,804.6667,912.6667,578.6667,119.715,290.6,385.08,222.63,255.425,213.875,NM_152897,SNX21,1.12,0.3,1,0.0024819
13990,Smarcad1,398.3333,412.6667,1029.6667,560.265,419.575,453.945,650.59,394.985,560.565,NM_001128429,SMARCAD1,0.75,0.03,0,0.051461
65973,Asph,1329,1151.3333,4726.3333,415.675,426.1433,422.3133,243.7717,252.06,380.7533,NM_001164754,ASPH,20.99,7.7,0,0.002695
68259,Ift80,106.6667,105.3333,1071.3333,75.585,99.29,74.79,99.855,62.885,85.17,NM_001190241,IFT80,0.62,0.25,0,1.45e-06
53413,Exoc7,1001.3333,913.3333,1367.3333,346.44,358.12,320.67,368.1,323.73,359.63,NM_001013839,EXOC7,0.74,0.14,1,0.36074
54189,Rabep1,1214.3333,1186,2016,251.665,324.905,281.7625,275.2075,204.365,185.3125,NM_001083585,RABEP1,1.12,0.25,1,0.99924
17245,Mdm1,98,112.6667,229.3333,56.365,64.955,59.355,57.975,29.505,37.545,NM_001205029,MDM1,0.69,0.29,0,0.24819
74450,Pank2,890.6667,785.6667,1633,244.2633,258.13,261.92,270.5433,243.1667,302.35,NM_153640,PANK2,1.9,0.36,0,0.60757
12306,Anxa2,5286,5486.3333,9194,7591.7833,4713.8667,6165.2,5932.7367,5411.71,7457.8767,NM_001002858,ANXA2,3.14,0.88,0,0.69944
52036,Ppp6r3,2566.6667,2371,4107.3333,74.642,70.73,92.32,129.9,47.786,126.838,NM_018312,PPP6R3,2,0.95,1,0.84161
333639,Mamld1,487.3333,404.6667,197.3333,90.55,60.29,61.62,43.08,67.19,47.32,NM_001177466,MAMLD1,1.73,0.48,1,2.9e-06
268281,Shprh,874,1004.6667,1826.6667,92.884,97.5,80.716,88.292,50.752,67.028,NM_173082,SHPRH,1.24,0.34,0,0.28315
319207,Pgbd1,15,14.3333,18.3333,75.32,12.2,55.54,52.89,33.06,69.91,NM_001184743,PGBD1,1.31,0.5,1,0.44052
18484,Pam,659.6667,608.3333,2329,1491.81,703.23,1205.82,669.6,750.96,779.05,NM_001177306,PAM,4.45,1.23,0,0.0001904
235469,Zfp280d,430.3333,394.3333,1146.3333,239.855,235.995,268.05,194.775,130.29,253.64,NM_001002843,ZNF280D,0.8,0.37,0,0.063873
14390,Gabpa,1765.6667,1854.3333,2092,529.88,524.735,449.67,434.505,275.49,408.57,NM_001197297,GABPA,3.1,1.48,1,0.079026
15381,Hnrnpc,3268,3189.6667,5841.6667,3866.49,3613.7,4489.175,3922.875,3041.595,3829.675,NM_031314,HNRNPC,23.5,11.04,0,0.74522
21345,Tagln,548.3333,662,1568.3333,813.27,384.64,389.48,703.43,635.71,2064.31,NM_001001522,TAGLN,2.35,0.73,0,0.0068322
70533,Btf3l4,986,1059.6667,844.3333,957.54,967.76,680.67,442.3033,948.4667,970.0233,NM_001136497,BTF3L4,5.01,2.39,1,0.0022292
57785,Rangrf,328.3333,377,185.3333,246.42,166.1,194.14,279.27,346.85,233.72,NM_001177802,RANGRF,1.75,0.68,1,4.32e-05
192287,Slc25a36,985,1015.6667,1376.3333,861.7767,772.39,1109.3567,945.84,619.3067,813.36,NM_018155,SLC25A36,1,0.25,1,0.37939
70575,Gfod2,344.6667,295,486,114.77,136.33,102.47,144.62,125,104.02,NM_030819,GFOD2,1.02,0.43,1,0.66925
239833,Lmln,121,154.6667,99,22.175,24.815,25.16,25.94,12.34,21.68,NM_001136049,LMLN,0.69,0.3,1,0.02534
17925,Myo9b,952.3333,918,3670.3333,171.7367,180.19,236.5933,271.1633,244.5433,236.72,NM_001130065,MYO9B,1.66,0.03,0,0.00052322
12283,Cab39,5559,5403,4981.3333,1104.78,1296.78,1579.33,1304.685,601.225,1005.935,NM_001130849,CAB39,1.01,0.15,1,0.0012452
109065,Dnaaf2,79.6667,74.3333,223,131.11,113.735,139.08,154.5,67.79,140.065,NM_001083908,DNAAF2,1.07,0.44,0,0.11427
54608,Abhd2,203,208.3333,1148,653.1267,456.13,884.5467,589.12,382.84,523.3933,NM_007011,ABHD2,0.87,0.19,0,1.39e-06
78755,Fam122b,156.3333,163,414,141.55,190.47,211.96,184.89,203.21,235.07,NM_001170757,FAM122B,1,0.39,0,0.12116
78797,Ndor1,507.6667,473,1402.3333,80.28,104.06,111.56,70.295,91.69,92.81,NM_001144027,NDOR1,0.68,0.28,0,0.049383
216742,Fnip1,1740.6667,1643.6667,1774,607.5633,438.95,432.5767,572.9233,250.73,352.3833,NM_133372,FNIP1,0.96,0.37,1,0.014117
18654,Pgf,29,27.3333,90.6667,244.21,743.21,1983.8,57.39,161.85,211.33,NM_002632,PGF,1.32,0.63,0,0.065147
320209,Ddx11,48.3333,48.3333,414.3333,34.85,38.265,44.18,39.34,43.795,45,NM_001257145,DDX11,0.95,0.46,0,4.24e-05
237336,Tbpl1,406.3333,379.6667,825.6667,755.69,690.415,1145.08,633.515,619.635,431.815,NM_001253676,TBPL1,1.22,0.54,0,0.48356
18618,Pemt,206.6667,170.3333,167.3333,70.7,53.83,45.83,45.37,70.21,43.31,NM_001267551,PEMT,2.87,1.29,1,0.029388
64540,Tspan4,3235.3333,3293.6667,3398,2592.71,2383.5,4841.3,3910.24,3137.9,3619.42,NM_003271,TSPAN4,0.89,0.04,1,0.097469
109754,Cyb5r3,4379.3333,3585,4365,2489.955,1610.9775,2744.2625,1793.2375,2690.485,1797.3225,NM_007326,CYB5R3,1.5,0.13,1,0.040515
56248,Ak3,10281,10085,6154.6667,912.48,1010.8167,604.85,686.5333,498.8533,1059.99,NM_001199855,AK3,2.16,0.08,1,7.88e-05
218461,Pde8b,37,34,70,51.89,27.055,38.06,64.55,36.975,43.38,NM_001029854,PDE8B,1.1,0.18,0,0.7043
12417,Cbx3,586,587.3333,1089.3333,1364.148,1296.66,1436.114,1717.532,1407.646,1897.824,NM_007276,CBX3,0.84,0.07,0,0.62668
68058,Chd1l,371.6667,389.3333,778.3333,107.59,97.57,89.54,60.95,86.78,107.92,NM_001256336,CHD1L,2.11,0.87,0,0.41956
171486,Cd99l2,2315.3333,2155.6667,2458.6667,137.03,91.5875,162.775,83.1225,92.6025,116.4675,NM_134446,CD99L2,1.48,0.72,1,0.092788
69863,Ttc39b,345.3333,350.6667,1418,331.51,210.594,331.442,331.402,244.01,365.932,NM_001168339,TTC39B,1.52,0.02,0,0.00047453
67136,Kbtbd4,602.6667,476,789,132.03,139.93,95.39,158.18,84.51,132.94,NM_018095,KBTBD4,1.02,0.1,1,0.27429
56031,Ppie,367.6667,354,693,410.92,324.01,464.71,434.58,383.11,444.78,NM_006112,PPIE,1.31,0.11,0,0.68088
74168,Zdhhc16,316,267,514.3333,425.28,449.49,371.33,619.46,354.78,536.46,NM_198043,ZDHHC16,2.09,1.04,1,0.90404
28035,Usp39,553.6667,478.6667,1097,716.65,796.065,855.805,740.575,531.505,638.185,NM_001256728,USP39,1.06,0.04,0,0.43321
12282,Hyou1,2821,2577,2595.6667,235.5233,182.7267,235.7,142.11,225.2767,401.8767,NM_006389,HYOU1,0.67,0.16,1,0.0020289
69257,Elf2,1087.3333,1056,2188.6667,139.2867,151.5533,204.4767,216.9133,142.4133,118.54,NM_001276459,ELF2,2.35,1.03,0,0.3959
108699,Chn1,431.6667,353.3333,235.6667,28.385,49.005,31.435,22.535,23.765,13.075,NM_001822,CHN1,1.16,0.36,1,0.00058522
74075,Syce1,3.3333,1,3.6667,20.11,41.46,25.74,24.84,28.74,29.88,NM_130784,SYCE1,0.78,0.02,1,0.52735
207214,Larp4,2990,2952,2519,770.6067,548.1767,627.87,647.8633,331.52,653.6233,NM_001170808,LARP4,0.8,0.13,1,0.00045366
20924,Supt5,1713.3333,1519.3333,4445.3333,1716.28,1439.12,2657.9,1306.45,2085.4,1687.47,NM_001130825,SUPT5H,2.21,0.88,0,0.034693
69860,Eif1ad,1095.6667,1127.3333,1132.3333,681.545,576.94,438.515,625.515,466.5,682.385,NM_001242483,EIF1AD,2.51,0.84,1,0.017607
52323,Klhl7,840.3333,773,1134,1040.74,1322.005,943.525,1013.475,854.315,1331.05,NM_018846,KLHL7,0.7,0.32,1,0.48883
14600,Ghr,7222,6092.6667,18481.6667,4143.6033,2339.62,1756.8267,1868.4033,3213.14,4565.44,NM_001242461,GHR,1.16,0.22,0,0.059483
105298,Epdr1,128.3333,83.6667,228.6667,444.93,588.3467,515.0433,303.5133,389.24,312.32,NM_017549,EPDR1,2.37,0.99,0,0.76188
80284,Smim12,596,607,630.3333,78,164.17,71.39,181.3,230.13,104.75,NM_001164825,SMIM12,0.97,0.42,1,0.042475
65973,Asph,1329,1151.3333,4726.3333,415.675,426.1433,422.3133,243.7717,252.06,380.7533,NM_001164752,ASPH,11.02,1.99,0,0.002695
68567,Cgref1,18.6667,10.6667,61.6667,63.445,50.945,58.27,57.825,53.045,60.75,NM_006569,CGREF1,0.94,0.18,0,0.057985
386454,Rnf39,4.3333,2.6667,10.3333,1,1.09,1,5.5,8.65,1.96,NM_025236,RNF39,1.06,0.35,0,0.60333
18029,Nfic,4291,3830,3842.3333,158.744,185.888,381.4,160.43,138.956,118.572,NM_001245005,NFIC,1.29,0.62,1,0.015958
240174,Thada,286.6667,253.3333,1160.3333,66.955,91.76,100.01,70.665,77.695,84.68,NM_001083953,THADA,0.62,0.25,0,0.00051279
109050,Fam212b,197.6667,202,230,24.68,16.985,16,12.5,23.895,8.08,NM_019099,FAM212B,0.78,0.12,1,0.21719
66913,Kdelr2,971,940.3333,1316.3333,3259.1,2840.625,5311.27,4247.155,3445.01,3558.005,NM_001100603,KDELR2,0.94,0.16,1,0.3783
75763,Dcaf17,415.3333,428,924.6667,87.5967,114.2233,94.1233,95.7167,54.9567,88.75,NM_001164821,DCAF17,1.51,0.62,0,0.22621
73130,Tmed5,4675,4795.6667,3692.6667,2060.132,1526.13,1475.792,2175.69,1163.698,2166.594,NM_001167830,TMED5,1.77,0.62,1,0.0017082
56421,Pfkp,1884,1798,2246.6667,958.3733,827.8133,1065.71,506.8167,610.79,737.7067,NM_001242339,PFKP,1.02,0.15,1,0.083865
18749,Prkacb,2309.3333,2246.6667,4435,332.0867,354.9633,353.6233,497.2833,172.2333,371.0867,NM_002731,PRKACB,1.05,0.52,0,0.56791
66597,Trim13,89,77.3333,144.6667,162.52,143.03,134.96,139.12,81.44,84.12,NM_052811,TRIM13,1.25,0.61,1,0.9449
68112,Sdccag3,1600,1572.6667,2032.3333,125.8625,167.4125,167.8875,221.31,203.12,239.7475,NM_006643,SDCCAG3,1.52,0.73,1,0.16723
238386,Btbd7,624.3333,673.3333,1183.6667,51.1533,29.99,54.2433,74.4267,15.8833,30.5733,NM_018167,BTBD7,1.49,0.74,0,0.49083
13806,13806,2.3333,3.3333,0.33333,6187.71,4891.006,8114.192,5621.344,5174.37,6378.152,NM_001201483,ENO1,34.95,14.51,1,0.082578
14613,Gja5,96.3333,103.3333,246.6667,6.71,3.77,2.28,11.27,2.75,11.46,NM_005266,GJA5,1.81,0.3,0,0.14737
18484,Pam,659.6667,608.3333,2329,1491.81,703.23,1205.82,669.6,750.96,779.05,NM_138822,PAM,0.86,0.12,0,0.0001904
12804,Cntfr,234.6667,453.6667,286.3333,20.34,35.44,17.065,26.68,22.495,13.66,NM_147164,CNTFR,0.87,0.2,1,0.36491
271564,Vps13a,2459.3333,2442,3482.6667,115.116,93.66,70.28,117.948,59.64,97.222,NM_001018037,VPS13A,0.9,0.19,1,0.42445
75221,Dpp3,1051.3333,983.6667,1728.3333,126.905,128.745,126.705,206.805,204.415,173.14,NM_001256670,DPP3,0.87,0.38,1,0.92459
56736,Rnf14,2309.3333,2188,2854.6667,746.2725,823.7725,788.4225,762.6825,553.68,681.405,NM_183399,RNF14,1.81,0.85,1,0.15922
12345,Capzb,3281.3333,2881.6667,6042.3333,956.4675,1348.755,1690.84,933.275,1068.785,965.1725,NM_001206540,CAPZB,2.9,0.97,0,0.63447
18708,Pik3r1,11928.6667,7375.6667,15649.6667,285.465,151.455,100.9125,126.115,94.1175,190.7875,NM_181524,PIK3R1,0.98,0.07,1,0.51225
232560,Caprin2,199.3333,216.6667,312.6667,95.77,149.83,116.24,74.26,60.58,59.95,NM_001206856,CAPRIN2,1.03,0.46,1,0.84043
207781,C2cd2,1170.3333,1034.6667,1229.3333,95.4425,84.45,89.73,68.785,84.4375,89.3925,NM_015500,C2CD2,1.9,0.92,1,0.046209
