Var1,Var2
1415961_at,3249.17
1415962_at,5093.97
1415963_at,2847.38
1415964_at,16355.36
1415965_at,4253.03
1415966_a_at,1959.35
1415967_at,1999.68
1415968_a_at,198.44
1415969_s_at,12.98
1415970_at,8146.03
1415971_at,4340.44
1415972_at,1395.98
1415973_at,1548.55
1415974_at,826.43
1415975_at,1124.22
1415976_a_at,363.43
1415977_at,303.99
1415978_at,207.12
1415979_x_at,14111.33
1415980_at,3355.38
1415981_at,1194.77
1415982_at,279.68
1415983_at,10.47
1415984_at,2500.04
1415985_at,1209.26
1415986_at,395.04
1415987_at,2900.79
1415988_at,246.97
1415989_at,203.91
1415990_at,4827.98
1415991_a_at,1364.62
1415992_at,104.84
1415993_at,565.94
1415994_at,93.1
1415995_at,500.88
1415996_at,1703.89
1415997_at,296.43
1415998_at,3599.57
1415999_at,26.48
1416000_a_at,15019.17
1416001_a_at,71.92
1416002_x_at,172.9
1416003_at,18.72
1416004_at,2545.47
1416005_at,2330.07
1416006_at,42.4
1416007_at,18.04
1416008_at,18.78
1416009_at,3449.88
1416010_a_at,2092.86
1416011_x_at,1933.32
1416012_at,262.11
1416013_at,363.05
1416014_at,398.34
1416015_s_at,1012.1
1416016_at,394.3
1416017_at,308.88
1416018_at,1574.83
1416019_at,268.78
1416020_a_at,1806.81
1416021_a_at,10093.21
1416022_at,5500.71
1416023_at,42.88
1416024_x_at,5676.38
1416025_at,24.01
1416026_a_at,11136.24
1416027_at,3415.51
1416028_a_at,1758.82
1416029_at,1808.64
1416030_a_at,599.77
1416031_s_at,751.02
1416032_at,367.26
1416033_at,33.66
1416034_at,537.11
1416035_at,2751.34
1416036_at,2643.22
1416037_a_at,4586.05
1416038_at,588.73
1416039_x_at,2173.88
1416040_at,6.85
1416041_at,3791.01
1416042_s_at,734.7
1416043_at,5.18
1416044_at,963.05
1416045_a_at,624.51
1416046_a_at,348.06
1416047_at,2.66
1416048_at,823.59
1416049_at,7.09
1416050_a_at,426.15
1416051_at,122.49
1416052_at,314.62
1416053_at,11.38
1416054_at,12386.55
1416055_at,13.01
1416056_a_at,3649.74
1416057_at,2417.94
1416058_s_at,3695.21
1416059_at,929.14
1416060_at,1856.4
1416061_at,797.77
1416062_at,223.07
1416063_x_at,16.17
1416064_a_at,10116.88
1416065_a_at,514.33
1416066_at,812.42
1416067_at,9859.55
1416068_at,989.41
1416069_at,1407.65
1416070_a_at,1273.07
1416071_at,904.7
1416072_at,46.94
1416073_a_at,188.15
1416074_a_at,15068.89
1416075_at,927.84
1416076_at,94.47
1416077_at,4593.15
1416078_s_at,757.55
1416079_a_at,1490.01
1416080_at,183.82
1416081_at,127.8
1416082_at,7746.05
1416083_at,7403.38
1416084_at,2162.47
1416085_s_at,7595.58
1416086_at,2310.88
1416087_at,1451.14
1416088_a_at,11958.5
1416089_at,10384.93
1416090_at,3665.11
1416091_at,513.9
1416092_a_at,676.49
1416093_a_at,399.87
1416094_at,2685.45
1416095_x_at,2302.95
1416096_at,257.59
1416097_at,16.06
1416098_at,21.94
1416099_at,14345.05
1416100_at,3151.37
1416101_a_at,2989.54
1416102_at,4774.61
1416103_at,954.98
1416104_at,376.54
1416105_at,400.1
1416106_at,291.63
1416107_at,11.62
1416108_a_at,907.86
1416109_at,918.44
1416110_at,242.47
1416111_at,39.56
1416112_at,7282.37
1416113_at,591.73
1416114_at,249.93
1416115_at,694.58
1416116_at,166.96
1416117_at,75.12
1416118_at,413.73
1416119_at,15353.92
1416120_at,155.76
1416121_at,9235.22
1416122_at,3081.46
1416123_at,873.01
1416124_at,181.07
1416125_at,479.18
1416126_at,245.71
1416127_a_at,896.03
1416128_at,81.9
1416129_at,3447.53
1416130_at,878.95
1416131_s_at,1133.56
1416132_at,146.02
1416133_at,816.65
1416134_at,69.99
1416135_at,1487.65
1416136_at,3424.71
1416137_at,375.96
1416138_at,1901.1
1416139_at,49.15
1416140_a_at,610.65
1416141_a_at,14653.21
1416142_at,323.86
1416143_at,4664.63
1416144_a_at,5158.61
1416145_at,5868.85
1416146_at,5407.27
1416147_at,90.94
1416148_at,1510.3
1416149_at,16.96
1416150_a_at,2871.47
1416151_at,741.66
1416152_a_at,634.43
1416153_at,5325.99
1416154_at,67.68
1416155_at,184.77
1416156_at,1419.58
1416157_at,20.11
1416158_at,148.09
1416159_at,569.44
1416160_at,46.69
1416161_at,2221.81
1416162_at,122.59
1416163_at,1162.81
1416164_at,550.74
1416165_at,1659.37
1416166_a_at,699.69
1416167_at,3082
1416168_at,11501.71
1416169_at,4.89
1416170_at,678.23
1416171_at,2462.98
1416172_at,1128.17
1416173_at,138.64
1416174_at,238.78
1416175_a_at,4206.58
1416176_at,2099.77
1416177_at,2641.08
1416178_a_at,29.08
1416179_a_at,1140.24
1416180_a_at,256.42
1416181_at,1133.89
1416182_at,393.89
1416183_a_at,626.19
1416184_s_at,3408.82
1416185_a_at,3844.07
1416186_at,849.65
1416187_s_at,638.82
1416188_at,165.93
1416189_a_at,2259.93
1416190_a_at,115.74
1416191_at,149.08
1416192_at,567.02
1416193_at,33.76
1416194_at,69.3
1416195_at,310.22
1416196_at,2.79
1416197_at,1303.33
1416198_at,196.84
1416199_at,233.31
1416200_at,9161.56
1416201_at,964.54
1416202_at,2504.67
1416203_at,148.45
1416204_at,11.24
1416205_at,432.06
1416206_at,141.44
1416207_at,456.72
1416208_at,1529.68
1416209_at,1245.98
1416210_at,811.28
1416211_a_at,824.8
1416212_at,2633.23
1416213_x_at,869.88
1416214_at,236.44
1416215_at,316.06
1416216_at,406.16
1416217_a_at,12725.61
1416218_x_at,169.98
1416219_at,15085.9
1416220_at,5150.15
1416221_at,8426.42
1416222_at,288.59
1416223_at,192.26
1416224_at,185.19
1416225_at,835.67
1416226_at,4772.5
1416227_at,107.69
1416228_at,1346.75
1416229_at,305.09
1416230_at,784.22
1416231_at,108.14
1416232_at,13.11
1416233_at,2807.01
1416234_at,3622.45
1416235_at,756.36
1416236_a_at,42.87
1416237_at,31.33
1416238_at,13.95
1416239_at,1252.43
1416240_at,1468.03
1416241_at,1442.16
1416242_at,38
1416243_a_at,10778.04
1416244_a_at,8776.2
1416245_at,666.4
1416246_a_at,18.54
1416247_at,3204.72
1416248_at,428.4
1416249_at,153.37
1416250_at,2432.77
1416251_at,219.19
1416252_at,563.58
1416253_at,213.44
1416254_a_at,366.78
1416255_at,15.66
1416256_a_at,10837.78
1416257_at,1921.34
1416258_at,152.39
1416259_at,237.38
1416260_a_at,484.46
1416261_at,411.09
1416262_at,160.11
1416263_at,36.32
1416264_at,86.38
1416265_at,103.91
1416266_at,8.15
1416267_at,1224.66
1416268_at,3253.98
1416269_at,6703.44
1416270_at,2062.03
1416271_at,3.08
1416272_at,2300.87
1416273_at,1275.6
1416274_at,96.23
1416275_at,46.79
1416276_a_at,15500.72
1416277_a_at,16019.12
1416278_a_at,2899.37
1416279_at,276.91
1416280_at,1337.44
1416281_at,1720.66
1416282_at,2292.42
1416283_at,527.39
1416284_at,615.67
1416285_at,1773.75
1416286_at,507.26
1416287_at,83.36
1416288_at,9479.71
1416289_at,405.19
1416290_a_at,2983.02
1416291_at,1511.55
1416292_at,2218.36
1416293_at,78.65
1416294_at,419.77
1416295_a_at,14.9
1416296_at,37.2
1416297_s_at,28.22
1416298_at,100.21
1416299_at,78.91
1416300_a_at,12568.99
1416301_a_at,738.93
1416302_at,255.8
1416303_at,5860.51
1416304_at,1861.69
1416305_at,68.98
1416306_at,4.33
1416307_at,173.1
1416308_at,13890.95
1416309_at,75.9
1416310_at,16.27
1416311_s_at,775.23
1416312_at,3300.45
1416313_at,1745.98
1416314_at,29.48
1416315_at,845.64
1416316_at,12
1416317_a_at,97.47
1416318_at,403.97
1416319_at,597.18
1416320_at,174.04
1416321_s_at,494.69
1416322_at,173.52
1416323_at,207.13
1416324_s_at,648.34
1416325_at,6.11
1416326_at,407.21
1416327_at,848.39
1416328_a_at,4411.06
1416329_at,1741.56
1416330_at,9960.56
1416331_a_at,1240.12
1416332_at,298.88
1416333_at,5.47
1416334_at,59.69
1416335_at,12747.27
1416336_s_at,3159.83
1416337_at,3701.76
1416338_at,345.67
1416339_a_at,1923.23
1416340_a_at,536.3
1416341_at,930.58
1416342_at,2339.75
1416343_a_at,1026.35
1416344_at,2760.56
1416345_at,1821.02
1416346_at,688.3
1416347_at,332.09
1416348_at,102.26
1416349_at,882.03
1416350_at,530.36
1416351_at,5143.44
1416352_s_at,579.79
1416353_at,431.43
1416354_at,267.76
1416355_at,31.07
1416356_at,278.21
1416357_a_at,72.47
1416358_at,239.63
1416359_at,3195.93
1416360_at,174
1416361_a_at,12.89
1416362_a_at,655.75
1416363_at,70.88
1416364_at,11860.38
1416365_at,5343.97
1416366_at,3409.73
1416367_at,232.43
1416368_at,4015.31
1416369_at,694.18
1416370_at,414.93
1416371_at,883.1
1416372_at,550.15
1416373_at,795.75
1416374_at,147.32
1416375_at,108.23
1416376_at,123.48
1416377_at,147.78
1416378_at,316.79
1416379_at,397.45
1416380_at,180.54
1416381_a_at,8824.44
1416382_at,318.39
1416383_a_at,2559.03
1416384_a_at,2444.19
1416385_a_at,4146.89
1416386_a_at,731.1
1416387_at,574.01
1416388_at,12.91
1416389_a_at,566.67
1416390_at,134.65
1416391_at,305.91
1416392_a_at,6552.01
1416393_at,1693.2
1416394_at,5115.07
1416395_at,467.55
1416396_at,5.76
1416397_at,85.07
1416398_at,48.76
1416399_a_at,771.03
1416400_at,177.32
1416401_at,277.9
1416402_at,78.89
1416403_at,23.67
1416404_s_at,15099.92
1416405_at,16757.59
1416406_at,316.53
1416407_at,929.72
1416408_at,2318.06
1416409_at,1668.57
1416410_at,571.13
1416411_at,4063.25
1416412_at,278.86
1416413_at,1
1416414_at,209.04
1416415_a_at,4525
1416416_x_at,4976.91
1416417_a_at,1838.97
1416418_at,2082.29
1416419_s_at,4930.42
1416420_a_at,17739.07
1416421_a_at,789.89
1416422_a_at,1818.53
1416423_x_at,1309.96
1416424_at,692.23
1416425_at,381.33
1416426_at,4338.63
1416427_at,3454.36
1416428_at,696.64
1416429_a_at,3273.37
1416430_at,3756.55
1416431_at,2903.23
1416432_at,1309.83
1416433_at,87.36
1416434_at,21.42
1416435_at,514.58
1416436_a_at,101.89
1416437_a_at,67.19
1416438_at,1284.48
1416439_at,419.05
1416440_at,5232.93
1416441_at,1258.03
1416442_at,1780
1416443_a_at,771.39
1416444_at,8.63
1416445_at,854.22
1416446_at,698.49
1416447_at,557.93
1416448_at,922.75
1416449_x_at,71.13
1416450_at,88.49
1416451_s_at,159.88
1416452_at,2332.21
1416453_x_at,15515.95
1416454_s_at,4504.74
1416455_a_at,1012.5
1416456_a_at,11.79
1416457_at,429.64
1416458_at,380.8
1416459_at,105.44
1416460_at,9.83
1416461_at,3368.25
1416462_at,2031.57
1416463_at,169.75
1416464_at,16.58
1416465_a_at,6913.71
1416466_at,8503.08
1416467_at,1766.51
1416468_at,1535
1416469_at,635.31
1416470_a_at,1541.63
1416471_at,2219.47
1416472_at,2318.11
1416473_a_at,295.11
1416474_at,179.2
1416475_at,614.94
1416476_a_at,6384.3
1416477_at,3754.73
1416478_a_at,8649.52
1416479_a_at,1315.51
1416480_a_at,10660.26
1416481_s_at,823.37
1416482_at,51.28
1416483_at,492.96
1416484_at,76.16
1416485_at,3147.29
1416486_at,1463.17
1416487_a_at,193.28
1416488_at,4729.06
1416489_at,1760.84
1416490_at,10.12
1416491_at,300.25
1416492_at,194.39
1416493_at,1280.3
1416494_at,1401.31
1416495_s_at,2984.69
1416496_at,7454.1
1416497_at,1478.73
1416498_at,2934.38
1416499_a_at,3602.59
1416500_at,1304.98
1416501_at,301.22
1416502_a_at,623.85
1416503_at,1684.82
1416504_at,65.96
1416505_at,3376.06
1416506_at,6837.41
1416507_at,8.26
1416508_at,3031.62
1416509_at,2688.7
1416510_at,904.82
1416511_a_at,170.53
1416512_at,497
1416513_at,220.55
1416514_a_at,9591.1
1416515_at,24.06
1416516_at,32.97
1416517_at,97.12
1416518_at,20.7
1416519_at,12993.95
1416520_x_at,10287.54
1416521_at,151.35
1416522_a_at,1443.76
1416523_at,29.84
1416524_at,1410.63
1416525_at,273.22
1416526_a_at,1321.08
1416527_at,991.79
1416528_at,1069.25
1416529_at,4873.09
1416530_a_at,2484.2
1416531_at,7196.13
1416532_at,787.5
1416533_at,446.48
1416534_at,1311.6
1416535_at,278.91
1416536_at,271.21
1416537_at,346.96
1416538_at,74.25
1416539_at,19.77
1416540_at,740.58
1416541_at,275.15
1416542_at,351.67
1416543_at,2958.78
1416544_at,248.31
1416545_at,221.69
1416546_a_at,14343.32
1416547_at,3691.33
1416548_at,199.39
1416549_at,102.86
1416550_at,92.28
1416551_at,1317.44
1416552_at,31.64
1416553_at,272.35
1416554_at,2132.65
1416555_at,1008.61
1416556_at,2599.69
1416557_a_at,468.34
1416558_at,59.2
1416559_at,361
1416560_at,18.94
1416561_at,13.1
1416562_at,8.38
1416563_at,1038.59
1416564_at,10.2
1416565_at,5081.56
1416566_at,2045.46
1416567_s_at,2229.86
1416568_a_at,163.75
1416569_at,384.72
1416570_s_at,721.27
1416571_at,55.44
1416572_at,222.41
1416573_at,137.72
1416574_at,769.83
1416575_at,97.89
1416576_at,377.87
1416577_a_at,3666.35
1416578_at,379.16
1416579_a_at,12.6
1416580_a_at,1681.36
1416581_at,443.95
1416582_a_at,525.31
1416583_at,629.58
1416584_at,207.74
1416585_at,667.85
1416586_at,110.08
1416587_a_at,213.68
1416588_at,658.59
1416589_at,11078.41
1416590_a_at,1660.97
1416591_at,2099.36
1416592_at,2819.16
1416593_at,1171.83
1416594_at,222.41
1416595_at,1141.39
1416596_at,18.65
1416597_at,222.32
1416598_at,289.19
1416599_at,130.01
1416600_a_at,187.97
1416601_a_at,43.61
1416602_a_at,162.31
1416603_at,4769.85
1416604_at,3376.1
1416605_at,991.41
1416606_s_at,1975.51
1416607_at,1472.45
1416608_a_at,987.57
1416609_at,1230.18
1416610_a_at,281.88
1416611_at,313.13
1416612_at,1648.08
1416613_at,191.31
1416614_at,2395.12
1416615_at,697.71
1416616_s_at,1233.28
1416617_at,23.03
1416618_at,112.39
1416619_at,111.85
1416620_at,154.48
1416621_at,703.49
1416622_at,477.72
1416623_at,46.26
1416624_a_at,15881.91
1416625_at,861.12
1416626_at,15.16
1416627_at,18.49
1416628_at,760.65
1416629_at,211.77
1416630_at,2228.72
1416631_at,297.16
1416632_at,3248.91
1416633_a_at,1250.1
1416634_at,670.54
1416635_at,450.25
1416636_at,8181.44
1416637_at,224.42
1416638_at,344.74
1416639_at,34.38
1416640_at,16.11
1416641_at,72.19
1416642_a_at,20821.73
1416643_at,5.64
1416644_a_at,25.74
1416645_a_at,19.46
1416646_at,8.09
1416647_at,662.94
1416648_at,2027.42
1416649_at,16.15
1416650_at,9.03
1416651_at,449.29
1416652_at,41.73
1416653_at,583.4
1416654_at,189.37
1416655_at,617.32
1416656_at,2120.92
1416657_at,2670.95
1416658_at,38.81
1416659_at,4835.86
1416660_at,242.3
1416661_at,409.23
1416662_at,130.02
1416663_at,2312.52
1416664_at,211.6
1416665_at,389.13
1416666_at,1928.35
1416667_at,387.82
1416668_at,3940.32
1416669_s_at,10638.41
1416670_at,1.77
1416671_a_at,116.95
1416672_s_at,182.44
1416673_at,167.01
1416674_at,20.59
1416675_s_at,165.63
1416676_at,12.72
1416677_at,65.97
1416678_at,2208.46
1416679_at,1233.97
1416680_at,1029.15
1416681_at,247.43
1416682_at,201.38
1416683_at,595.24
1416684_at,1219.38
1416685_s_at,2040.65
1416686_at,1428.7
1416687_at,1486.67
1416688_at,26.83
1416689_at,51.4
1416690_at,632.86
1416691_at,129.97
1416692_at,146.39
1416693_at,366.62
1416694_at,15.58
1416695_at,3385.79
1416696_at,646.52
1416697_at,8.86
1416698_a_at,2702.41
1416699_at,5061.21
1416700_at,2317.06
1416701_at,642
1416702_at,37.6
1416703_at,1380.02
1416704_at,52.45
1416705_at,1080.63
1416706_at,597.61
1416707_a_at,1
1416708_a_at,392.6
1416709_a_at,415.09
1416710_at,96.06
1416711_at,4.26
1416712_at,473.03
1416713_at,49.58
1416714_at,40.99
1416715_at,47.23
1416716_at,110.86
1416717_at,15.98
1416718_at,12.55
1416719_a_at,13227.68
1416720_at,266.19
1416721_s_at,503.85
1416722_at,455.84
1416723_at,716.24
1416724_x_at,582.16
1416725_at,27.85
1416726_s_at,2436.11
1416727_a_at,13382.78
1416728_at,2042.96
1416729_at,3.51
1416730_at,756.3
1416731_at,1257.41
1416732_at,219.1
1416733_at,663.87
1416734_at,14.89
1416735_at,2998.79
1416736_at,259.35
1416737_at,1121.18
1416738_at,535.75
1416739_a_at,57.43
1416740_at,1772.86
1416741_at,62.86
1416742_at,1437.17
1416743_at,7535.36
1416744_at,361.04
1416745_x_at,664.65
1416746_at,442.27
1416747_at,632.82
1416748_a_at,151.16
1416749_at,5274.42
1416750_at,583.4
1416751_a_at,328.87
1416752_at,10.21
1416753_at,476.91
1416754_at,52.49
1416755_at,2831.04
1416756_at,3456.97
1416757_at,87.65
1416758_at,1.97
1416759_at,115.86
1416760_at,42.85
1416761_at,8.15
1416762_at,5322.68
1416763_at,435.64
1416764_at,2306.3
1416765_s_at,1956.81
1416766_at,1651.98
1416767_a_at,7944.04
1416768_at,5303.14
1416769_s_at,562.53
1416770_at,332.48
1416771_at,207.52
1416772_at,674.78
1416773_at,476.3
1416774_at,121.72
1416775_at,88.65
1416776_at,24.03
1416777_at,5.36
1416778_at,2119.65
1416779_at,613.53
1416780_at,300.55
1416781_at,311.37
1416782_s_at,596.48
1416783_at,9.03
1416784_at,27.65
1416785_at,29.42
1416786_at,98.04
1416787_at,19.22
1416788_a_at,2648.01
1416789_at,2160.74
1416790_a_at,1106.87
1416791_a_at,1302.96
1416792_at,922.13
1416793_at,1214.61
1416794_at,249.39
1416795_at,28.4
1416796_at,382.09
1416797_at,44.32
1416798_a_at,143.97
1416799_at,748.45
1416800_at,211.05
1416801_at,142.72
1416802_a_at,186.72
1416803_at,1318.93
1416804_at,245.38
1416805_at,609.52
1416806_at,72.57
1416807_at,10862.92
1416808_at,13945.83
1416809_at,16.27
1416810_at,734.85
1416811_s_at,2985.61
1416812_at,686.51
1416813_at,396.84
1416814_at,247.5
1416815_s_at,2168.36
1416816_at,1703.61
1416817_at,279.92
1416818_at,451.16
1416819_at,1677.32
1416820_at,51.1
1416821_at,205.32
1416822_at,58.82
1416823_a_at,333
1416824_at,593.73
1416825_at,154.37
1416826_a_at,1079.49
1416827_at,29.83
1416828_at,8.97
1416829_at,8342.36
1416830_at,1419.65
1416831_at,221.77
1416832_at,141.93
1416833_at,4.19
1416834_x_at,1392.91
1416835_s_at,1019.83
1416836_at,1752.02
1416837_at,587.51
1416838_at,808.34
1416839_at,66.74
1416840_at,493.48
1416841_at,596.13
1416842_at,1109.09
1416843_at,324.69
1416844_at,352.05
1416845_at,410.49
1416846_a_at,4304.23
1416847_s_at,32.38
1416848_at,3148.76
1416849_at,943.72
1416850_s_at,1883.91
1416851_at,23.56
1416852_a_at,240.82
1416853_at,69.27
1416854_at,44.1
1416855_at,3421.19
1416856_at,4460.58
1416857_at,2009.89
1416858_a_at,2729.84
1416859_at,1370.97
1416860_s_at,875.9
1416861_at,758.84
1416862_at,181.66
1416863_at,281.55
1416864_at,412.13
1416865_at,194.14
1416866_at,477.76
1416867_at,419.92
1416868_at,302.53
1416869_x_at,80.37
1416870_at,275.65
1416871_at,236.14
1416872_at,291.46
1416873_a_at,265.82
1416874_a_at,337.62
1416875_at,29.93
1416876_at,25.45
1416877_a_at,2641.26
1416878_at,115.21
1416879_at,39.26
1416880_at,2194.38
1416881_at,1465.84
1416882_at,498.35
1416883_at,764.85
1416884_at,4121.29
1416885_at,362.23
1416886_at,57.7
1416887_at,9.93
1416888_at,120.28
1416889_at,15.62
1416890_at,1284.88
1416891_at,458.44
1416892_s_at,286.8
1416893_at,139.88
1416894_at,343.87
1416895_at,15.05
1416896_at,68.48
1416897_at,546.4
1416898_a_at,234.51
1416899_at,1
1416900_s_at,107.55
1416901_at,10181.38
1416902_a_at,5799.8
1416903_at,1085.07
1416904_at,2106.56
1416905_at,10.09
1416906_at,1538.15
1416907_at,627.78
1416908_s_at,2367.91
1416909_at,260.54
1416910_at,1058.38
1416911_a_at,1416.44
1416912_at,1986.57
1416913_at,20.08
1416914_s_at,524.07
1416915_at,401
1416916_at,37.38
1416917_at,1241.41
1416918_at,683.09
1416919_a_at,161.18
1416920_at,575.43
1416921_x_at,13594.95
1416922_a_at,3147.54
1416923_a_at,1610.09
1416924_at,4970.88
1416925_at,1233.24
1416926_at,3738.7
1416927_at,21.56
1416928_at,742.54
1416929_at,123.27
1416930_at,28.49
1416931_at,557.52
1416932_at,253.24
1416933_at,3932.1
1416934_at,441.48
1416935_at,166.68
1416936_at,37.96
1416937_at,6406.83
1416938_at,1683.25
1416939_at,2351.65
1416940_at,284.19
1416941_s_at,8093.52
1416942_at,134.17
1416943_at,3229.29
1416944_a_at,702.4
1416945_at,257.49
1416946_a_at,556.46
1416947_s_at,902.67
1416948_at,1257.16
1416949_s_at,1274.62
1416950_at,727.84
1416951_a_at,2717.36
1416952_at,1649.96
1416953_at,408.21
1416954_at,773.5
1416955_at,131.93
1416956_at,27.51
1416957_at,13.79
1416958_at,1799.09
1416959_at,13.54
