Entrez_ID,Gene,scBAT_counts,iBAT_counts,WAT_counts,BAT1_int_Wu,BAT2_int_Wu,BAT3_int_Wu,beige1_int_Wu,beige2_int_Wu,beige3_int_Wu
27370,Rps26,2390.6667,2173,5263.6667,13672.8,12633.07,13384.38,12717.98,12095.24,12718.44
27371,Sh2d2a,20.6667,17.6667,1296.3333,56.75,40.48,52.5,59.77,68.25,47.13
27372,Prl3c1,0,0,0,7.35,13.26,14.89,6.66,29.11,3.65
27373,Csnk1e,741.3333,696,1241.6667,546.8,629.5433,854.2167,928.65,759.87,522.91
27374,Prmt5,876.3333,772.6667,1426.3333,421.23,269.27,337.97,305.73,196.39,336.88
27375,Tjp3,73,57.6667,147,16.08,28.58,21.09,22.95,23.23,11.45
27376,Slc25a10,1248,610.3333,7051.3333,791.99,513.33,313.05,452.715,492.37,996.575
27377,Yme1l1,3133.3333,3084,4303.3333,381.7025,475.8225,473.5775,433.1225,312.8375,554.49
27378,Tcl1b3,0,0,0,784.93,2621.01,1314.02,421.93,1755.65,811.32
27379,Tcl1b1,0,0,0,28.48,54.92,37.8,45.46,89.72,81.79
27380,Tcl1b4,0,0,0,6.39,13.29,1,2.83,15.51,4.89
27384,Akr1c13,222.6667,71,235.3333,217.375,95.03,146.005,72.355,211.28,167.7
27385,Magel2,6.6667,12.6667,0,19.93,19.08,18.69,16.81,9.83,14
27386,Npas3,1,0.33333,5.3333,14.87,10.04,9.92,13.205,13.13,9.235
27387,Sh2d3c,657.6667,792.3333,1844,14.02,38.19,33.74,27.49,31.55,27.52
27388,Ptdss2,2093,2143.6667,1003,231.0133,203.7711,245.7133,268.3567,208.4233,237.9033
27389,Dusp13,58.3333,29.6667,7.3333,44.96,45.86,33.34,45.55,51.65,45.27
27390,Mmel1,0.33333,0.66667,2,58.45,55.34,51.77,40.04,89.02,45.5
27392,Pign,518.3333,537,1056.3333,75.474,83.884,68.186,68.36,47.756,71.586
27393,Mrpl39,2087.3333,2168.6667,1001,2309.07,1354.375,1274.06,1428.785,1688.58,1586.165
27395,Mrpl15,1786.6667,1770,972.6667,501.95,608.1912,526.89,575.3113,618.1125,622.5338
27397,Mrpl17,1987,1962.3333,1497.6667,587.4067,522.0733,418.0333,439.3,635.0167,743.25
27398,Mrpl2,2043.3333,2061.6667,1083,791.01,855.31,667.06,753.86,942.01,920.27
27399,Ip6k1,2836.3333,2870.3333,4518,265.502,168.868,294.654,196.422,189.608,257.968
27400,Hsd17b6,0,0,0,41.7,24.36,34.025,19.68,29.035,42.56
27401,Skp2,31.3333,30,172,59.945,75.225,50.945,110.835,49.9833,75.0783
27402,Pdhx,3775.3333,3795,1506.6667,480.31,398.25,420.33,346.13,355.49,483.71
27403,Abca7,700.3333,726.3333,1865.6667,193.16,163.24,244.41,255.79,236.5,148.29
27404,Abca8b,283,311.6667,418.6667,68.78,23.66,79.58,49.49,46.54,20.83
27405,Abcg3,21,20.3333,1010.6667,16.435,38.215,28.345,24.66,36.205,13.235
27406,Abcf3,1386.3333,1311.3333,1808.3333,182.5567,139.0733,189.5233,135.4133,150.0167,165.22
27407,Abcf2,1332.6667,1236.3333,1810.6667,234.34,121.055,226.28,219.255,223.22,209.47
27409,Abcg5,0,0,0.66667,3.03,13.52,8.76,14.75,8.58,2.55
27410,Abca3,1053,1061.3333,2529.6667,176.75,110.9133,103.0067,64.23,102.2833,163.44
27411,Slc14a2,0,0,0.66667,17.275,32.115,22.08,28.78,21.855,17.295
27412,Peg12,11,11.3333,17,100.06,81.89,74.28,124.8,139.06,79.88
27413,Abcb11,1.3333,0,3.3333,20.34,12.24,31.72,12.8,25.16,14.67
27414,Sergef,80,82,234,74.9,51.5,51.07,69.22,78.19,55.65
27416,Abcc5,586,592,1577.6667,197.1689,138.4733,143.5944,103.3944,131.5489,151.4322
27418,Mkln1,2033.6667,1929.6667,2283.6667,189.15,247.782,180.628,153.32,140.76,210.968
27419,Naglu,269.3333,238.6667,1013.3333,509.23,987.52,1267.78,437.18,887.94,561.53
27421,Abcc6,0.66667,0,0.33333,13.08,10.31,4.36,17.14,8.11,3.94
27423,Klra15,0,0,0,10.05,4.9,3.66,4.12,3.86,5.09
27425,Atp5l,2558.6667,2543,1262,8825.57,7673.16,5687.18,7236.63,8452.77,10860.28
27426,Nagpa,390,359.6667,784,92.255,103.98,94.555,65.125,108.99,73.83
27428,Shroom3,44.3333,29.6667,170.6667,16.498,23.35,14.184,15.368,21.028,20.196
27494,Amot,140.6667,91,211.3333,61.66,116.6967,102.0267,66.06,80.21,61.1367
27528,Nrep,794.6667,776,1757.6667,243,223.42,242.2,233.575,272.315,230.575
27632,Nelfe,732.6667,696,905.3333,595.73,550.71,674.11,646.56,675.84,568.82
27643,Ubl4,1509.3333,1515.3333,1258,486.34,517.545,347.705,479.5,600.575,490.89
27660,1700088E04Rik,6.6667,6.6667,9,23.37,100.56,67.45,92.81,90.68,32.65
27681,Snf8,946,909,1023.6667,1011.64,939.77,762.68,880.48,1395.34,1411.38
27756,Lsm2,167.3333,175.6667,337.3333,102.95,116.85,103.19,120.95,137.19,176.58
27762,Vwa7,9.3333,5.3333,20.3333,5.55,3.34,3.64,26.21,5.9,9.81
27784,Commd8,618.6667,564,1755.6667,778.505,779.7,617.925,1029.39,458.46,717.87
27801,Zdhhc8,559.6667,534,1107,76.945,73.08,136.57,95.72,109.895,91.765
27878,Tada1,396,377.6667,737.6667,129.4133,128.8367,111.5633,125.22,68.7067,117.2967
27883,Tango2,499.3333,452.3333,555.6667,181.345,340.915,348.525,125.885,192.21,139.75
27886,Dgcr14,342.3333,339.6667,755.6667,137.41,107.85,149.53,132.07,130.19,98.605
27965,Spg21,1671.3333,1547.3333,2925.6667,1520.36,2002.03,1776.25,1380.26,1046.96,1981.06
27966,Rrp9,356.3333,358.3333,594.3333,327.18,112.77,218.06,245.26,228.66,298.37
27967,Cherp,882.6667,808,1859.3333,184.83,223.3167,223.6167,267.3733,234.9333,249.1467
27973,Vkorc1,672.6667,621.3333,957,1877.2,2246.17,2940.03,1521.09,2603.84,2530.06
27979,Eif3b,3017.6667,2726.3333,4230.6667,1472.79,1141.48,1353.36,2181.16,1400.84,1634.54
27984,Efhd2,561.3333,438.3333,2724.3333,500.64,842.785,1136.895,590.2,529.55,307.755
27993,Imp4,892.6667,864.6667,1276,315.17,318.1167,287.77,310.88,201.9833,278.3767
27998,Exosc5,599,607,839.6667,976.04,638.05,704.49,552.28,950.24,843.41
27999,Fam3c,522.6667,486.3333,1626.3333,434.015,539.26,391.06,561.08,492.08,705.865
28000,Prpf19,2439.6667,2036.3333,3215.6667,722.792,818.054,592.46,1190.382,929.898,1085.768
28006,Fam21,1518.3333,1446.3333,3109,452.515,394.15,440.42,380.9,257.3525,293.6975
28010,Miip,287.3333,333.3333,846.6667,73.965,77.315,85.19,78.12,108.565,133.17
28015,Polr2m,4510,4478.3333,4066,1015.49,1133.14,1062.1,1379.96,1135.02,1530.37
28018,Ubfd1,842.3333,766.6667,1517.3333,311.0275,294.3675,292.435,305.0675,216.6525,381.14
28019,Ing4,1098,1056.6667,1480.3333,56.005,33.87,65.29,57.96,52.105,61.2
28028,Mrpl50,1909.3333,1834.6667,1152,741.52,615.2,490.49,959.64,542.09,717.57
28030,Gfm1,3942,3860.3333,1461.3333,440.525,356.86,233.42,379.8,268.34,397.005
28035,Usp39,553.6667,478.6667,1097,716.65,796.065,855.805,740.575,531.505,638.185
28036,Larp7,268.3333,249.6667,878,266.04,177.33,189.675,268.915,122.81,264.745
28040,D6Wsu163e,384.3333,326.3333,679,334.19,318.01,214.87,192.36,151.43,233.51
28042,Ept1,530.6667,569,963.6667,351.91,434.1125,511.3425,386.3375,250.815,388.17
28064,Yipf3,1278,1058.3333,1844.6667,527.575,556.645,781.79,516.94,687.065,542.975
28071,Twistnb,211.6667,190,610.6667,717.39,441.84,650.5567,819.7433,383.1933,532.2167
28075,Desi1,698.6667,578.3333,1111.6667,451.7967,604.34,848.77,364.0133,485.5567,433.7767
28077,Med10,300,315.3333,655.3333,1946.21,1664.86,1414.75,3439.98,2478.66,2042.76
28078,Prl5a1,0,0,0,8.34,2.33,4.77,5.8,7.9,1.56
28080,Atp5o,11314.3333,11422.3333,4398,3750.275,3019.335,2010.18,2036.58,2833.27,2788.725
28081,Fam104a,700.3333,657,845.6667,533.515,591.3025,590.51,642.7175,590.51,487.7325
28084,Vps25,1876.6667,1864.6667,1991.3333,1221.4067,853.48,712.9867,638.8933,987.2033,1118.0833
28105,Trim36,24,25.6667,161,44.68,36.34,35.78,36.72,58.595,33.59
28106,D17Wsu104e,893.3333,787,1083,344.4233,332.87,355.9033,387.4267,418.4733,422.4433
28109,D10Wsu102e,316.6667,269.6667,1183.6667,476.505,312.97,249.6,330.555,183.24,270.805
28113,Tinf2,376,381.3333,771,93.57,94.585,80.735,136.775,91.815,132.59
28114,Nsun2,1193,1090.3333,2444.6667,1438.97,1816.97,1455.13,1483.86,891.33,1622.37
28126,Nop16,544.6667,539.3333,620.3333,502.25,339.63,308.955,381.605,369.245,346.505
28135,Cep63,869.6667,817,921.3333,182.03,111.785,155.755,114.04,94.065,134.47
28146,Serp1,4917,4086.3333,7367.3333,2700.81,2623.3,2520.265,2059.79,2020.625,2746.22
28169,Agpat3,9840.6667,9927.3333,4847,531.0325,366.4825,331.8375,268.7975,369.8475,443.965
28185,Tomm70a,2907.6667,2748,3134.6667,914.352,879.872,735.62,859.668,603.586,791.43
28193,Reep3,2523,2530.6667,3180.6667,813.1333,731.5317,811.0683,947.9017,674.6367,940.725
28194,Apon,3,4.6667,4.3333,24.64,20.18,14.47,32.46,27.1,28.04
28199,Dcaf11,2903.6667,2839.6667,2998.6667,609.775,319.96,351.415,289.81,318.04,535.18
28200,Dhrs4,2539.3333,2469.6667,1499.6667,180.33,85.835,57.905,118.865,68.365,135.755
28240,Trpm2,9.6667,10,455.3333,89.235,70.55,80.67,67.36,86.35,79.78
28248,Slco1a1,1.3333,2.3333,0,19.1,22.92,13.52,16.505,28.95,29.885
28250,Slco1a4,0.33333,1.3333,3.3333,9.03,16.92,1.75,10.05,5.3,6.25
28253,Slco1b2,0,0,0,15.7175,17.8025,12.41,15.0475,16.0175,16.21
28254,Slco1a6,0.33333,0,0,11.38,20.47,13.9,19.81,8.62,7.04
28295,D10Jhu81e,8059.6667,8227,2984,2622.83,2261.74,1521.55,1016.27,1648.66,2119.2
29805,Znhit2,308,276.6667,435.6667,390.29,353.23,448.94,449.29,413.82,518.33
29806,Limd1,2450.6667,2293.6667,3400,904.45,1026.22,2282.68,597.8,652.5,773.76
29807,Tpk1,169.3333,157.6667,310,92.02,114.05,72.115,64.26,70.76,73.905
29808,Mga,1586.6667,1554,3836,120.898,117.76,133.848,134.41,72.218,130.546
29809,Rabgap1l,695,742.3333,2388,133.96,153.978,118.69,114.446,104.456,193.578
29810,Bag3,932.6667,828.6667,914,2074.01,1911.1,2838.61,1790.52,2552.37,2005.49
29811,Ndrg2,9820.6667,9805.3333,4431.6667,640.25,567.86,460.1,217.76,323.19,580.3
29812,Ndrg3,4160,4102,2916,272.645,321.375,349.72,222.765,228.245,351.735
29813,Zfp385a,320.6667,237.3333,1023.3333,358.74,462.3,536.72,246.28,606.55,203
29815,Bcar3,345,250.6667,2339.3333,159.23,219.08,123.89,80.895,141.28,190.7
29816,Hip1r,473.3333,464.6667,2121.6667,68.1367,59.1667,60.5967,53.19,92.3767,69.2267
29817,Igfbp7,2179.3333,1629.3333,7351,5590.4933,4595.6833,6267.7833,5501.36,4891.33,5649.6633
29818,Hspb7,124,66.3333,41,186.8567,115.15,236.38,26.7733,58.9033,35.02
29819,Stau2,1105.3333,1212.6667,444.3333,103.3567,171.2233,143.1767,120.7233,122.89,116.5867
29820,Tnfrsf19,14,9.6667,60.3333,22.3567,16.6367,21.2533,14.39,23.9567,15.6467
29845,Olfr155,0,0,0,6.95,7.97,4.98,4.94,15.18,4.51
29846,Olfr156,0,0,0,8.2,5.38,6.45,6.85,7.19,16.09
29849,Olfr159,0,0,0,6.29,1.92,6.44,12.45,3.24,20.47
29856,Smtn,682.6667,820.6667,947,176.09,223.54,522.13,117.15,371.09,321.02
29857,Mapk12,306.6667,325,457.3333,51.775,36.08,40.145,39.615,41.83,43.425
29858,Pmm1,2081,2177.3333,1202,1188.915,926.245,1476.565,555.965,859.265,559.185
29859,Sult4a1,0.66667,0.33333,2,12.51,22.095,18.215,18.84,25.4,16.595
29861,Dpf1,5.3333,6,3.6667,49.805,49.67,69.255,32.35,26.97,60.665
29862,Ninj2,2.3333,0,4,23.31,28.15,11.01,17.69,17.98,14.63
29863,Pde7b,648.3333,604,544,222.0867,85.1,47.2333,124.8,120.5533,243.5867
29864,Rnf11,4196.3333,4066,4047.3333,1575.1575,1521.6175,1536.395,614.57,1128.05,1187.8825
29865,Cabp5,0,0,0.33333,6.39,5.075,4.43,2.4,4.85,3.435
29866,Cabp2,0,0.33333,0.33333,1,1,1.02,1,1,3.97
29867,Cabp1,13.6667,11.3333,20.6667,7.36,5.26,2.78,16.63,16.07,12.51
29869,Ulk2,1845.6667,1690.6667,2859,260.845,271.2125,342.4925,221.535,193.12,170.835
29870,Gtse1,6.6667,8.3333,95.6667,146.65,79.84,109.06,131.21,79.53,153.48
29871,Scmh1,381.3333,359,625,76.2833,51.93,73.6367,101.5,78.17,40.9167
29873,Cspg5,167,58.3333,12.6667,44.16,33.89,32.24,41.28,29.82,46.33
29875,Iqgap1,2813.3333,2230,9966.3333,1090.0057,1013.5543,2032.1386,968.1557,727.12,1140.2129
29876,Clic4,7508,7323.6667,10130.3333,2278.19,1849.88,2982.9133,1306.2,1046.4567,1183.55
29877,Hdgfrp3,159.6667,169.6667,566.6667,151.9267,136.08,109.6767,87.8067,64.6233,130.52
30044,Opn4,0.33333,0.33333,0.66667,31.415,34.625,72.905,31.04,51.74,34.415
30045,Dnajc12,167,157.6667,105.3333,139.46,191.78,132.87,72.25,76.36,133.23
30046,Zfp292,774,821,2882.3333,211.1467,200.6217,248.1883,347.8233,109.23,281.26
30049,Scd3,166.6667,151.6667,91.6667,101.875,88.45,79.815,60.145,90.155,119.62
30050,Fbxw2,2030.3333,1989.6667,2687.6667,200.3129,199.5086,234.25,227.4086,204.0586,247.6986
30051,Spdef,26,2.3333,2.3333,19.97,15.92,19.64,7.32,10.13,10.69
30052,Pcsk1n,0,0,1.3333,27.26,63.83,31.78,31.69,75.41,44.66
30053,Reg3d,0,0,0,27.49,31.95,23.89,18.83,18.21,18.3
30054,Rnf17,4.6667,2.6667,12.3333,12.65,8.605,14.1525,14.3775,9.5925,13.6925
30055,Timm13,2637,2833.3333,1423.6667,2075.48,1868.12,1419.59,1667.27,2575.46,2114.2
30056,Timm9,886.6667,901,445,527.965,283.045,317.78,340.94,294.43,327.68
30057,Timm8b,1066.3333,1070.3333,688.3333,1541.65,2558.8,1298.28,1690.16,3113.43,3519.23
30058,Timm8a1,146.3333,148,89.3333,1326.635,1458.67,791.755,1254.66,1565.15,1411.175
30059,Timm10,817.6667,825,321.6667,2126.71,1212.84,1128.81,1962.62,1813.64,1894.54
30060,Mfi2,0.33333,0,0,62.92,69.08,67.67,61.1,84.34,84.37
30785,Cttnbp2,20,17.6667,59.3333,9.12,14.475,15.055,12.275,19.02,20.095
30791,Slc39a1,1967,1847.3333,3072.3333,2060.99,1353.06,1391.79,2177.1,1354.95,2156.01
30794,Pdlim4,38.6667,29.3333,394.3333,789.43,715.43,934.54,63.61,402.19,453.04
30795,Fkbp3,721.6667,696,885,1356.66,1605.17,1243.88,2050.405,1602.52,1480.795
30800,Mmp20,0,0,0.33333,40.55,33.3,13.71,21.18,23.24,24.5
30805,Slc22a4,318.6667,228.6667,917,216.32,304.69,263.4,231.04,277.74,139.95
30806,Adamts8,2,3.3333,33.3333,11.93,8.65,12.99,8.22,22.6,32.12
30838,Fbxw4,745.3333,737.6667,798.3333,432.12,366.29,533.7,303.94,437.74,433.95
30839,Fbxw5,2058.6667,1971,1740.6667,176.16,230.88,231.42,221.14,326.3,212.81
30840,Fbxl6,563.3333,593.3333,924.6667,231,106.91,209.28,277.94,211.18,282.68
30841,Kdm2b,293.6667,305.6667,999.3333,352.305,296.475,296.72,688.115,324.415,372
30843,Fbxl12,222,269.3333,682.3333,230.74,341.58,391.82,199.08,259.02,243.19
30853,Mlf2,5652.3333,5501.6667,4234.3333,685.25,391.72,626.13,675.61,834.41,600.98
30877,Gnl3,774,753,1179.3333,3692.35,2514.35,3226.32,3058.51,2280.95,2341.37
30878,Apln,210.6667,226.3333,272,2515.48,2690.38,1742.92,734.56,1252.44,2294.42
30923,Foxe3,0.33333,0,0,1,1,2.22,1,1,4.34
30924,Angptl3,60,45,34.3333,2.28,3.45,4.54,9.94,8.97,7.92
30925,Slamf6,3,4,1155.6667,35.86,30.79,24.1933,27.07,28.7033,20.1467
30926,Glrx3,148.3333,151.3333,131.3333,1574.394,1406.876,1476.248,1153.142,1095.362,1275.118
30927,Snai3,6.3333,5.6667,56,21.99,20.255,24.275,16.175,23.54,14.29
30928,Zbtb18,779.6667,729.3333,2089.3333,587.04,712.15,888.97,656.18,388.1,723.63
30930,Vps26a,1912.3333,1822.6667,2631.6667,2128.55,1692.04,1792.65,2185.62,1333.01,1703.21
30931,Tor1a,449,442.3333,845.6667,298.72,383.17,474.5,424.24,372.04,416.76
30932,Zfp330,589.3333,612.3333,981.6667,1972.88,1962.21,2662.43,1952.4,1468.24,1528.08
30933,Tor2a,790.6667,674,900.3333,183.02,242.735,193.635,222.605,180.565,252.115
30934,Tor1b,913.6667,823.3333,1677.6667,231.7967,209.55,314.97,317.28,207.25,340.8367
30935,Tor3a,372.3333,353,1871.6667,634.0133,370.1067,569.99,626.21,382.6867,502.9267
30936,Slc46a2,0,0,0,11.18,32.98,21.825,10.71,24.67,6.545
30937,Lmcd1,216.3333,205.6667,220.3333,53.9,1495.37,1008.09,36.37,46.65,9.49
30938,Fgd3,30.6667,24,1323.6667,51.34,42.86,37.53,52.3467,60.8867,43.7933
30939,Pttg1,1349,1437.3333,816.6667,259.6867,183.35,225.82,266.4133,346.79,238.51
30940,Usp25,2398.6667,2307,3751.3333,482.69,355.045,460.905,321.92,164.75,320.24
30941,Usp21,543.6667,591,841.6667,195.23,245.25,196.13,214.86,263.69,256.1
30942,Hnf4g,0,0,0.66667,19.7233,16.0233,24.46,28.8,23.8967,30.3467
30943,Prss30,2,0.66667,40.6667,14.12,9.77,7.09,10.43,10.19,1
30944,Zfp354c,108,98.6667,311.6667,53.32,79.215,58.635,76.095,46.775,92.39
30945,Rnf19a,898.3333,876.6667,1925.6667,861.955,975.81,1145.265,801.055,488.975,1329.15
30946,Abt1,290.3333,243,451,577.67,502.9,514.62,452.22,360.19,399.54
30947,Adat1,101.3333,91.3333,201,24.6533,30.6933,18.6733,21.97,24.23,18.67
30948,Bin1,812.6667,513,3004.6667,317.2167,65.5267,281.0067,436.9833,212.3867,257.76
30949,Lcmt1,606.6667,587.3333,629,376.06,358.69,459.93,429.55,395.17,487.29
30951,Cbx8,250.6667,180.6667,289,64.775,92.615,82.06,103.985,83.73,97.255
30952,Cngb3,0.33333,0.33333,7.3333,70.26,38.28,37.93,37.57,57.61,56.65
30953,Schip1,1.3333,0.33333,1,47.57,42.995,54.675,48.51,37.575,26.965
30954,Siva1,518,555.3333,359,973.525,898.25,710.6225,749.935,603.3225,857.3025
30955,Pik3cg,64.6667,46,1763,9.04,9.055,10.045,8.975,8.3,3.635
30956,Aass,36.3333,1.6667,8.3333,153.42,151.87,40.48,42.45,120.19,175.42
30957,Mapk8ip3,1860.3333,2196,2683.6667,133.5367,134.5633,301.6567,139.7,177.9533,149.0367
30959,Ddx25,0.33333,0,20.6667,39.28,17.96,9.6,16.95,26.93,20.73
30960,Vapa,1540.6667,1512.3333,1964.3333,3977.9233,3528.29,4954.35,5142.11,2756.43,4530.86
30962,Slc7a9,0,0,0,55.34,44.87,32.78,33.82,50.41,43.47
30963,Ptpla,378.3333,356,297,2408.625,2169.38,1814.37,1561.035,2342.795,3289.15
50490,Nox4,27,24,110.3333,31.91,43.67,37.47,35.18,33.12,19.395
50492,Thop1,294.3333,260,411.6667,103.05,43.485,98.515,105.225,87.91,98.67
50493,Txnrd1,2838,2740,2773.3333,1947.56,1800.5967,1940.9233,2748.99,2080.93,1246.5033
50496,E2f6,868,880.6667,767,293.515,162.06,256.415,364.76,119.54,187.94
50497,Hspa14,787.6667,780,1544,277.5167,304.25,294.3233,217.24,237.0467,396.53
50498,Ebi3,8.6667,8,161,7.71,2.75,3.34,5.19,6.19,3.1
50500,Ttpa,139,74.6667,113.6667,136.56,56.33,49.13,54.71,35.18,49.6
50501,Prok2,0,0,1.6667,11.9467,13.4667,15.4333,7.67,16.6133,11.38
50505,Ercc4,324.3333,298,834.3333,126.9325,73.115,121.3675,89.6175,120.8125,103.045
50518,a,0.33333,0,2.6667,27.06,74.39,41.71,33.51,24.14,33.35
50523,Lats2,1292.3333,1373.6667,2400.6667,210.8514,176.9386,163.8,186.9357,117.48,152.7471
50524,Sall2,78.3333,77.3333,259,382.44,386.32,484.95,344.74,304.15,277.53
50525,Spag6,1,1,0.33333,9.49,15.73,18.37,5.63,21.58,5.8
50527,Ero1l,767,684,910.6667,8284.6,6208.6567,8981.2633,6698.2733,4656.39,5994.7967
50528,Tmprss2,67.6667,2.3333,3.3333,31.6025,22.4975,28.8875,36.19,30.3175,28.99
50529,Mrps7,2405,2287.6667,1654.6667,1025.78,745.08,642.21,800.9,750.86,813.42
50530,Mfap5,335.6667,139.6667,629.6667,4339.85,2456.025,5635.345,2425.195,3281.41,1738.935
50540,Igbp1b,0,0,0,1,1,1,1,1.71,1.32
50701,Elane,6,10,57,49.1,28.72,26.66,25.91,39.75,36.33
50702,Cfhr1,0,0,0,6.8,3.63,5.67,12.54,3.57,4.03
50706,Postn,2971,2596.3333,4699.3333,1863.13,3206.58,1991.6,7884.44,2989.28,7453.08
50708,Hist1h1c,845,823.3333,1119.6667,5343.3433,4545.5033,7968.0333,2616.71,4261.27,4727.15
50709,Hist1h1e,31,24,107.6667,2.87,7.48,11.58,6.67,1.86,3.33
50720,Sacs,42,52.6667,125.6667,72.4433,72.72,52.21,58.75,37.6967,82.67
50721,Sirt6,186,191,383,185,155.86,192.55,143.96,191.11,191.13
50722,Dkkl1,1.6667,1.3333,30,1.12,1.96,3.95,1,1.12,5.11
50723,Icosl,110,107,3414.6667,108.14,79.825,143.73,62.935,80.52,174.665
50724,Sap30l,683.6667,735,556.6667,980.15,1119.6,1141.42,1617.92,1641.34,830.01
50753,Fbxo8,1234.6667,1217,1068,717.86,717.44,710.76,545.78,467.52,871.13
50754,Fbxw7,312,280.3333,692.6667,219.765,147.49,203.735,317.04,127.285,195.975
50755,Fbxo18,3600.3333,3631.3333,3177.6667,477.02,655.91,825.65,383.62,419.88,816.3
50757,Fbxw14,0,0,0,7.215,15.955,8.44,9.96,5.025,4.03
50758,Fbxl17,974.6667,950.3333,1473,243.975,294.165,323.845,234.625,229.48,261.1
50759,Fbxo16,0.33333,0.33333,0.66667,16.01,7.74,5.9,11.97,10.56,3.46
50760,Fbxo17,52.3333,58.6667,85,75.05,109.18,188.51,96.57,90.38,48.34
50762,Fbxo6,587,543,737.6667,228.54,193.915,261.84,145.56,213.265,150.835
50764,Fbxo15,0,0,1,20.72,22.24,24.86,28.72,30.54,16.41
50765,Tfr2,11.6667,48,38.6667,43.115,46.94,50.31,36.57,39.215,34.21
50766,Crim1,833.3333,763.6667,2016.3333,53.76,31.5,79.545,60.87,11.185,58.385
50767,Pnpla6,846.6667,877,1191,193.54,145.53,169.21,97.12,211.58,128.67
50768,Dlc1,5146.3333,4727,8491.6667,761.57,697.085,798.8025,488.9675,582.87,986.8575
50769,Atp8a2,5.6667,3,26,12.4267,10.4033,13.26,12.5033,20.6267,22.5633
50770,Atp11a,1141.6667,878,2988,455.365,563.17,588.525,312.22,491.3,500.38
50771,Atp9b,1116.3333,1069.3333,2219,224.93,155.1967,211.5167,188.7967,181.3933,203.8033
50772,Mapk6,1164,905.6667,3049.3333,650.0125,655.8375,1231.155,502.12,477.495,787.9725
50773,Nt5c,197.6667,190.3333,1079,473.42,393.63,288.54,511.55,639.75,544.77
50774,Krtap5-1,0,0,0,7.735,1.155,4.975,14.91,1.97,7.315
50775,Krtap5-4,0,0,0,11.44,25.4,21.17,9.15,40.26,28.73
50776,Polg2,107,106.3333,202,188.86,373.6,310.42,219.1,201.08,208.13
50778,Rgs1,5.6667,3.6667,410,9.57,18.52,13.49,21.2,9.66,5.4
50779,Rgs6,16.6667,19.3333,21.6667,3.515,3.805,3.37,7.595,4.13,4.355
50780,Rgs3,2065.6667,2027.6667,2282.3333,135.9,60.7025,175.3,91.8975,108.33,45.3625
50781,Dkk3,20.3333,19,161,267.815,106.11,309.965,462.655,393.685,499.61
50782,Rgs11,17.3333,16.6667,91.3333,51.65,35.55,78.99,14.4,19.26,18.91
50783,Lsm4,1310.3333,1396,1404.6667,700.55,428.12,412.15,811.87,787.64,814.08
50784,Ppap2c,200,198.3333,293,350.71,328.415,418.98,282.38,413.605,193.165
50785,Hs6st1,942.6667,985.3333,1258,253.81,412.22,602.23,779.98,352.7,299.62
50786,Hs6st2,7.6667,6.6667,10,184.55,136.1575,131.9925,52.0925,22.985,20.1725
50787,Hs6st3,0,0,1.6667,2.54,1.8,1.49,10.72,1,3.29
50788,Fbxl8,111.6667,117,258,36.02,87.32,96.41,56.89,79.74,45.07
50789,Fbxl3,1683,1743.6667,2719.6667,236.5833,157.0633,154.6833,119.8267,47.2133,100.2633
50790,Acsl4,1133.6667,851.3333,1577.3333,3964.7933,2540.6533,3000.6267,3178.4033,2177.36,3496.36
50791,Magi2,45,44.6667,110.6667,73.575,68.585,90.23,62.145,57.945,65.305
50793,Orc3,1428.3333,1386,1957.3333,204.5233,254.07,194.8633,312.22,174.49,302.6333
50794,Klf13,3271.3333,3033.3333,5058.6667,561.34,640.0833,1233.4933,291.7633,514.2833,636.21
50795,Sh3bgr,233.3333,95.3333,22.6667,17.2067,10.1233,11.74,16.35,18.9367,11.55
50796,Dmrt1,0,0,0,26.88,2.61,14.84,15.53,18.71,15.99
50797,Copb2,3215.6667,2856,4455.3333,1303.07,1475.24,1584.94,1144.005,1202.825,1682.795
50798,Gne,951.3333,816,1444,145.02,156.365,133.62,144.795,216.74,152.885
50799,Slc25a13,10.6667,8.6667,85.6667,45.68,33.87,27.81,22.31,22.32,37.38
50849,Rnf10,5848.3333,5800.6667,5909.6667,250.5767,267.8867,319.8067,463.3267,330.1233,236.4567
50850,Spast,958,978.6667,1227,271.585,344.22,352.41,390.445,217.855,323.715
50868,Keap1,1736.6667,1556,2167,196.805,207.555,204.685,268.265,198.725,285.465
50873,Park2,201.3333,193.6667,125,35.7367,35.1733,38.1233,22.03,25.29,29.1133
50874,Tmod4,165,53.3333,24.6667,36.82,29,36.57,32.21,47.41,18.44
50875,Tmod3,1731.6667,1575.3333,4430.6667,413.392,233.974,396.754,339.034,184.9,484.136
50876,Tmod2,201.6667,176,538.3333,10.02,9.51,14.0167,12.9567,11.5917,18.31
50877,Neu3,45.3333,60,190,18.9,19.36,30.85,18.8,14.17,14.56
50878,Stag3,1.6667,1.6667,26.6667,9.38,10.15,30.02,22.05,33.18,32.04
50880,Scly,333.6667,312,742.3333,59.36,88.84,68.165,87.12,82.68,85.13
50883,Chek2,186.6667,192.3333,325.3333,51.35,76.02,73.57,80.17,69.86,50.83
50884,Nckap1,4214.3333,3970.3333,3873.6667,3219.72,3558.95,4491.96,5074.89,3217.95,4290.16
50887,Hmgn5,977.6667,948.6667,895.6667,622.12,487.2,264.51,320.82,372.84,406.33
