Entrez_ID,Gene,scBAT_counts,iBAT_counts,WAT_counts,BAT1_int_Wu,BAT2_int_Wu,BAT3_int_Wu,beige1_int_Wu,beige2_int_Wu,beige3_int_Wu
11287,Pzp,2.3333,3.6667,1,1.73,11.52,7.26,4.38,1.16,10.63
11298,Aanat,0.66667,1.3333,1.3333,11.52,8.23,1,7.54,5.81,5.14
11302,Aatk,461,348,716.3333,29.31,13.57,21.5,37.96,22.4,28.54
11303,Abca1,6511.3333,4455,10540.6667,924.8833,638.94,750.9133,739.7733,479.3433,1505.9733
11304,Abca4,12,8,19.6667,20.62,11.1,11.66,8.23,29.62,9.65
11305,Abca2,3553.6667,3734,3423.3333,45.61,34.98,38.34,24.03,36.72,40.68
11306,Abcb7,906.3333,820.6667,1280,149.72,119.31,70.71,109.82,91.9767,141.9
11307,Abcg1,354,285,2809.3333,172.065,438.355,505.72,141.46,145.83,272.655
11308,Abi1,1042,982,3041.3333,746.745,1118.69,1077.0075,822.28,682.245,878.7075
11350,Abl1,1437,1396.6667,2962.3333,291.56,323.2667,563.2733,439.9733,419.3733,350.51
11352,Abl2,729.3333,770,1882,269.8333,245.7367,273.0267,295.9767,159.4667,173.2433
11354,Scgb1b27,1551,42.3333,2,2.69,4.83,2.37,1.85,7.1,4.17
11363,Acadl,37778.6667,38401.6667,9527.3333,1696.155,2120.39,1402.485,1511.44,1071.505,1523.8
11364,Acadm,31336,32345,9465,5398.61,4591.46,1681.87,2500.04,1876.18,4790.85
11370,Acadvl,44419,45729.6667,8681.3333,2972.77,1395.36,1587.07,1594.92,2021.19,1880.08
11409,Acads,10341.6667,10970,3927.6667,269.03,176.18,147.32,281.71,289.23,284.67
11416,Slc33a1,1208.6667,1093.6667,1212.6667,589.03,464.3,369.35,317.24,262.98,541.2
11418,Asic2,0,0,12,8.48,9.99,1.93,13,27.16,16.02
11419,Asic1,267.6667,280.3333,292,10.21,5.21,4.39,13.27,3.58,4.17
11421,Ace,1015.3333,619,2699,203.985,171.03,101.67,111.99,142.055,138.285
11423,Ache,29,16.6667,49.3333,50.49,35.11,52.96,23.19,53.24,80.15
11425,Apoc4,1.3333,1.6667,7,132.74,351.85,95.49,131.84,102.55,163.27
11426,Macf1,9837.3333,10215,25071.3333,790.6833,510.7733,636.96,567.5867,489.8833,414.57
11428,Aco1,8222,6944,7286.3333,1329.6533,1135.3233,678.73,1443.13,944.8433,1475.61
11429,Aco2,94832.3333,93875.6667,17043.3333,5369.09,3350.635,2508.31,3011.18,2725.125,4727
11430,Acox1,19101,15456.6667,17579,2256.4367,1638.8667,1492.26,1341.8567,1371.5733,2467.8333
11431,Acp1,1260.3333,1180.6667,1213,1012.8433,790.2767,1181.1083,1002.4117,648.42,1167.2167
11432,Acp2,1047.6667,877.3333,1773,165.2367,307.2467,225.6267,210.0133,214.8767,269.5933
11433,Acp5,4184.3333,3341.3333,10970.3333,108.62,104.14,69.45,35.66,54.55,186.46
11434,Acr,11,12.6667,9.6667,17.26,16.02,8.96,9.9,10.61,3.9
11435,Chrna1,7.6667,3.6667,2.3333,34.15,21.87,7.57,21.87,32.32,35.46
11438,Chrna4,0.33333,0.33333,1.3333,27.8233,35.71,23.9933,23.15,34.9867,30.11
11440,Chrna6,0,0,0,22.02,25.465,20.955,33.245,29.815,23.125
11441,Chrna7,0,0.66667,0.66667,36.71,25.415,24.62,27.805,44.265,27.615
11443,Chrnb1,112.3333,127,258.3333,27.56,19.18,30.53,10.86,15.24,14.55
11444,Chrnb2,245.6667,232.6667,144,36.41,34.9267,38.53,32.59,45.96,40.17
11447,Chrnd,1.3333,0,0,1,2.35,10,11.33,1.03,8.39
11448,Chrne,3.3333,3.6667,7.6667,1.14,4.24,6,3.73,8.99,6.17
11449,Chrng,0,0,0,3.24,5.82,2.5333,2.4033,2.0467,2.9667
11450,Adipoq,19125,17605.3333,32648.6667,15526.33,12126.44,6459.2,11626.39,12720.17,17857.89
11451,Acrv1,0.33333,0,0,19.8,17.52,12.22,20.54,14.18,10.75
11459,Acta1,7958.3333,2582.6667,539.6667,12.66,17.72,18.47,24.6,22.85,8.14
11461,Actb,8731,7418,35626,11950.825,8458.43,10468.55,13133.09,8268.33,11432.655
11464,Actc1,239.3333,33,10.6667,9.87,11.47,10.92,5.25,6.96,8.07
11465,Actg1,2785,2205.3333,8129.6667,13783.22,13423.97,13473.29,13330.99,10180.69,13185.01
11468,Actg2,11,18.3333,35.6667,87.3,5.27,5.08,4.61,2.82,9.14
11470,Actl7a,0.33333,0,0.33333,4.28,4.69,5.11,1.18,16.87,5.42
11471,Actl7b,0,0,0.66667,33.53,8.97,32.18,16.26,16.58,18.6
11472,Actn2,267.6667,113.6667,55.6667,14.77,6.95,16.49,20.42,26.56,18.78
11474,Actn3,2323.6667,617,60.3333,78.1,22.95,41.58,48.66,34.89,81.03
11475,Acta2,770.6667,815.6667,1268.6667,1012.5467,613.45,617.2,1508.9333,608.1733,1951.0167
11477,Acvr1,466.6667,366.6667,1075.6667,188.58,265.2833,313.7667,201.0967,176.25,233.37
11479,Acvr1b,250.6667,170.3333,1450.6667,465.185,629.545,578.85,251.82,543.195,627.565
11480,Acvr2a,576.6667,613,807.3333,221.325,202.42,297.195,214.225,142.995,214.895
11481,Acvr2b,97.3333,101.3333,69.6667,17.8133,21.29,27.2133,15.1367,13.2567,18.0233
11482,Acvrl1,556.6667,509.6667,1406.6667,41.7,21.09,65.34,20.81,34.065,20.665
11484,Aspa,1644,1837.6667,905,370.02,186.27,93.7,153.63,246.07,356.8
11486,Ada,26.6667,26,170.3333,51.63,54.45,70.8,51.76,62.5,55.33
11487,Adam10,1191.6667,1103,3712.3333,438.375,284.79,394.1475,349.7775,286.1025,422.4
11488,Adam11,126.3333,127,515.6667,58.1,53.28,53.015,48.105,50.105,52.08
11489,Adam12,1474.3333,1800,1401,376.11,378.005,393.405,333.61,437.6,464.31
11490,Adam15,1549.6667,1486,3271.3333,342.295,312.7725,415.0525,290.1125,374.89,336.3525
11491,Adam17,1170.6667,1116.6667,2633.6667,511.2267,323.7033,424.1467,385.1533,238.2433,374.1733
11492,Adam19,194,170,1780.6667,451.73,467.28,879.11,348.245,347.54,204.6
11495,Adam2,3.6667,3,2.6667,20.74,27.96,12.16,20.48,18.75,13.27
11496,Adam22,88,90,186.6667,51.315,56.125,57.14,51.175,48.025,52.71
11497,Adam3,1,2.6667,24.6667,3.12,71.67,13.12,38.93,8.21,2.29
11498,Adam4,5,4,14.3333,52.05,78.39,59.99,57.2,65.44,53.72
11499,Adam5,5.3333,1.3333,19,37.22,31.65,32.53,38.66,40.47,29.64
11500,Adam7,0,0,0,40.6,18.78,12.61,47.5,17.41,6.05
11501,Adam8,26.6667,28.3333,605.3333,116.28,82.32,83.6,236.14,50.96,114.03
11502,Adam9,2478.6667,2153,3360.3333,2365.15,3243.47,3283.7,2685.45,1910.34,3063.97
11504,Adamts1,502.3333,552.6667,813.3333,3341.44,1573.04,3881.56,1005.99,1303.64,1935.57
11512,Adcy6,9411.3333,9874.6667,6557.3333,238.77,223.25,283.63,378.27,374.88,302.1
11513,Adcy7,194.3333,159.3333,4673.6667,11.5733,30.6567,50.97,8.9233,29.8933,4.7167
11514,Adcy8,23,1.6667,0.66667,15.78,19.93,24.37,4.37,20.17,21.23
11515,Adcy9,1552,1482.3333,539.3333,116.73,107.6875,141.0575,76.0125,101.81,98.095
11516,Adcyap1,0,0,0,7.44,6.125,6.435,15.375,8.2,9.565
11517,Adcyap1r1,243.3333,241,970.3333,25.06,25.5833,57.2433,15.2833,22.98,18.5233
11518,Add1,2663.6667,2518.6667,6371.3333,688.73,605.46,760.4033,672.3167,767.4067,753.2833
11519,Add2,1,0,1.6667,20.954,23.724,22.142,28.446,41.08,21.962
11520,Plin2,11528.6667,9619.3333,7147,17752.41,12442.45,16594.6,12984.59,14838.26,16910.85
11522,Adh1,2865.6667,2759,3582.3333,1067.8,565.07,199.96,835.67,849.67,2061.48
11529,Adh7,15.6667,9.6667,53.6667,83.905,61.15,48.83,214.29,125.76,77.515
11532,Adh5,3045,3020.6667,3067,1618.925,2073.62,1448.335,1927.795,1362.69,1825.16
11534,Adk,2362.3333,2405.6667,1582,578.5583,491.8633,249.9933,437.6133,526.7933,511.55
11535,Adm,60.6667,57,183.6667,3703.21,4844.13,3399.08,4183.045,1722.18,4629.545
11536,Gpr182,151,164.6667,495.6667,17.32,25.39,32.73,22.64,35.29,27.09
11537,Cfd,18700.6667,17903,56821.3333,8571.39,8261.66,1011.6,7325.49,13895.52,15656.62
11538,Adnp,1613.3333,1518.3333,3279.6667,1564.3,1383.27,1804.52,2480.24,1102.94,1999.41
11539,Adora1,5075,4689.6667,3677,76.95,69.77,61.435,32.29,50.865,52.31
11540,Adora2a,265.6667,339.3333,838,128.32,84.045,89.295,99.575,118.73,121.195
11541,Adora2b,9.6667,6.3333,28,213.63,209.65,160.56,183.195,155.77,151.8625
11542,Adora3,3.6667,2.6667,26,25.705,22.045,29.535,15.59,29.26,25.2
11544,Adprh,614.3333,493,1372.6667,745.81,787.165,1201.74,750.495,798.205,881.01
11545,Parp1,2764,2443.6667,4347,209.7525,213.48,188.5075,207.9675,193.285,213.21
11546,Parp2,326.3333,328.6667,865.3333,303.98,301.95,388.54,242.65,173.66,336.66
11548,Adra1b,11.6667,6.6667,39.3333,5.69,7.21,14.27,7.34,1.44,6.45
11549,Adra1a,1829.6667,1896.3333,295,34.38,25.93,38.035,23.75,32.665,30.89
11551,Adra2a,4.3333,2.3333,105.6667,13.9167,8.49,45.4233,21.5767,25.6433,47.76
11552,Adra2b,19.3333,20.3333,9,14.24,6.655,14.71,14.35,14.125,18.285
11553,Adra2c,10.3333,11.3333,13,12.4925,8.4225,10.64,12.405,12.6125,4.1125
11554,Adrb1,563,590,167.6667,73.52,63.71,69.23,50.14,89.27,52.5
11555,Adrb2,467.3333,526.6667,685.6667,243.39,634.35,685.99,131.13,167.72,67.17
11556,Adrb3,4167.6667,3725.3333,8909.3333,121.195,151.66,91.05,64.885,174.66,283.18
11564,Adsl,860.6667,853.6667,1387.6667,418.61,389.17,293.82,485.11,244.32,348.03
11565,Adssl1,1599,1577,296,357.48,835.55,1099.55,410.76,336.84,287.15
11566,Adss,1241.6667,1210.3333,1917.3333,892.17,1003.68,889.51,1378.15,547.43,1112.64
11567,Avil,17.3333,22,14.6667,28.94,59.24,35.15,32.72,41.74,31.52
11568,Aebp1,567,220.3333,2302,3402.075,3987.715,6900.965,3670.645,4066.14,5045.67
11569,Aebp2,892.3333,854,2899.3333,688.892,665.13,620.086,717.59,487.836,505.448
11571,Crisp1,3861,123.3333,6,10.13,18.36,8.82,6.11,9.65,3.92
11572,Crisp3,75.3333,1.6667,57.3333,9.62,4.83,15.3,6.04,5.8,2.73
11576,Afp,0.66667,0.33333,91.6667,9.584,5.978,15.238,15.102,17.068,19.606
11593,Aga,715.6667,748.6667,839.6667,1814.16,1643.61,1362.09,2579.64,1716,2535.32
11595,Acan,7.3333,6,1.3333,23.35,21.69,21.49,18.2,37.39,16.12
11596,Ager,14.6667,14.6667,88.3333,37.23,39.44,43.585,48.76,48.01,61.15
11600,Angpt1,1066.6667,976,1027,125.285,179.8,85.885,106.865,81.915,250.62
11601,Angpt2,75.6667,73.3333,348,60.02,85.665,50.87,52.215,84.29,49.3
11602,Angpt4,3.3333,1.3333,15,53.895,118.735,398.55,181.75,72.94,123.665
11603,Agrn,1914.6667,2085.3333,1583,311.785,206.37,525.67,221.375,414.085,355.305
11604,Agrp,9.6667,13,23.6667,6.1,4.46,19.98,29.19,12.67,9.39
11605,Gla,105,81.6667,257.6667,360.34,268.7967,273.7633,521.5467,274.6167,348.6433
11606,Agt,344.3333,45.3333,773.6667,8332.04,5806.33,3225.74,2496.6,6646.84,7038.97
11607,Agtr1a,163.3333,161,295,25.13,22.8,75.69,30.73,143.39,45.09
11608,Agtr1b,0,0,0,13.59,10.61,9.86,8.22,9.31,4.03
11609,Agtr2,1.6667,1.6667,2,3.91,2.9,2.9,2.68,5.34,6.72
11610,Agtrap,497.3333,516.3333,937.3333,121.09,115.64,174.185,108.13,158.035,121.755
11611,Agxt,0.33333,0,0,32.06,47.58,39.47,39.07,52.83,29.49
11614,Nr0b1,0,0,0,16.53,1.78,1.63,21.64,7.54,7.96
11622,Ahr,436,415.3333,636.6667,432.93,411.47,364.155,668.46,247.05,382.575
11624,Ahrr,6.6667,6,50,3.05,2.57,5.11,7.42,4.04,17.87
11625,Ahsg,0.33333,0,1,12.24,15.1,11.54,18.02,15.16,9.83
11628,Aicda,0,0,29.6667,9.7,12.98,14.67,23.03,18.61,7.15
11629,Aif1,49.3333,43.6667,725.3333,12.92,25.41,9.55,8.15,14.56,17.23
11630,Aim1,335,337.3333,1910.3333,11.37,10.61,12.51,2.26,8.82,25.81
11632,Aip,1331,1328,2315.3333,703.65,855.12,793.52,893.25,866.78,952.97
11634,Aire,3,3.6667,47.3333,21.34,8.67,15.77,32.74,40.48,44.73
11636,Ak1,1463,1270.6667,252.3333,554.275,446.75,785.355,569.87,947.425,586.585
11637,Ak2,6976.6667,6851,8125.6667,1129.485,1024.065,852.04,612.375,1119.27,1143.885
11639,Ak4,80.3333,72,58,495.232,413.316,453.402,320.214,227.732,423.51
11640,Akap1,8789.3333,8510,2238,452.65,248.585,353.825,279.28,264.76,396.135
11641,Akap2,4541.6667,4798.6667,4387.3333,3072.75,2654.325,4394.49,3987.59,1761.71,3165.2
11642,Akap3,4.6667,2.3333,1,7.36,5.645,5.995,6.75,2.585,6.46
11643,Akap4,0,0,0,14.4167,14.3933,9.7567,17.3767,19.3167,17.3233
11647,Alpl,303.3333,325,133.6667,1118.85,250.91,479.68,106.79,138.95,79.62
11648,Akp3,0,0,0.66667,23.02,10.25,13.27,18.97,21.27,26.68
11650,Alppl2,0,0,0,16.985,22.515,20.475,16.84,9.81,29.575
11651,Akt1,3609.3333,3512.6667,4259.3333,431.8375,249.945,414.6825,761.2425,467.9575,454.3275
11652,Akt2,11894,11610.3333,10210,367.56,320.7,368.4267,218.3733,342.4567,311.37
11655,Alas1,12431,11177.6667,7975.6667,3443,1107.635,949.66,1064.19,2534.72,3946.675
11656,Alas2,653,477.3333,325.3333,15.53,11.53,9.18,12.74,3.14,6.6
11657,Alb,12.6667,0.66667,1094.3333,50.67,29.13,34.6,11.75,10.35,50.74
11658,Alcam,50,51,1232,243.898,113.286,112.796,38.956,67.342,126.598
11666,Abcd1,1308.6667,1185.3333,1702.6667,329.33,360.28,406.16,286.35,479.43,364.21
11668,Aldh1a1,315,213,2249.6667,3022.39,2717.45,3687.63,1535,1397.88,1748.09
11669,Aldh2,14761.6667,13120,15278.6667,568.112,432.186,383.462,723.48,827.514,605.838
11670,Aldh3a1,1.3333,0,55,24.31,18.25,28.99,11.94,22.02,12.86
11671,Aldh3a2,1061.3333,992,1797.3333,358.97,352.22,299.92,219.04,365.6,263.52
11674,Aldoa,51126.6667,46610.3333,21202.3333,14123.568,11045.374,13720.246,11681.604,9475.722,13577.672
11676,Aldoc,50.6667,59.3333,46.3333,73.145,129.6,132.34,10.095,18.855,8.785
11677,Akr1b3,0,0,0,1494.3567,964.6667,832.91,1147.2867,1268.6767,1046.5767
11682,Alk,0,0,6,24.81,19.51,17.92,14.47,22.97,14.28
11684,Alox12,64.6667,59,106,10.41,25.58,15.995,14.87,13.585,10.445
11685,Alox12e,0.66667,0,1,11.21,6.06,3.15,11.59,33.9,7.72
11686,Alox12b,0,0,0,6.39,1,1,4.76,4.24,1
11687,Alox15,0.66667,1.6667,13.6667,9.08,9.33,7.97,8.03,12.81,10.74
11688,Alox8,1,0.66667,13.3333,7.48,13.48,10.92,5.73,13.51,8.9
11689,Alox5,46.3333,21,108,78.19,76.29,74.85,50.73,58.01,82.48
11690,Alox5ap,123,73,761.6667,51.54,49.04,45.69,38.24,86.16,41.95
11692,Gfer,591.6667,564.6667,698,772.87,666.69,649.93,579.4,506.915,594.085
11694,Alx3,0.66667,0,6.6667,4.37,14.06,14.055,14.19,16.54,6.365
11695,Alx4,10.6667,4,6.6667,36.12,23.98,16.76,20.51,21.61,21.58
11698,Ambn,0,0,0,19.01,16.84,21.29,12.21,25.64,25.48
11699,Ambp,0,0.33333,0,5.88,3.74,5.86,16.15,6.09,1.73
11702,Amd1,0,0,0,1349.185,489.645,930.765,1137.79,489.04,715.825
11704,Amelx,0,0,0,36.435,41.16,45.3,36.23,32.925,37.04
11705,Amh,1.3333,3.3333,4.3333,41.33,53.18,57.69,36.66,34.86,42.7
11717,Ampd3,1445,1603.3333,817.3333,4665.98,6279.75,9383.78,6238.94,3361.61,2368.87
11720,Mat1a,0,0,0,10.02,2.64,5.48,18.69,13.82,10.67
11722,Amy1,54907.3333,7319.3333,8778.6667,166.36,88.6,43.03,74.075,49.35,127.665
11727,Ang,45.3333,18,87.6667,98.5533,64.5233,74.6733,104.0767,109.3167,137.1867
11730,Ang3,0,0,0,35.53,28.89,34.24,32.19,59.91,53.76
11731,Ang2,0,0,0.33333,149.9,31.02,24,35.08,31.87,44.89
11732,Ank,3784,3792.3333,1724.3333,871.72,941.95,847.52,771.47,887.15,815.34
11733,Ank1,143,64.3333,25.6667,68.15,56.3175,80.925,61.7525,92.4775,46.4625
11735,Ank3,162.3333,116,133.3333,187.3067,262.1017,288.1767,113.4633,108.0267,194.4267
11736,Ankfy1,1382,1203.3333,3632.3333,300.655,196.89,267.67,337.015,237.475,261
11737,Anp32a,2879.3333,2958.6667,4834,391.2633,359.1433,563.4767,375.39,391.2067,706.1567
11739,Slc25a4,9700.3333,9468,5527,3144.2575,3808.63,3248.585,5140.975,4920.01,4882.995
11740,Slc25a5,10525.3333,9963.3333,8643.3333,5153.3962,3911.6963,3288.0838,4240.5125,3917.2263,5282.6737
11744,Anxa11,1056.3333,1005,1781,400.88,723.95,443.46,495.83,886.9,345.61
11745,Anxa3,402.6667,278.3333,1562.6667,3406.16,2310.2,3118.49,4648.61,1922.05,1673.77
11746,Anxa4,1474,1370.6667,2006.6667,1051.7933,1253.61,1180.94,1236.2267,1095.5367,1140.9933
11747,Anxa5,8225.6667,7522.6667,7618,6677.42,5441.05,6818.26,6820.07,4854.72,6578.86
11749,Anxa6,8715.3333,7823,14386.3333,120.7825,132.5525,137.7725,160.7,189.2675,138.965
11750,Anxa7,2845.6667,2707.6667,3899.6667,916.75,905.2733,852.7367,818.7,785.3033,753.3533
11752,Anxa8,404.3333,318.3333,795.3333,495.19,785.085,538.765,130.4,351.725,254.315
11754,Aoc3,11165,8893.6667,23448.6667,2383.56,2857.36,1622.93,1054.55,1876.83,2251.72
11757,Prdx3,8979.6667,8853.3333,4094.6667,2304.68,2845.75,1762.19,2218.36,1569.34,3275.43
11758,Prdx6,5056.3333,5442,5425.6667,7106.395,5679.805,9346.875,6460.15,4791.095,6306.545
11761,Aox1,2905.6667,2589,2623.6667,768.35,645.16,510.9,630.54,646.42,1028.28
11764,Ap1b1,2231.6667,1965.6667,3157,230.86,242.47,255.67,276.91,322.67,293.06
11765,Ap1g1,2804.3333,2449,3758,328.6325,342.3725,418.095,225.7775,244.1725,242.39
11766,Ap1g2,689,739.3333,1369.3333,96.34,94.55,69.88,71.3,91.57,82.77
11767,Ap1m1,1353.3333,1290.6667,2125,829.705,1163.09,1157.81,393.81,880.49,558.855
11768,Ap1m2,33,1,47.6667,2.31,2.53,9.4,6.81,5.76,4.65
11769,Ap1s1,1701.6667,1526,1616.3333,912.73,461.71,652.32,1451.14,1048.78,1184.29
11770,Fabp4,43414.6667,41946,46410,11781.8025,10285.845,7615.9725,9216.8325,10110.6025,12012.0225
11771,Ap2a1,1430.6667,1421,1852.3333,130.07,149.93,181.83,121.04,141.87,112.26
11772,Ap2a2,2807.3333,2476.6667,3969,428.92,361.722,634.756,369.28,249.754,368.918
11773,Ap2m1,2143.3333,2093,3498.6667,2713.47,2926.9,3669.8,2966.57,2924.28,2519.37
11774,Ap3b1,994.3333,930.6667,2647,636.225,614.04,599.225,666.295,404.22,705.14
11775,Ap3b2,3.3333,3,21.3333,15.215,17.67,10.325,11.99,12.635,10.36
11776,Ap3d1,2683.6667,2377,4568.6667,778.64,564.245,995.005,796.64,569.26,605.375
11777,Ap3s1,2791.6667,2717,2572,5858.09,8845.3,8530.31,6763.21,7023.93,7702.52
11778,Ap3s2,889.6667,835,1288,136.5717,134.7833,126.35,124.555,181.5333,132.585
11781,Ap4m1,392,407.6667,599,62.36,59.55,68.44,121.69,99.56,77.17
11782,Ap4s1,857,841.6667,552,450.52,200.85,205.37,252.16,172.81,198.96
11783,Apaf1,194.3333,184.3333,1040.6667,287.59,274.715,383.615,343.6,199.16,225.73
11784,Apba2,4.3333,5.6667,6,1.14,7.7,1,1,2.24,1.29
11785,Apbb1,192.3333,184,208.6667,78.275,89.45,118.73,110.79,131.32,103.55
11787,Apbb2,469.6667,464.3333,965.3333,802.14,844.2067,1030.8067,1683.4233,973.5633,885.8
11789,Apc,1838,1744.6667,3829.6667,219.79,166.0125,196.97,198.3925,141.515,125.365
11790,Speg,277.6667,227,261,40.4525,44.6975,60.98,122.595,69.045,50.905
11792,Apex1,111.6667,80,251,1404.4867,934.0133,689.8267,1432.1133,921.13,1763.63
11793,Atg5,661.6667,675.3333,1185,331.2867,341.1,340.45,269.0333,177.5833,254.0533
11796,Birc3,304,310.6667,3302.3333,370.135,361.215,298.78,390.655,222.68,328.06
11797,Birc2,984.6667,979.3333,2931.6667,551.67,678.45,709.87,358.14,327.49,633.54
11798,Xiap,2587.6667,2654.3333,4455.3333,347.8629,294.5657,298.45,357.0329,226.2886,354.5929
11799,Birc5,12.3333,12.3333,188.3333,121.13,118.32,62.4,221.71,114.55,125.03
11800,Api5,2072,1957.3333,3321.6667,1138.944,1272.428,1755.948,1802.926,1257.87,1508.826
11801,Cd5l,0.66667,1.6667,194.6667,8.48,14.08,6.3,4.66,11.83,10.9
11803,Aplp1,47,42.6667,73.6667,109.12,323.285,468.39,211.33,530.915,148.115
11804,Aplp2,29260.6667,26711.6667,28738.6667,2072.98,1986.714,1960.556,1529.252,1635.386,2366.59
11806,Apoa1,1.3333,2,4,18.695,37.6475,20.1125,10.955,12.56,16.375
11807,Apoa2,17.3333,16,6,3.12,15.76,5.51,8.82,15.23,12.29
11808,Apoa4,0.66667,0.33333,8.3333,12.87,223.55,1036.745,13.43,17.255,7.17
11810,Apobec1,166.6667,137.6667,1166.3333,716.42,503.53,1258.92,853.48,623.58,443.51
11811,Apobec2,272,129.3333,37,14.98,13.33,14.27,11.585,36.925,12.63
11812,Apoc1,3453.6667,4345.6667,1475,569.14,773.18,391.89,428.28,174.95,1497.85
11813,Apoc2,11,8.3333,43.3333,81.8,96.52,92.66,66.27,82.73,84.33
11814,Apoc3,50.3333,36.6667,42.3333,819.44,1546.45,82.03,110.2,222.37,1339.88
11815,Apod,161.6667,71.3333,452,3133.31,72.57,73.865,445.965,158.19,3129.725
11816,Apoe,20500.3333,18404.6667,41863,1003.02,2666.74,3173.96,5047.23,384.43,8783.14
11818,Apoh,2,0.66667,0.66667,38.405,54.025,57.91,36.305,59.325,28.385
11819,Nr2f2,387.6667,341.6667,706.3333,175.6317,116.7267,343.0283,155.9317,106.4933,235.915
11820,App,2936.6667,3000,10963.3333,1515.0775,1830.3775,2767.21,863.7325,491.7675,1098.515
11821,Aprt,198,211.6667,621.3333,1154.605,1048.405,1488.995,1366.84,1909.82,1205.375
11826,Aqp1,11435.3333,12870.6667,11055.3333,136.15,94.32,569.77,148.45,1113.47,81.62
11827,Aqp2,3,4.3333,2.6667,14.8,17.63,22.1,29.68,10.04,3.61
11828,Aqp3,0.33333,0.33333,94.6667,8.6925,7.0675,9.3775,11.08,11.375,11.6875
11829,Aqp4,44.3333,19.6667,8.6667,13.6967,14.75,20.0567,16.06,22.74,17.57
11830,Aqp5,248,6.6667,0.33333,35.74,15.3,21.6,14.77,22.4,12.42
11831,Aqp6,0,0,0,24.605,27.7625,19.4375,27.015,39.6475,27.7625
11832,Aqp7,4254.3333,4997,3446.3333,146.765,53.5,35.58,50.61,39.66,36.55
11833,Aqp8,0,0,0,69.31,75.86,48.86,39.25,111.52,77.7
11834,Aqr,1192.3333,1024.6667,2479.6667,166.996,142.894,197.502,201.394,151.686,210.286
11835,Ar,33,27.3333,445.3333,27.5667,23.2733,21.5567,18.1967,23.51,16.6667
11836,Araf,1683.3333,1695.6667,2486.6667,152.16,124.09,162.346,115.652,105.346,140.93
11837,Rplp0,9600,9393.3333,22558.3333,13991.83,13095.54,15348.27,15152.66,13707.95,14042.42
11838,Arc,76.3333,90.6667,372,737.81,630.69,1693.34,1295.72,1801.83,142.98
11839,Areg,0,0,2.6667,237.72,1186,1067.49,1274.45,1868.87,378.86
11840,Arf1,6251.6667,5894,7636,4351.7,3484.76,4872.8567,4470.6767,3713.34,3830.1933
11841,Arf2,488.3333,469.6667,985.3333,170.53,129.3575,129.7875,137.27,93.175,127.1525
11842,Arf3,3283.3333,2704,5700,674.27,578.054,548.606,652.396,581.312,603.99
11843,Arf4,4776.3333,4576.6667,4918.6667,3244.6425,3040.8275,2927.875,2389.63,2651.3125,2239.705
11844,Arf5,1509.3333,1499,2306.6667,131.95,68.5,164.64,314.24,96.76,296.96
11845,Arf6,1674,1567.6667,4312.6667,1793.15,1590.6575,2285.945,2813.93,1635.2825,1702.7825
11846,Arg1,45.6667,3,10.6667,11.8,13.65,17.14,20.2,21.99,16.7
11847,Arg2,5.3333,3.3333,22.6667,36.58,20.6,89.81,22.665,21.865,21.22
11848,Rhoa,5956.6667,5822,9634.3333,4076.3067,3502.23,4496.91,2991.4467,2233.94,3794.1933
11852,Rhob,5964.3333,5325,4921,3464.23,4324.27,9120.95,3349.13,4273.18,3046.09
11853,Rhoc,673,675.3333,1142,1215.355,1125.88,1834.915,2298.515,1773.89,1266.89
11854,Rhod,32.3333,25,128,266.2,218.38,306.28,213.49,128.33,233.94
11855,Arhgap5,2761.6667,2645.3333,2581,249.205,92.995,164.51,237,25.015,208.305
11856,Arhgap6,59.3333,50.3333,192.3333,41.6967,42.4933,48.55,50.2067,31.9233,21.2433
11857,Arhgdib,281.6667,216,7984.3333,272.59,805.62,765.05,1106.4,644.61,232.56
11858,Rnd2,57,56.3333,69.3333,161.56,230.45,289.51,267.94,256.6,102.02
11859,Phox2a,2.6667,4,1,37.25,57.41,30.65,22.6,39.32,25.91
11861,Arl4a,4431.3333,3425,3409.6667,2042.3467,1213.9667,1706.1833,394.5967,462.16,568.8933
11863,Arnt,1794,1681.3333,3064.6667,183.732,216.41,221.55,175.918,162.996,189.19
11864,Arnt2,3,2.6667,100.6667,58.2767,55.1567,67.3667,83.4533,89.8967,64.59
11865,Arntl,26.6667,28.6667,350.6667,990.15,1127.82,1156.98,1324.14,813.5,769.31
11867,Arpc1b,2887.6667,2540.3333,8587.6667,783.48,1180.42,843.59,2440.095,1559.08,1133.755
11870,Art1,125,43.3333,5.6667,72.4967,45.7933,54.25,45.14,70.0767,55.24
11871,Art2a-ps,0.66667,2,101.6667,9.22,6.41,4.19,8.21,10.6,21.31
11872,Art2b,2.6667,2,241.6667,113.18,105.98,88.775,97.135,146.54,90.3
11875,Art5,10,5,8.6667,21.75,21.625,9.505,11.5,22.065,22.275
11876,Artn,2,1,2.6667,23.94,21.67,27.44,6.25,12.76,6.42
11877,Arvcf,110,84.6667,272.3333,34.9167,43.47,44.85,20.16,29.6167,24.6033
11878,Arx,0,0.33333,3.6667,16.3233,15.03,16.8667,23.4967,16.4267,15.7533
11881,Arsb,1265,1068.3333,2472.6667,277.1733,281.4967,244.8167,208.1467,318.44,394.9667
11883,Arsa,1491.3333,1513.6667,1580.3333,768.62,749.87,1152.02,657.08,747.16,584.18
