mouse_Entrez_ID,mouse_Gene,mouse_scBAT_mean_count,mouse_WAT_mean_count,mouse_iBAT_mean_count,mouse_scBATvsWAT_Log_Ratio,mouse_scBATvsWAT_Pvalue,mouse_scBATvsiBAT_Log_Ratio,mouse_scBATvsiBAT_Pvalue,human_Genbank_accession,human_Gene,human_scBAT_mean_FPKM,human_WAT_mean_FPKM,human_scBATvsWAT_Log_Ratio
56316,Ggcx,574.3333,825.3333,469.3333,0.15349,0.64832,0.2205,0.11817,NM_001142269,GGCX,54.38,20.39,1.42
83945,Dnaja3,6014.6667,2332.3333,6285,2.0501,9.86e-11,-0.12667,0.29735,NM_005147,DNAJA3,5.71,2.4,1.25
110095,Pygl,20002.3333,6732.3333,18639,2.2183,1.26e-09,0.032855,0.78594,NM_001163940,PYGL,10.76,2.64,2.03
68944,Tmco1,2281.3333,2187.6667,2276,0.74048,0.015677,-0.065849,0.58385,NM_001256164,TMCO1,3.89,0.65,2.58
108760,Galnt16,230,540.6667,157.6667,-0.56813,0.15786,0.47229,0.018456,NM_001168368,GALNT16,0.78,0.06,3.61
19317,Qk,7150.6667,6150,7230.6667,0.89661,0.0034092,-0.085375,0.51044,NM_206853,QKI,3.31,1.27,1.38
13527,Dtna,53.6667,69.6667,39,0.25719,0.66745,0.38421,0.30292,NM_001128175,DTNA,4.68,1.91,1.3
210106,Papd7,314.6667,645,276.6667,-0.29542,0.38093,0.11812,0.44964,NM_006999,PAPD7,8.24,3.7,1.15
214987,Chtf8,1582,3399,1424.6667,-0.35674,0.20824,0.08101,0.51198,NM_001040146,CHTF8,3.72,0.59,2.65
77531,Anks1b,1.6667,4.3333,1,-0.65804,0.61911,0.61771,0.74934,NM_152788,ANKS1B,1.33,0.35,1.92
219105,Zmym5,1286.3333,2306.3333,1299.3333,-0.087714,0.76258,-0.080586,0.51214,NM_001039649,ZMYM5,4.04,1.62,1.32
15370,Nr4a1,1060,463,1967.3333,2.0195,1.93e-05,-0.95435,0.036862,NM_002135,NR4A1,1.13,0.12,3.28
330814,Lphn1,449.3333,1217,469.6667,-0.67265,0.044612,-0.13645,0.39302,NM_001008701,LPHN1,1.46,0.43,1.76
117146,Ube3b,4233,3623,4211,0.92985,0.0011042,-0.058739,0.62819,NM_001270451,UBE3B,0.61,0,7.49
214444,Cdk5rap2,156,734,143.6667,-1.4537,0.00036171,0.049557,0.81268,NM_001011649,CDK5RAP2,4.79,1.48,1.7
17524,Mpp1,2586.3333,5297.3333,2086.3333,-0.39522,0.27674,0.21914,0.33983,NM_001166460,MPP1,6.17,2.49,1.31
68732,Lrrc16a,98.3333,455,71.3333,-1.4102,0.0023672,0.40282,0.10685,NM_001173977,LRRC16A,1.89,0.23,3.06
17116,Mab21l1,16.6667,29.6667,7.6667,-0.1938,0.77876,1.0364,0.024828,NM_005584,MAB21L1,5.17,1.12,2.21
74094,Tjap1,323.3333,557,313,-0.031159,0.93209,-0.014859,0.93662,NM_001146019,TJAP1,1.6,0,10.93
71726,Smug1,418.3333,564,441.3333,0.29202,0.37527,-0.14635,0.29389,NM_001243788,SMUG1,2.33,0.18,3.71
18117,Emc8,1216.6667,1564,1226.3333,0.3205,0.30408,-0.080216,0.53983,NM_001142288,EMC8,6.2,1.85,1.75
117167,Steap4,11174.3333,17139,6279.6667,0.0046972,0.99096,0.7464,0.0027179,NM_001205315,STEAP4,18.17,5.43,1.74
17127,Smad3,645.3333,1185,527.6667,-0.13549,0.65135,0.22294,0.11545,NM_001145104,SMAD3,7.91,3.17,1.32
14178,Fgf7,21,123.3333,12.3333,-1.8815,0.0012145,0.70643,0.10737,NM_002009,FGF7,5.84,2.84,1.04
193813,Mcfd2,3189,2687.6667,2841.3333,0.91335,0.0045384,0.089318,0.52218,NM_001171509,MCFD2,5.47,0.02,8.33
75423,Arl5a,2462.3333,3672.6667,2232,0.12546,0.65812,0.06951,0.58907,NM_001037174,ARL5A,4.14,0.46,3.16
380921,Dgkh,105.6667,170.3333,152.3333,0.0049873,1,-0.58752,0.014818,NM_001204506,DGKH,1.18,0.53,1.15
74125,Armc8,697,1495.6667,672.3333,-0.3643,0.20699,-0.014218,0.91356,NM_015396,ARMC8,11.24,4.85,1.21
213498,Arhgef11,1256,1554.6667,1248.3333,0.40107,0.1638,-0.054059,0.67608,NM_014784,ARHGEF11,3.91,1.74,1.17
15115,Hars,1096,1491.6667,1005.6667,0.28325,0.31338,0.055942,0.65112,NM_002109,HARS,6.19,1.93,1.68
235072,7-Sep,2255.3333,4850,2082.6667,-0.36666,0.18577,0.046026,0.69963,NM_001242956,7-Sep,6.22,2.69,1.21
14874,Gstz1,7778.6667,11744.3333,6929.3333,0.046143,0.90144,0.097541,0.42533,NM_145871,GSTZ1,0.62,0.01,6.06
67016,Tbc1d2b,874,2416.3333,801.3333,-0.74584,0.00807,0.054929,0.66529,NM_015079,TBC1D2B,4.97,0.41,3.61
66433,Chchd7,999.3333,445.6667,969.6667,1.8809,1.39e-09,-0.023724,0.84951,NM_001011671,CHCHD7,13.22,4.86,1.44
266632,Irak4,203,740.3333,222.3333,-1.1008,0.0026285,-0.19414,0.30666,NM_001145256,IRAK4,0.72,0,10.97
94044,Bcl2l13,4855.6667,3146.6667,4833.6667,1.3129,1.57e-05,-0.058365,0.62476,NM_001270733,BCL2L13,6.8,3.36,1.02
432572,Specc1,56.6667,221.3333,48.6667,-1.2357,0.0036144,0.14569,0.62789,NM_001243439,SPECC1,0.8,0,9.66
26441,Psma4,2396,2654.3333,2314.6667,0.56083,0.045584,-0.018937,0.87674,NM_001102668,PSMA4,46.25,20.26,1.19
66894,Wwp2,384.3333,1434.3333,340,-1.1228,0.0011053,0.11062,0.46162,NM_001270454,WWP2,1.89,0.48,1.98
16180,Il1rap,93,351,79,-1.1646,0.0040095,0.16932,0.45709,NM_001167928,IL1RAP,0.77,0,13.85
68915,Vars2,1142.3333,909,1169.3333,1.0526,0.00031737,-0.095129,0.47912,NM_020442,VARS2,1.45,0.08,4.13
20349,Sema3e,20.3333,35.6667,10.6667,-0.22039,0.75117,0.85854,0.037954,NM_012431,SEMA3E,0.8,0.06,3.86
67884,1810043G02Rik,711.6667,498,698.6667,1.1887,0.00066241,-0.041738,0.74701,NM_001271442,C21orf2,1.91,0.82,1.23
16525,Kcnk1,37.6667,33.3333,0.66667,0.89771,0.2487,5.4691,1.34e-07,NM_002245,KCNK1,0.9,0.19,2.23
18041,Nfs1,2550.6667,1964.3333,2446.6667,1.0535,0.00094178,-0.0050669,0.96861,NM_021100,NFS1,4.81,1.96,1.3
99100,Cep152,134.6667,477.3333,172,-1.0177,0.034615,-0.4003,0.18822,NM_001194998,CEP152,2.85,1.25,1.18
67180,Yipf5,860.6667,1300.6667,762,0.10355,0.72836,0.10122,0.45746,NM_001271732,YIPF5,2.81,0.59,2.25
14615,Gjc1,153,494.6667,140,-1.0506,0.022455,0.060186,0.78007,NM_001080383,GJC1,5.78,2.77,1.06
110532,Adarb1,661.6667,999.6667,711.6667,0.03637,0.93354,-0.16623,0.25411,NM_015834,ADARB1,2.31,1.08,1.09
56291,Styx,256.6667,320,256,0.42461,0.25323,-0.060337,0.72543,NM_001130701,STYX,2.85,0.98,1.54
21886,Tle2,85,151,94.3333,-0.11183,0.7983,-0.2149,0.3442,NM_003260,TLE2,0.86,0.28,1.59
17765,Mtf2,347.3333,1170,330.6667,-0.9609,0.012979,-0.0011415,0.99918,NM_001164392,MTF2,1.78,0.68,1.4
17190,Mbd1,730.6667,1451.6667,666.3333,-0.2664,0.36895,0.056466,0.73306,NM_002384,MBD1,1.16,0,8.13
229937,Znhit6,219.6667,402,205.6667,-0.136,0.71648,0.02822,0.87191,NM_001170670,ZNHIT6,5.82,2.44,1.25
234723,Txnl4b,514,412,487.6667,0.99982,0.0049283,0.006557,0.96739,NM_001142318,TXNL4B,5.58,2.36,1.24
18810,Plec,2518.3333,6723,2167,-0.63848,0.048826,0.15399,0.28398,NM_201381,PLEC,2.37,1.11,1.1
192196,Luc7l2,2941.6667,5142,3184.3333,-0.059141,0.83446,-0.17853,0.14311,NM_001244585,LUC7L2,6.81,0.25,4.77
230405,Ifne,0,0,0,Inf,1,-Inf,1,NM_176891,IFNE,0.98,0.27,1.88
12274,C6,14.6667,188.6667,2.6667,-2.9971,6.91e-09,2.3378,2.66e-05,NM_001115131,C6,4.17,0.36,3.54
66205,Cd302,1555.6667,2707.3333,1321,-0.15346,0.66665,0.16145,0.26508,NM_001198764,CD302,5.2,2.36,1.14
18700,Piga,124.6667,357.6667,159.6667,-0.73248,0.10472,-0.41914,0.084213,NM_002641,PIGA,1.73,0.47,1.88
245522,Zc4h2,41,150.3333,43.6667,-1.1293,0.01112,-0.15948,0.58847,NM_018684,ZC4H2,2.66,0.21,3.68
12801,Cnr1,4.6667,214.6667,6.6667,-4.8619,1.22e-12,-0.58192,0.38644,NM_001160258,CNR1,2.99,0,12.33
21679,Tead4,61,93.6667,68.3333,0.029379,0.97117,-0.23507,0.37801,NM_201441,TEAD4,1.8,0.6,1.59
109593,Lmo3,0,0,0.33333,Inf,1,-1.8996,1,NM_001243610,LMO3,2.43,0.01,7.54
54446,Nfat5,1444.6667,3788.6667,1539.3333,-0.63776,0.035502,-0.1576,0.304,NM_001113178,NFAT5,4.51,0.34,3.72
238831,Ppwd1,225.3333,437,215.3333,-0.21806,0.55255,-0.00035173,1,NM_015342,PPWD1,7.51,3.07,1.29
16998,Ltbp3,3511,5636,3189,-0.0534,0.89371,0.076542,0.54302,NM_021070,LTBP3,3.35,1.46,1.2
67337,Cstf1,614.3333,890.6667,557.6667,0.20823,0.49859,0.077077,0.59251,NM_001033522,CSTF1,9.79,3.48,1.49
218461,Pde8b,37,70,34,-0.17884,0.7043,0.0565,0.88981,NM_001029851,PDE8B,2.8,1.2,1.22
22670,Trim26,720.3333,2338,629.3333,-0.92184,0.0043351,0.1289,0.32215,NM_003449,TRIM26,1.95,0.64,1.61
69487,Ndufaf5,753.6667,355,821.3333,1.7955,4.6e-08,-0.18774,0.14671,NM_001039375,NDUFAF5,1.64,0.5,1.73
664883,Nova1,96,334.6667,62.6667,-1.1763,0.023273,0.5451,0.026066,NM_006489,NOVA1,1.12,0.11,3.33
16410,Itgav,966.3333,1451,866.6667,0.11801,0.68162,0.087065,0.48002,NM_001145000,ITGAV,0.87,0.01,7.12
18095,Nkx3-1,0,0,0,Inf,1,-Inf,1,NM_001256339,NKX3-1,1.51,0.63,1.25
270156,AU019823,582.6667,955.6667,556.6667,0.028656,0.92615,-0.002893,0.98786,NM_001082970,C11orf57,4.36,1.15,1.92
74513,Neto2,16,102,11,-1.8444,0.0093156,0.47869,0.39413,NM_018092,NETO2,10.71,1.12,3.25
93686,Rbfox2,1500,1804,1346,0.37163,0.32082,0.079921,0.60069,NM_001082577,RBFOX2,1.12,0,11.66
229877,Rap1gds1,2087.6667,2941.3333,2209,0.25334,0.36756,-0.14837,0.20902,NM_001100426,RAP1GDS1,3.68,0.03,6.78
381695,N4bp2l2,774,2055,801,-0.64702,0.034118,-0.11949,0.34766,NM_033111,N4BP2L2,4.57,2.22,1.04
80911,Acox3,1518,2045.3333,1455.6667,0.29915,0.28038,-0.0052223,0.96872,NM_001101667,ACOX3,2.09,0.87,1.27
96979,Ptges2,2342.6667,811,2378.6667,2.2035,5.24e-11,-0.085109,0.4894,NM_198938,PTGES2,1.4,0.37,1.92
13179,Dcn,4922.6667,13373.6667,3246.3333,-0.76481,0.015504,0.53196,1.1e-05,NM_133505,DCN,2.72,0,12.64
16000,Igf1,1941.3333,8436.6667,1183.6667,-1.4864,0.00018344,0.63823,0.00067704,NM_001111285,IGF1,6.33,0.87,2.87
106585,Ankrd12,920.6667,2405.3333,1022.6667,-0.63762,0.032021,-0.21342,0.15353,NM_015208,ANKRD12,2.52,0.29,3.14
11820,App,2936.6667,10963.3333,3000,-1.2249,0.00012293,-0.096966,0.41787,NM_001136016,APP,2.26,0,9.66
77087,Ankrd11,2825.3333,6378,3004.6667,-0.40991,0.16672,-0.15362,0.19604,NM_001256182,ANKRD11,0.79,0,11.09
213391,Rassf4,573,2068,639.6667,-1.1008,0.00023072,-0.2156,0.26758,NM_032023,RASSF4,17.62,8.38,1.07
56215,Acin1,1626,4916.3333,1678.6667,-0.81696,0.012407,-0.11277,0.35063,NM_001164815,ACIN1,5.48,2.27,1.27
18004,Nek1,367.6667,570.6667,384.3333,0.07851,0.82051,-0.12324,0.48667,NM_001199398,NEK1,1.02,0.17,2.57
71664,Mettl7b,5.3333,122,6,-3.8806,1.03e-07,-0.24586,0.77703,NM_152637,METTL7B,6,1.32,2.19
74108,Parn,821,1207.3333,780,0.17478,0.5453,0.0055644,0.96749,NM_002582,PARN,3.14,0.37,3.1
16579,Kifap3,817,953,768.3333,0.43283,0.22638,0.020795,0.87298,NM_001204516,KIFAP3,3.73,0.35,3.41
12916,Crem,343,381.3333,337.3333,0.55091,0.12409,-0.045347,0.77887,NM_183012,CREM,1.94,0.07,4.82
56357,Ivd,6798,6369.6667,6334.3333,0.74459,0.037035,0.0365,0.7687,NM_001159508,IVD,1.95,0.74,1.4
19045,Ppp1ca,5530.3333,7474.6667,5290.6667,0.29372,0.28152,-0.0041949,0.97176,NM_206873,PPP1CA,8.76,1.44,2.6
98363,Efhd1,109.6667,193.3333,39.6667,-0.21376,0.70755,1.3969,9e-09,NM_025202,EFHD1,1.15,0.15,2.92
67603,Dusp6,948.3333,1291,885.3333,0.30183,0.31682,0.02796,0.86443,NM_022652,DUSP6,4.02,0.96,2.07
15439,Hp,17424.3333,28010.6667,13414,-0.050781,0.89456,0.30409,0.050199,NM_020995,HPR,0.8,0.38,1.05
14159,Fes,211.3333,901.6667,200,-1.3434,8.54e-05,0.015457,0.93685,NM_001143785,FES,0.68,0,9.49
93836,Rnf111,653.3333,1849.6667,657,-0.73022,0.021744,-0.075793,0.55041,NM_001270528,RNF111,0.77,0,9.89
66361,Zfand1,627,567.6667,606,0.85298,0.007421,-0.016257,0.90571,NM_024699,ZFAND1,4.02,0.13,4.99
268759,9930012K11Rik,16.3333,104,11.6667,-1.8553,0.002713,0.41603,0.36459,NM_001013842,C8orf58,1.35,0.19,2.84
230895,Vps13d,4326.3333,5202.6667,3807.6667,0.45335,0.098052,0.11663,0.33598,NM_015378,VPS13D,1.36,0.45,1.58
67046,Tbc1d7,288,281.6667,305.6667,0.7298,0.05266,-0.15147,0.3413,NM_001143965,TBC1D7,7.72,3.06,1.33
22224,Usp10,973,1315,840.3333,0.29401,0.29733,0.14225,0.30394,NM_001272075,USP10,1.85,0.28,2.72
24066,Spry4,317.6667,299.3333,237.6667,0.7312,0.10634,0.33929,0.18206,NM_030964,SPRY4,2.75,0.62,2.15
110821,Pcca,7115.3333,3143.6667,7006.6667,1.8263,7.61e-07,-0.044193,0.72102,NM_001127692,PCCA,2.6,0.69,1.92
71148,Mier1,984.3333,2686.6667,1017,-0.68463,0.023391,-0.1142,0.366,NM_001077703,MIER1,2.43,0.76,1.68
12593,Cdyl,252.3333,512,262,-0.27872,0.43902,-0.11588,0.52677,NM_001143970,CDYL,3.42,1.53,1.16
545091,Gm5803,0,1.3333,0,-3.2635,0.28544,-Inf,1,NM_001011725,HNRNPA1L2,3.13,1.47,1.1
27359,Sytl4,178,178.3333,162,0.65015,0.16647,0.071672,0.73033,NM_001129896,SYTL4,2.08,0.54,1.96
26397,Map2k3,1616.3333,2272.6667,1456.6667,0.17335,0.59275,0.074819,0.5994,NM_145109,MAP2K3,3.57,1.45,1.3
106585,Ankrd12,920.6667,2405.3333,1022.6667,-0.63762,0.032021,-0.21342,0.15353,NM_001204056,ANKRD12,1.74,0.26,2.77
13167,Dbi,14967.3333,11186.6667,14645.3333,1.0824,0.0014616,-0.033675,0.77842,NM_020548,DBI,1.45,0.48,1.6
70428,Polr3b,390.3333,1209,345,-0.8594,0.01088,0.11112,0.44985,NM_001160708,POLR3B,5,2.38,1.07
71956,Rnf135,170.3333,392.3333,173.6667,-0.48648,0.20042,-0.090715,0.62769,NM_032322,RNF135,1.71,0.57,1.58
19346,Rab6a,2311.3333,2675.3333,2381.6667,0.48836,0.08729,-0.11001,0.35857,NM_002869,RAB6A,0.75,0,8.1
216848,Chd3,2035,6582.3333,1878.3333,-0.89155,0.036715,0.035198,0.85943,NM_001005271,CHD3,1.49,0.14,3.44
66514,Asrgl1,405.6667,689.3333,380.3333,-0.038018,0.90971,0.032696,0.83912,NM_025080,ASRGL1,1.28,0.5,1.37
70315,Hdac8,145,258.6667,169,-0.084145,0.83427,-0.28475,0.18295,NM_001166448,HDAC8,2.42,0,11.76
228876,Zfp334,69.3333,116.6667,66.6667,-0.077432,0.87703,-0.0054559,1,NM_018102,ZNF334,1.11,0.16,2.78
22213,Ube2g2,1402.6667,1919,1333.3333,0.25929,0.35647,0.0053927,0.96669,NM_001202489,UBE2G2,5.5,0.04,7.12
77582,Mboat7,1092,1214.3333,1039.6667,0.58061,0.04045,0.0034874,0.98062,NM_001146083,MBOAT7,0.92,0,10.38
66894,Wwp2,384.3333,1434.3333,340,-1.1228,0.0011053,0.11062,0.46162,NM_007014,WWP2,0.67,0,10.59
20315,Cxcl12,2660.3333,8752.6667,2698.3333,-0.9801,0.00044037,-0.091089,0.45211,NM_001178134,CXCL12,13.98,4.5,1.63
18563,Pcx,29861.3333,24430.6667,22133.6667,0.92856,0.01206,0.3599,0.0044249,NM_000920,PC,0.79,0,10.46
17931,Ppp1r12a,914,2580.6667,931.3333,-0.73056,0.018647,-0.095256,0.42924,NM_001244990,PPP1R12A,2.48,1,1.32
56422,Hbs1l,1327,1286,1330.6667,0.76028,0.0069864,-0.0731,0.55109,NM_001145207,HBS1L,5.14,2.12,1.28
72149,Strada,327,744,328,-0.41527,0.24731,-0.071169,0.64336,NM_001165970,STRADA,4.1,0.18,4.48
68152,Fam133b,311.3333,712,293.6667,-0.43572,0.20633,0.016599,0.9227,NM_001040057,FAM133B,1.78,0.39,2.19
68146,Arl13b,209.3333,467.6667,216.3333,-0.42661,0.23881,-0.11389,0.50722,NM_001174151,ARL13B,1.13,0,9.87
85031,Pla1a,399.3333,438.3333,190.3333,0.47791,0.31982,0.9965,2.15e-09,NM_001206960,PLA1A,0.81,0,15.22
66910,Tmem107,36,64,30,-0.11198,0.82701,0.20116,0.5517,NM_032354,TMEM107,0.79,0,9.28
242894,Actr3b,19.3333,65,15,-1.045,0.05249,0.29037,0.55168,NM_020445,ACTR3B,1.16,0,13.1
14013,Mecom,309,337,348.3333,0.54469,0.17219,-0.24374,0.12458,NM_004991,MECOM,0.84,0.34,1.32
16975,Lrp8,6.6667,369.6667,4.6667,-4.917,1.22e-07,0.44106,0.46268,NM_017522,LRP8,1.88,0.66,1.5
216705,Clint1,1201,3427,1027.6667,-0.75396,0.011278,0.15487,0.21441,NM_001195556,CLINT1,0.72,0,8.05
319740,Zfyve27,1053.6667,1530.3333,1062.3333,0.18896,0.506,-0.080608,0.51051,NM_001174122,ZFYVE27,2.61,0.72,1.85
52552,Parp8,91.6667,1101.6667,57.6667,-2.7723,3.37e-07,0.5954,0.0268,NM_024615,PARP8,4.21,1.11,1.93
75710,Rbm12,256.3333,843,259.6667,-0.94276,0.019856,-0.10044,0.66544,NM_152838,RBM12,3.15,0.87,1.85
101113,Snx21,804.6667,578.6667,912.6667,1.1411,0.0024819,-0.23659,0.17319,NM_033421,SNX21,5.45,0.03,7.76
11765,Ap1g1,2804.3333,3758,2449,0.30447,0.26913,0.12781,0.29998,NM_001030007,AP1G1,6.37,0.97,2.72
12704,Cit,18.6667,109.6667,23,-1.7899,0.0011105,-0.3731,0.33325,NM_007174,CIT,1.13,0.1,3.47
14600,Ghr,7222,18481.6667,6092.6667,-0.72435,0.059483,0.1637,0.35479,NM_001242405,GHR,1.57,0,14.92
21807,Tsc22d1,1737.6667,3521.3333,1717.3333,-0.34503,0.26471,-0.06151,0.68722,NM_001243797,TSC22D1,1.59,0.01,7.95
433771,Minos1,3824,1761.6667,3954,1.8176,2.19e-09,-0.11089,0.39333,NR_033758,MINOS1,3.33,0.63,2.4
234825,Klhdc4,319.3333,707,300,-0.39066,0.25565,0.02268,0.88839,NM_017566,KLHDC4,1.79,0.87,1.04
245522,Zc4h2,41,150.3333,43.6667,-1.1293,0.01112,-0.15948,0.58847,NM_001178032,ZC4H2,0.68,0.07,3.32
22634,Plagl1,51.3333,788,47.3333,-3.3072,1.01e-09,0.051498,0.8504,NM_001080953,PLAGL1,3.13,0.44,2.84
263876,Spata2,751,1100,708.6667,0.17379,0.56035,0.014181,0.92038,NM_001135773,SPATA2,1.4,0.4,1.79
17187,Max,1230.6667,2122,1200.6667,-0.029706,0.92273,-0.03623,0.77811,NM_002382,MAX,46.07,21.71,1.09
18567,Pdcd2,285.6667,543,266,-0.15743,0.6749,0.038247,0.83031,NM_001199463,PDCD2,7.36,3.45,1.09
23857,Dmtf1,660.6667,1644.3333,660.6667,-0.55219,0.07905,-0.072293,0.6273,NM_001142326,DMTF1,0.75,0,8.04
17829,Muc1,20.6667,27,16,0.3414,0.55506,0.30914,0.46306,NM_001204295,MUC1,1.45,0.05,4.91
11991,Hnrnpd,1044.6667,2903,1034.3333,-0.7011,0.02778,-0.054464,0.65948,NM_002138,HNRNPD,2.78,11.82,1.13
17245,Mdm1,98,229.3333,112.6667,-0.47786,0.24819,-0.26523,0.21298,NM_017440,MDM1,2.42,1.15,1.07
58217,Trem1,0.66667,5.6667,1.3333,-2.1761,0.075755,-0.94381,0.70365,NM_001242590,TREM1,0.84,0,15.06
56215,Acin1,1626,4916.3333,1678.6667,-0.81696,0.012407,-0.11277,0.35063,NM_001164817,ACIN1,6.36,1.7,1.9
78412,3110062M04Rik,75.6667,155.3333,93.6667,-0.31159,0.46222,-0.37275,0.094287,NM_001243755,C7orf49,8.66,2.16,2
20482,Skil,1304.6667,2223,1249.3333,0.027327,0.94603,-0.01978,0.92699,NM_001145097,SKIL,0.66,0,11.74
14227,Fkbp2,776.3333,875.3333,784.6667,0.50485,0.12546,-0.085506,0.50469,NM_001135208,FKBP2,1.53,0,9.88
29813,Zfp385a,320.6667,1023.3333,237.3333,-0.99169,0.0040603,0.36837,0.025019,NM_015481,ZNF385A,0.8,0,11.85
67207,Lsm1,437.6667,651.6667,451.6667,0.14608,0.65248,-0.11644,0.442,NM_014462,LSM1,0.78,0.01,7.1
56085,Ubqln1,3604.6667,5157,3449.3333,0.17435,0.55042,-0.0030753,0.98014,NM_053067,UBQLN1,5.15,1.41,1.87
12039,Bckdha,13058.3333,4932.3333,13179,2.055,2.22e-08,-0.077725,0.52989,NM_001164783,BCKDHA,0.95,0,9.96
224792,Gpr116,8108,8567.3333,8225.6667,0.56312,0.13528,-0.083476,0.5107,NM_015234,GPR116,1.13,0.01,6.69
11785,Apbb1,192.3333,208.6667,184,0.57986,0.16196,0.001039,1,NM_001257323,APBB1,0.91,0.02,5.74
55988,Snx12,617.6667,1142.3333,619.6667,-0.16216,0.58662,-0.068827,0.61372,NM_001256185,SNX12,2.61,0,13
20843,Stag2,3401.3333,6027.6667,3309,-0.081123,0.76999,-0.026924,0.81983,NM_001042749,STAG2,1.61,0.16,3.3
15234,Hgf,20,161,11.3333,-2.3112,3.7e-06,0.73968,0.082073,NM_000601,HGF,1.86,0,9.57
77559,Agl,5229,1621.6667,4636.3333,2.3591,3.79e-12,0.10909,0.41472,NM_000643,AGL,1.29,0.13,3.35
76804,Kdm4c,511.6667,1157,530,-0.42752,0.164,-0.11281,0.43551,NM_001146696,KDM4C,1.18,0.46,1.36
12798,Cnn2,321.3333,5911.3333,322.6667,-3.3769,1.15e-09,-0.085933,0.68726,NM_201277,CNN2,11.01,0.91,3.6
243168,Hsd17b13,1,2.6667,0.66667,-0.64245,0.79063,0.44979,1,NM_178135,HSD17B13,1.65,0,13.94
12759,Clu,772,11841,562.6667,-3.1314,1.61e-10,0.37847,0.032175,NM_001831,CLU,39.34,0.05,9.76
77862,Thyn1,94,109.6667,90.6667,0.53328,0.22067,-0.010281,0.98162,NM_014174,THYN1,3.11,1.05,1.57
320844,Amigo3,94,119,104.6667,0.42077,0.34683,-0.22179,0.35406,NM_198722,AMIGO3,0.88,0.24,1.89
208618,Etl4,792.6667,986.6667,897.6667,0.34566,0.32699,-0.24832,0.10359,NM_001098501,KIAA1217,1.01,0.21,2.26
14164,Fgf1,352.6667,482.6667,397.3333,0.20328,0.62552,-0.22842,0.31108,NM_033137,FGF1,1.16,0,13.34
11975,Atp6v0a1,1226,2254,1096.6667,-0.20164,0.51747,0.091442,0.45561,NM_001130020,ATP6V0A1,3.14,1.33,1.24
230809,Pdik1l,355.3333,562.6667,389,0.09147,0.79105,-0.1942,0.19684,NM_001243532,PDIK1L,0.69,0.15,2.19
242557,Atg4c,512.6667,443.3333,489.3333,0.88972,0.012205,-0.0014495,0.99642,NM_032852,ATG4C,1.33,0.26,2.38
16773,Lama2,849.6667,1791,522,-0.4822,0.31987,0.63203,2.66e-06,NM_001079823,LAMA2,3.42,0.8,2.09
59007,Ngly1,1431,1648.3333,1355,0.51283,0.072068,0.016984,0.89606,NM_001145295,NGLY1,1.8,0.46,1.95
77038,Arfgap2,2342.3333,3290.6667,2212.3333,0.23337,0.39465,0.012985,0.91626,NM_032389,ARFGAP2,2.58,1.28,1.02
11468,Actg2,11,35.6667,18.3333,-0.94535,0.086825,-0.80651,0.075918,NM_001199893,ACTG2,0.95,0.06,4.1
14013,Mecom,309,337,348.3333,0.54469,0.17219,-0.24374,0.12458,NM_001163999,MECOM,0.93,0.22,2.1
56297,Arl6,142.3333,199,149.6667,0.19978,0.65139,-0.13554,0.49236,NM_177976,ARL6,3.36,1.66,1.02
74729,Setmar,95.3333,108.6667,85.3333,0.54237,0.20489,0.093356,0.70055,NM_001276325,SETMAR,1.24,0.37,1.76
269966,Nup98,574,1229,475,-0.34119,0.27527,0.2078,0.11789,NM_139131,NUP98,5.84,0.3,4.27
69257,Elf2,1087.3333,2188.6667,1056,-0.25172,0.3959,-0.026227,0.83805,NM_001276458,ELF2,5.02,0.5,3.33
13803,Enc1,1194.3333,1143.3333,1059.3333,0.74573,0.023657,0.099976,0.57206,NM_001256574,ENC1,1.12,0.17,2.77
13929,Amz2,1481,1353,1494,0.82462,0.005243,-0.081663,0.49787,NM_001033571,AMZ2,14.25,0.52,4.77
20498,Slc12a4,716.6667,1458.6667,576.6667,-0.34664,0.27568,0.24635,0.064616,NM_001145963,SLC12A4,1.32,0.01,7.14
16826,Ldb2,151.3333,447.6667,165,-0.88068,0.026086,-0.19831,0.31181,NM_001290,LDB2,2.03,0.98,1.05
14049,Eya2,67.6667,232,38.3333,-1.0035,0.04791,0.73939,0.015882,NM_172110,EYA2,2.2,0.16,3.79
56419,Diap3,5.3333,99.3333,4,-3.3808,2.17e-06,0.34064,0.63256,NM_030932,DIAPH3,1.49,0.33,2.18
56745,C1qtnf1,624.6667,2313.3333,393.6667,-1.2474,0.00099473,0.59934,8.74e-06,NM_198594,C1QTNF1,2.39,0.69,1.8
269639,Zfp512,354,925.3333,362.3333,-0.63403,0.052515,-0.095824,0.56282,NM_001271289,ZNF512,0.99,0.01,6.28
18392,Orc1,13.6667,53.6667,17,-1.2137,0.01891,-0.3785,0.37727,NM_001190819,ORC1,1.51,0.41,1.87
71529,Kazn,86.6667,307,51.6667,-1.0631,0.016119,0.67753,0.013868,NM_001018001,KAZN,6.76,0.71,3.24
53376,Usp2,1613.6667,589.6667,1745.6667,2.0839,1.73e-07,-0.19895,0.32406,NM_004205,USP2,1.31,0.61,1.1
70333,Cd3eap,195.3333,356.3333,183.6667,-0.12802,0.73974,0.0173,0.93929,NM_012099,CD3EAP,3.21,1.28,1.32
