ID,Gene Symbol,ENTREZ_GENE_ID
1447653_x_at,Gm9385 /// Rpl24,68193 /// 668829
1447654_at,Nrg2,100042150
1447655_x_at,Sox6,20679
1447656_at,Zdhhc17,320150
1447657_s_at,Synpo2l,68760
1447658_x_at,Synpo2l,68760
1447659_x_at,Atp6v1h,108664
1447660_at,Tbl3,213773
1447661_at,,
1447662_x_at,Ldlrad4,52662
1447663_at,,
1447664_x_at,AA986860,212439
1447665_at,Lingo2,242384
1447666_x_at,Anapc15,75430
1447667_x_at,Map3k4,26407
1447668_x_at,Efemp2,58859
1447669_s_at,Gng4,14706
1447670_at,Psmd9,67151
1447671_x_at,Fbxo6,50762
1447672_x_at,Pskh1,244631
1447673_x_at,1700015C15Rik,75532
1447674_at,,
1447675_x_at,Myod1,17927
1447676_x_at,S100a16,67860
1447677_x_at,Dtd1,66044
1447678_at,Hsd17b14,66065
1447679_s_at,Bms1,213895
1447680_at,,
1447681_x_at,,
1447682_x_at,Traf5,22033
1447683_x_at,Mettl1,17299
1447684_at,Lzic,69151
1447685_x_at,Ets2,23872
1447686_at,,
1447687_x_at,,
1447688_at,Tbc1d20,67231
1447689_at,Gprasp1,67298
1447690_at,Lsr,54135
1447691_x_at,,
1447692_x_at,Tab1,66513
1447693_s_at,Neo1,18007
1447694_x_at,Neo1,18007
1447695_at,2610035D17Rik,72386
1447696_x_at,Adcy5,224129
1447697_at,,
1447698_x_at,Gm9727 /// Gm9727,
1447699_at,Gm26744,
1447700_x_at,Ss18l1,269397
1447701_x_at,Idh3a,67834
1447702_x_at,Igsf1,209268
1447703_x_at,Zfp593,68040
1447704_s_at,Utp23,78581
1447705_at,Nsl1,381318
1447706_at,,
1447707_s_at,Pde2a,207728
1447708_x_at,Pde2a,207728
1447709_at,2410021H03Rik,69750
1447710_at,1700019P21Rik,75546
1447711_x_at,,
1447712_x_at,Ep400,75560
1447713_at,Tpm1,22003
1447714_x_at,Atp5g2,67942
1447715_x_at,Prdx6b,320769
1447716_x_at,Tmem229b,268567
1447717_x_at,Nrsn2,228777
1447718_at,Pde4b,18578
1447719_at,Apoh,11818
1447720_x_at,Prkaca,18747
1447721_at,Zbtb26,320633
1447722_at,LOC102634590,102634590
1447723_at,,
1447724_x_at,Opa3,403187
1447725_at,C030034E14Rik,77469
1447726_at,Ripply2,382089
1447727_at,Aqp3,11828
1447728_x_at,Hspa9,15526
1447729_s_at,Prss44,73336
1447730_at,,
1447731_at,Peg3,18616
1447732_x_at,Peg3,18616
1447733_x_at,Tatdn3,68972
1447734_x_at,Aldoa,11674
1447735_x_at,Rbfox1,268859
1447736_at,Fkbp5,14229
1447737_at,Prkra,23992
1447738_s_at,Ankrd13d,68423
1447739_x_at,Klhdc4,234825
1447740_at,1700034J05Rik,73344
1447741_x_at,Acad10,71985
1447742_at,Laptm5,16792
1447743_x_at,Ext2,14043
1447744_s_at,1700110K17Rik /// 1700110K17Rik,73558
1447745_at,Aqp4,11829
1447746_at,,
1447747_x_at,Adal,75894
1447748_x_at,Slc29a2,13340
1447749_at,Smyd5,232187
1447750_x_at,Pih1d1,68845
1447751_x_at,Dus2,66369
1447752_x_at,Drg1,13494
1447753_at,Cdc37l1,67072
1447754_x_at,Thap4,67026
1447755_at,,
1447756_x_at,Mcm6,17219
1447757_x_at,Inpp5f,101490
1447758_x_at,Kat6b,54169
1447759_x_at,Ccdc22,54638
1447760_x_at,Ehf,13661
1447761_x_at,Sod1,20655
1447762_x_at,Car12,76459
1447763_at,Snap25,20614
1447764_at,Kcnd2,16508
1447765_at,Wdr48,67561
1447766_x_at,Limd2,67803
1447767_at,Cdkl4,381113
1447768_at,Got2,14719
1447769_x_at,Amigo2,105827
1447770_at,Cib2,56506
1447771_at,,
1447772_at,Plekha3,83435
1447773_x_at,6330409D20Rik,70730
1447774_x_at,Fam213a,70564
1447775_x_at,Zfp622,52521
1447776_x_at,Rab6a,19346
1447777_x_at,,
1447778_x_at,Brcc3,210766
1447779_x_at,Ddx39b,53817
1447780_x_at,Tufm,233870
1447781_s_at,Trmt10a,108943
1447782_x_at,Tbl3,213773
1447783_x_at,Slc25a39,68066
1447784_x_at,Slc38a9,268706
1447785_x_at,Fam104a,28081
1447786_at,Cyth1 /// LOC102639067,19157 /// 102639067
1447787_x_at,Gjc1,14615
1447788_s_at,Tspyl3,241732
1447789_x_at,Ddx6,13209
1447790_at,Erdr1,170942
1447791_s_at,Gna14,14675
1447792_x_at,Gpr174,213439
1447793_x_at,Gm9840 /// Rbx1,56438 /// 100043674
1447794_x_at,Plac8l1,69401
1447795_at,Bspry,192120
1447796_at,Pih1d1,68845
1447797_x_at,Pih1d1,68845
1447798_at,1700123O21Rik,68238
1447799_x_at,1700001P01Rik,72215
1447800_x_at,Tcn2,21452
1447801_x_at,Map3k7,26409
1447802_x_at,LOC102633666,102633666
1447803_x_at,Capg,12332
1447804_x_at,Sde2,208768
1447805_s_at,Slu7,193116
1447806_s_at,Srpk3,56504
1447807_s_at,Plekhh1,211945
1447808_s_at,Slc15a2,57738
1447809_x_at,Zfp420,233058
1447810_x_at,Plekhb2,226971
1447811_s_at,Amigo1,229715
1447812_x_at,Flnc,68794
1447813_x_at,Sla,20491
1447814_x_at,Il16,16170
1447815_x_at,Irf2bpl,238330
1447816_x_at,Oxnad1,218885
1447817_at,Hif1an,319594
1447818_x_at,Rhebl1,69159
1447819_x_at,,
1447820_x_at,Cpt2,12896
1447821_at,Cux2,13048
1447822_x_at,Ufsp1,70240
1447823_x_at,Mapk12,29857
1447824_x_at,Hspa5,14828
1447825_x_at,Pcdh8,18530
1447826_x_at,Iffo1,320678
1447827_x_at,Spop,20747
1447828_x_at,Eepd1,67484
1447829_x_at,Taf9b,407786
1447830_s_at,Rgs2,19735
1447831_s_at,Mtmr7,54384
1447832_x_at,Ankrd10,102334
1447833_x_at,Mfap2,17150
1447834_at,Copz1,56447
1447835_at,,
1447836_x_at,4921525O09Rik,74050
1447837_x_at,Polh,80905
1447838_x_at,Eml4,78798
1447839_x_at,Adm,11535
1447840_x_at,E2f1,13555
1447841_x_at,St3gal6,54613
1447842_x_at,Tcn2,21452
1447843_at,Psmd13,23997
1447844_at,,
1447845_s_at,Vnn1,22361
1447846_x_at,Mboat7,77582
1447847_x_at,Stoml3,229277
1447848_at,Eps15l1,13859
1447849_s_at,LOC102641248 /// Maf,17132 /// 102641248
1447850_x_at,Zfand3,21769
1447851_x_at,Atp10a,11982
1447852_x_at,Rilpl1,75695
1447853_x_at,Kif13a,16553
1447854_s_at,Hist2h2be,319190
1447855_x_at,Appbp2,66884
1447856_x_at,Slc25a25,227731
1447857_at,Enox1,239188
1447858_x_at,Il4ra,16190
1447859_at,Adck2,57869
1447860_x_at,Cog8,97484
1447861_x_at,Meis2,17536
1447862_x_at,Thbs2,21826
1447863_s_at,Nr4a2,18227
1447864_s_at,Pogk,71592
1447865_x_at,Pdzd11,72621
1447866_x_at,2300009A05Rik,69478
1447867_x_at,Pomk,74653
1447868_x_at,Glrx3 /// Gm12669,30926 /// 620016
1447869_x_at,Rhobtb3,73296
1447870_x_at,1110002E22Rik /// LOC102634333,100039528 /// 102634333
1447871_at,,
1447872_at,,
1447873_x_at,Bid,12122
1447874_x_at,Smpd1,20597
1447875_x_at,Zfp800,627049
1447876_x_at,Nr2c2ap,75692
1447877_x_at,Dnmt1,13433
1447878_s_at,Fgfrl1,116701
1447879_x_at,Dalrd3 /// Wdr6,67789 /// 83669
1447880_x_at,S1pr2,14739
1447881_x_at,Usp15,14479
1447882_x_at,Ddx54,71990
1447883_x_at,Map1lc3a,66734
1447884_x_at,Fam134c,67998
1447885_x_at,Nedd9,18003
1447886_at,Hoxb5os,75395
1447887_x_at,Vcan,13003
1447888_x_at,Msh2,17685
1447889_x_at,Maneal,215090
1447890_at,Rcn1,19672
1447891_at,,
1447892_at,Gm7788,665797
1447893_x_at,Slc39a6,106957
1447894_x_at,Vps52,224705
1447895_x_at,Pan3,72587
1447896_s_at,Snhg8 /// Snora24,69895 /// 100306957
1447897_x_at,Anapc11,66156
1447898_s_at,Srsf6,67996
1447899_x_at,Epcam,17075
1447900_x_at,Entpd4 /// Gm21685,67464 /// 100862375
1447901_x_at,LOC100861749 /// Sfi1,78887 /// 100861749
1447902_at,1810013A23Rik /// Ppard,19015 /// 69050
1447903_x_at,Ap1s2,108012
1447904_s_at,Fnta,14272
1447905_x_at,Nup62,18226
1447906_at,,
1447907_x_at,Necab3,56846
1447908_x_at,Ttc3,22129
1447909_s_at,Selk,80795
1447910_x_at,BC052688,432812
1447911_at,,
1447912_x_at,Akap9,100986
1447913_x_at,Akap9,100986
1447914_x_at,Prr5l,72446
1447915_x_at,Tmem204,407831
1447916_at,,
1447917_x_at,Il2 /// Ntan1,16183 /// 18203
1447918_x_at,Iglc2 /// Iglv1,16142
1447919_x_at,LOC102634451 /// Ndufab1,70316 /// 102634451
1447920_at,Atxn10,54138
1447921_at,Zfp853,330230
1447922_at,Stxbp5l,207227
1447923_at,1810026B05Rik,69170
1447924_at,Nucks1,98415
1447925_at,D630033A02Rik,402753
1447926_at,Arl5a,75423
1447927_at,Gbp6,100702
1447928_at,Car5b,56078
1447929_at,Ssh3,245857
1447930_at,Baz1a,217578
1447931_at,Whsc1l1,234135
1447932_at,Zfp830,66983
1447933_at,Kif26a,668303
1447934_at,9630033F20Rik,319801
1447935_at,Fancm,104806
1447936_at,2410006H16Rik,69221
1447937_a_at,4933409K07Rik /// Gm10590 /// Gm21075 /// Gm21093 /// Gm21158 /// Gm2163 /// Gm3893 /// Gm5859 /// Gm7819 /// LOC100041536 /// LOC101056144 /// LOC102636914 /// LOC102640144,108816 /// 545605 /// 545614 /// 665845 /// 100039331 /// 100041536 /// 100042539 /// 100861610 /// 100861635 /// 100861715 /// 101056144 /// 102636914 /// 102640144
1447938_at,Gm10590 /// Gm21158 /// LOC101056144 /// LOC102636914,545614 /// 100861715 /// 101056144 /// 102636914
1447939_a_at,Gm10600 /// Gm21075 /// Gm21093 /// Gm2163 /// Gm3893 /// Gm5859 /// Gm7819 /// LOC100041536 /// LOC102640144,545605 /// 665845 /// 100039331 /// 100041536 /// 100042472 /// 100042539 /// 100861610 /// 100861635 /// 102640144
1447940_a_at,Braf,109880
1447941_x_at,Braf,109880
1447942_x_at,Neu1,18010
1447943_x_at,Yeats2,208146
1447944_at,Zkscan1,74570
1447945_at,Maf,17132
1447946_at,Adam23,23792
1447947_at,Zfyve16,218441
1447948_at,Cped1,214642
1447949_at,Zfp787,67109
1447950_at,A730011C13Rik,319916
1447951_at,AK153988,
1447952_at,Auh,11992
1447953_at,Egfl8,81701
1447954_at,Lrrc49,102747
1447955_at,2310026L22Rik /// Hp1bp3,15441 /// 69594
1447956_at,C76614,97202
1447957_at,,
1447958_at,Gm11944,100302648
1447959_at,Zfp398,272347
1447960_at,9630017O17,331021
1447961_s_at,Mrpl38,60441
1447962_at,,
1447963_at,,
1447964_at,Ttl,69737
1447965_at,C80012,97458
1447966_a_at,Tmem69,230657
1447967_at,Tmem69,230657
1447968_at,,
1447969_at,Mcm9,71567
1447970_at,Rpp30,54364
1447971_at,A230061C15Rik,320855
1447972_at,Kcnk15,241769
1447973_at,Trip11,109181
1447974_s_at,Aqp6,11831
1447975_a_at,Gm20748,545261
1447976_at,AI596198,99029
1447977_x_at,0610010B08Rik /// Gm14308 /// Gm14430 /// Gm14434 /// Gm4724,627914 /// 668039 /// 100039060 /// 100043381 /// 100043915
1447978_at,C80719,97003
1447979_at,Sgsm1,52850
1447980_s_at,Sgsm1,52850
1447981_at,C78441,97065
1447982_at,1110008P14Rik,73737
1447983_at,,
1447984_at,D1Ertd75e,52099
1447985_s_at,Ankib1,70797
1447986_at,D17892,97670
1447987_at,Letm2,270035
1447988_at,,
1447989_at,,
1447990_at,C76332,97683
1447991_at,Pcsk2,18549
1447992_s_at,Pcsk2,18549
1447993_a_at,Snhg10,69434
1447994_at,Snhg10,69434
1447995_x_at,Snhg10,69434
1447996_at,,
1447997_s_at,Timm8a2,223262
1447998_at,Ighg3,380795
1447999_x_at,Gapdh /// Gm20899,14433 /// 100042025
1448000_at,Cdca3,14793
1448001_x_at,Cdca3,14793
1448002_x_at,2610001J05Rik,66520
1448003_at,1810043H04Rik,208501
1448005_at,Sash1,70097
1448006_at,Zc3h7b,20286
1448007_at,Baz2b,407823
1448008_at,Ankhd1,108857
1448009_at,Uggt1,320011
1448010_at,A430104N18Rik /// Mir142,78591 /// 387160
1448011_at,Vps13c,320528
1448012_at,C76336,97783
1448013_at,Usp24,329908
1448014_s_at,Usp24,329908
1448015_at,Dzip3,224170
1448016_at,Sass6,72776
1448017_at,Ubap2l,74383
1448018_at,,
1448019_at,Taok3,330177
1448020_at,Rap1a,109905
1448021_at,Fam46c,74645
1448022_at,,
1448023_at,Kalrn,545156
1448024_at,Npr3,18162
1448025_at,LOC100038947 /// Sirpb1a /// Sirpb1b,320832 /// 668101 /// 100038947
1448026_at,Chd7,320790
1448027_at,Ncoa3,17979
1448028_at,Tbc1d24,224617
1448029_at,Tbx3,21386
1448030_at,LOC102640359,102640359
1448031_at,Gnao1,14681
1448032_at,Azi2,27215
1448033_at,Tatdn1,69694
1448034_at,Inca1,103844
1448037_at,,
1448038_at,1810021B22Rik,69120
1448039_at,E430024I08Rik,622175
1448040_at,Tfpt,69714
1448041_at,LOC102640476 /// Rnf2,19821 /// 102640476
1448042_s_at,Rnf2,19821
1448043_x_at,LOC102640476 /// Rnf2,19821 /// 102640476
1448044_a_at,Gm10658,100038566
1448045_at,Gm10658,100038566
1448046_at,,
1448047_at,,
1448048_at,Nmrk1,225994
1448049_at,Jmjd1c,108829
1448050_s_at,Map4k4,26921
1448051_at,,
1448052_at,Cgnl1,68178
1448053_at,B4galt3,57370
1448054_at,Ing4,28019
1448055_at,Fndc7,320181
1448056_at,Huwe1,59026
1448057_at,,
1448058_s_at,Bub3,12237
1448059_at,Mipol1,73490
1448060_at,Sema6d,214968
1448061_at,Msr1,20288
1448062_at,Stk11,20869
1448063_at,Iqsec2,245666
1448064_at,,
1448065_at,Ppox,19044
1448066_at,LOC552909,552909
1448067_at,Slc25a48,328258
1448068_at,Soat1,20652
1448069_at,Tm4sf1,17112
1448070_at,Xpo1,103573
1448071_at,,
1448072_at,2010010I01Rik,109010
1448073_at,Image:619641,541456
1448074_at,Rln1,19773
1448075_at,AA408251,103079
1448076_at,Ctr9,22083
1448078_at,C76533,98134
1448079_at,Rnf166,68718
1448080_at,Gm2788,100040465
1448081_at,Colq,382864
1448082_at,,
1448083_at,Nalcn,338370
1448085_at,D5Ertd102e,52194
1448086_at,D1Ertd164e,52105
1448088_at,C78228,97230
1448089_at,D4Ertd58e,52054
1448090_at,,
1448091_at,D15Ertd50e,52193
1448092_x_at,Serpina4-ps1,321018
1448093_s_at,C77405,98108
1448094_at,Gm5914 /// LOC102636686,546100 /// 102636686
1448095_at,,
1448096_at,,
1448097_at,,
1448098_at,AA517545,101456
1448099_at,Smim22,432995
1448100_at,4833439L19Rik,97820
1448101_s_at,Trim27,19720
1448102_a_at,Wdr61,66317
1448103_s_at,Nono,53610
1448104_at,Aldh6a1,104776
1448105_at,Prm2,19119
1448106_at,Necap1,67602
1448107_x_at,Klk1,16612
1448108_at,Serinc1,56442
1448109_a_at,Gm15772 /// Rpl26,19941 /// 100034726
1448110_at,Sema4a,20351
1448111_at,Ctps2,55936
1448112_at,Gm12338,654359
1448113_at,Stmn1,16765
1448114_a_at,Trmt2a,15547
1448115_at,Trmt2a,15547
1448116_at,Uba1,22201
1448117_at,Kitl,17311
1448118_a_at,Ctsd,13033
1448119_at,Bpgm,12183
1448120_at,Gdf9,14566
1448121_at,Wbp2,22378
1448122_at,Tcp1,21454
1448123_s_at,Tgfbi,21810
1448124_at,Gusb,110006
1448125_at,Rit2,19762
1448126_at,Fam60a,56306
1448127_at,Rrm1,20133
1448128_at,Ctsa,19025
1448129_at,Arpc5,67771
1448130_at,Fdft1,14137
1448131_at,Mfn2,170731
1448132_at,Slc19a1,20509
1448133_at,Nmd3,97112
1448134_at,Pald1,27355
1448135_at,Atf4,11911
1448136_at,Enpp2,18606
1448137_at,Aldh7a1,110695
1448138_at,Ppp2r4,110854
1448139_at,Mlc1,170790
1448140_at,Ciapin1,109006
1448141_at,Rrp7a,74778
1448142_x_at,Gm15483 /// LOC102642137 /// Rps13 /// Rps13-ps4,68052 /// 628061 /// 100043695 /// 102642137
1448143_at,Aldh2,11669
1448144_at,Hnrnpab,15384
1448145_at,Wwp2,66894
1448146_at,Wwp2,66894
1448147_at,Tnfrsf19,29820
1448148_at,Grn,14824
1448149_at,Ctnna1,12385
1448150_at,Nup62,18226
1448151_at,Elavl1,15568
1448152_at,Igf2,16002
1448153_at,Cox5a,12858
1448154_at,Ndrg2,29811
1448155_at,Pdcd6ip,18571
1448156_at,Tff1,21784
1448157_s_at,Gm5621 /// Rpl10,110954 /// 434434
1448158_at,Sdc1,20969
1448159_at,Rab7,19349
1448160_at,Lcp1,18826
1448161_a_at,Clcn4-2,12727
1448162_at,Vcam1,22329
1448163_at,Gnpda1,26384
1448164_at,Klhdc3,71765
1448165_at,Casp2,12366
1448166_a_at,Psmb1,19170
1448167_at,Ifngr1,15979
1448168_a_at,Spt1,20770
1448169_at,Krt18,16668
1448170_at,Siah2,20439
1448171_at,Siah2,20439
1448172_at,Mdh1,17449
1448173_a_at,Top3b,21976
1448174_at,Cul1,26965
1448175_at,Ehd1,13660
1448176_a_at,Hnrnpk,15387
1448177_at,Tap1,21354
1448178_a_at,Cct3,12462
1448179_at,Usmg5,66477
1448180_a_at,Hn1,15374
1448181_at,Klf15,66277
1448182_a_at,Cd24a,12484
1448183_a_at,Hif1a,15251
1448184_at,Fkbp1a,14225
1448185_at,Herpud1,64209
1448186_at,Pnliprp2,18947
1448187_at,Pold1,18971
1448188_at,Ucp2,22228
1448189_a_at,Flii,14248
1448190_at,Mrpl33,66845
1448191_at,Plk1,18817
1448192_s_at,Prps1 /// Prps1l3,19139 /// 328099
1448193_at,Cdip1,66626
1448194_a_at,H19 /// Mir675,14955 /// 735280
1448195_at,Taf5l,102162
1448196_at,Mat2b,108645
1448197_at,Ceacam11,66996
1448198_a_at,Ndufb8,67264
1448199_at,Ankrd10,102334
1448200_at,Tcn2,21452
1448201_at,Sfrp2,20319
1448202_x_at,Prelid1,66494
1448203_at,Atp5l,27425
1448204_at,Sav1,64010
1448205_at,Ccnb1 /// Gm5593,268697 /// 434175
1448206_at,Psma2,19166
1448207_at,Lasp1,16796
1448208_at,Smad1,17125
1448209_a_at,Slc22a17,59049
1448210_at,Rab1,19324
1448211_at,Atp6v0e2,76252
1448212_at,Psmg2,107047
1448213_at,Anxa1,16952
1448214_at,Pdhb,68263
1448215_a_at,Dpp3,75221
1448216_at,Syngr3,20974
1448217_a_at,Rpl27,19942
1448218_s_at,Ywhaz,22631
1448219_a_at,Ywhaz,22631
1448220_at,Ctrb1,66473
1448221_at,Ddx39b,53817
1448222_x_at,Cox8a,12868
1448223_at,Fto,26383
1448224_at,Tfam,21780
1448225_at,Gpaa1,14731
1448226_at,Rrm2,20135
1448227_at,Grb7,14786
1448228_at,Lox,16948
1448229_s_at,Ccnd2,12444
1448230_at,Usp10,22224
1448231_at,Fkbp5,14229
1448232_x_at,Gm6682 /// Tuba1c,22146 /// 626534
1448233_at,Prnp,19122
1448234_at,Dnajb6,23950
1448235_s_at,4932431P20Rik /// Gm21596 /// Gm6115 /// Hmgb1,15289 /// 114675 /// 619937 /// 100862258
1448236_at,Rdx,19684
1448237_x_at,Ldhb,16832
1448238_at,2700060E02Rik,68045
1448239_at,Hmox1,15368
1448240_at,Mbtps1,56453
1448241_at,Gm2a,14667
1448242_at,Sec61a1,53421
1448243_at,Napa,108124
1448244_at,Lypla1,18777
1448245_at,Rpsa,16785
1448246_at,Hdac1,433759
1448247_at,Bcl7b,12054
1448248_at,Crk,12928
1448249_at,Gpd1,14555
1448250_at,Clmp,71566
1448251_at,Clmp,71566
1448252_a_at,Eef1b2,55949
1448253_at,Glud1,14661
1448254_at,Ptn,19242
1448255_a_at,Surf4,20932
1448256_at,Gosr1,53334
1448257_at,Slc29a2,13340
1448258_a_at,Spcs1,69019
1448259_at,Fstl1,14314
1448260_at,Uchl1,22223
1448261_at,Cdh1,12550
1448262_at,Psmb2,26445
1448263_a_at,Cndp2,66054
1448264_a_at,Eif3i,54709
1448265_x_at,Mpzl2,14012
1448266_at,Edf1 /// Gm11964,59022 /// 665181
1448267_at,Stx5a,56389
1448268_at,Tmed9,67511
1448269_a_at,Klhl13,67455
1448270_at,Ddx21,56200
1448271_a_at,Ddx21,56200
1448272_at,Btg2,12227
1448273_at,Gss,14854
1448274_at,C1qbp,12261
1448275_at,Tmem19,67226
1448276_at,Tspan4,64540
1448277_at,Pold2,18972
1448278_at,Xab2,67439
1448279_at,Arpc3,56378
1448280_at,Syp,20977
1448281_a_at,Cela2a,13706
1448282_at,Plrg1,53317
1448283_a_at,Uba2,50995
1448284_a_at,Ndufc1,66377
1448285_at,Rgs4,19736
1448286_at,Hsd17b10,15108
1448287_at,Polr1d,20018
1448288_at,Nfib,18028
1448289_at,Crmp1,12933
1448290_at,Reg3b,18489
1448291_at,Mmp9,17395
1448292_at,Uqcr11,66594
1448293_at,Ebf1,13591
1448294_at,Gm9861 /// Litaf,56722 /// 545182
1448295_at,Med10,28077
1448296_x_at,Tuba3a /// Tuba3b,22144 /// 22147
1448297_a_at,Tnk2,51789
1448298_at,Tnk2,51789
1448299_at,Slc1a1,20510
1448300_at,Mgst3,66447
1448301_s_at,Serpinb1a,66222
1448302_at,Kctd20,66989
1448303_at,Gpnmb,93695
1448304_a_at,Rab6a,19346
1448305_at,Rab6a,19346
1448306_at,Nfkbia,18035
1448307_at,Psmg1,56088
1448308_at,Ap3m1,55946
1448309_at,Ap3m1,55946
1448310_at,Ick,56542
1448311_at,Usp5,22225
1448312_at,Pcsk2,18549
1448313_at,Tpp1,12751
1448314_at,Cdk1,12534
1448315_a_at,Pycr2,69051
1448316_at,Cmtm3,68119
1448317_at,Tmem128,66309
1448318_at,Plin2,11520
1448319_at,Akr1b3 /// Gm6644,11677 /// 626009
1448320_at,Stim1,20866
1448321_at,Smoc1,64075
1448322_a_at,Cox4i1,12857
1448323_a_at,Bgn,12111
1448324_at,Rnps1,19826
1448325_at,Ppp1r15a,17872
1448326_a_at,Crabp1,12903
1448327_at,Actn2,11472
1448328_at,Sh3bp2,24055
1448329_at,Adam3,11497
1448330_at,Gstm1,14862
1448331_at,Ndufb7,66916
1448332_at,Pex19,19298
1448333_at,Adprh,11544
1448334_a_at,Ccni,12453
1448335_s_at,Ccni,12453
1448336_at,Drg1,13494
1448337_at,Uqcc1,56046
1448338_at,Cpq,54381
1448339_at,Tmem30a,69981
1448340_at,Tmem30a,69981
1448341_a_at,Stxbp2,20911
1448342_at,Mapk10,26414
1448343_a_at,Nbr1,17966
1448344_at,Gm21571 /// Rps12 /// Rps12-ps10 /// Rps12-ps11 /// Rps12-ps12 /// Rps12-ps13 /// Rps12-ps14 /// Rps12-ps15 /// Rps12-ps16 /// Rps12-ps18 /// Rps12l2,20042 /// 434843 /// 626048 /// 665463 /// 665522 /// 665579 /// 665611 /// 670832 /// 671641 /// 100038969 /// 100862223
1448345_at,Tomm34,67145
1448346_at,Cfl1,12631
1448347_a_at,Caprin1,53872
1448348_at,Caprin1,53872
1448349_at,Vapa,30960
1448350_at,Asl,109900
1448351_at,Coro1b,23789
1448352_at,Luzp1,269593
1448353_x_at,Rpn1,103963
1448354_at,G6pdx,14381
1448355_at,Prss16,54373
1448356_at,Ube2d2a,56550
1448357_at,Snrpg,68011
1448358_s_at,Snrpg,68011
1448359_a_at,Higd1a,56295
1448360_s_at,Angel2,52477
1448361_at,Ttc3,22129
1448362_at,Dnajc7,56354
1448363_at,Yap1,22601
1448364_at,Ccng2,12452
1448365_at,Exosc7,66446
1448366_at,Stx1a,20907
1448367_at,Sdf4,20318
1448368_at,Dctn6,22428
1448369_at,Pola2,18969
1448370_at,Ulk1,22241
1448371_at,Mylpf,17907
1448372_a_at,Cnpy2,56530
1448373_at,Mrpl18,67681
1448374_at,Med28,66999
1448375_at,Tm9sf3,107358
1448376_at,Wrnip1,78903
1448377_at,Slpi,20568
1448378_at,Fscn1,14086
1448379_at,Pot1a,101185
1448380_at,Lgals3bp,19039
1448381_at,Gfm1,28030
1448382_at,Ehhadh,74147
1448383_at,Mmp14,17387
1448384_at,Pofut2,80294
1448385_at,Slc15a4,100561
1448386_a_at,Wap,22373
1448387_at,Gm9840 /// Rbx1,56438 /// 100043674
1448388_a_at,Sptssa,104725
1448389_at,Wdr5,140858
1448390_a_at,Dhrs3,20148
1448391_at,Rab9,56382
1448392_at,Sparc,20692
1448393_at,Cldn7,53624
1448394_at,Myl2,17906
1448395_at,Sfrp1,20377
1448396_at,Tmem131,56030
1448397_at,Gjb6,14623
1448398_s_at,Rpl22,19934
1448399_at,Tax1bp1,52440
1448400_a_at,Smarcd2,83796
1448401_at,Smarcd2,83796
1448402_at,Tln1,21894
1448403_at,Lars,107045
1448404_at,Scamp2,24044
1448405_a_at,Eid1,58521
1448406_at,Eid1,58521
1448407_at,4632428N05Rik,74048
1448408_at,Hps1,192236
1448409_at,Lrmp,16970
1448410_at,Ube4b,63958
1448411_at,Wfs1,22393
1448412_a_at,Tsc22d4,78829
1448413_at,2410016O06Rik,71952
1448414_at,Rad1,19355
1448415_a_at,Sema3b,20347
1448416_at,Mgp,17313
1448417_at,Ninj1,18081
1448418_s_at,Dcaf11,28199
1448419_at,Pop4,66161
1448420_a_at,Fbxl12,30843
1448421_s_at,Aspn,66695
1448422_at,Tmed4,103694
1448423_at,Tmed4,103694
1448424_at,Frzb,20378
1448425_at,Eif3a,13669
1448426_at,Sardh,192166
1448427_at,Ndufa6,67130
1448428_at,Nbl1,17965
1448429_at,Gyg,27357
1448430_a_at,Naca,17938
1448431_at,Asb6,72323
1448432_at,Plcd1,18799
1448433_a_at,Pcolce,18542
1448434_at,Rnf103,22644
1448435_at,Med15,94112
1448436_a_at,Irf1,16362
1448437_a_at,Gtpbp2,56055
1448438_at,Derl2,116891
1448439_at,D17Wsu104e,28106
1448440_x_at,D17Wsu104e,28106
1448441_at,Cks1b,54124
1448442_a_at,Psma3,19167
1448443_at,Serpini1,20713
1448444_at,Rpe,66646
1448445_at,Acp6,66659
1448446_at,Deaf1,54006
1448447_at,Vps28,66914
1448448_a_at,Chkb,12651
1448449_at,Ripk3,56532
1448450_at,Ak2,11637
1448451_at,Ak2,11637
1448452_at,Irf8,15900
1448453_at,Hsd3b1,15492
1448454_at,Srsf6,67996
1448455_at,Cln8,26889
1448456_at,Cln8,26889
1448457_at,Krt71,56735
1448458_at,Top2b,21974
1448459_at,Kcnip1,70357
1448460_at,Acvr1,11477
1448461_a_at,Thoc7,66231
1448462_at,Gm5806 /// Gm9855 /// Tdg,21665 /// 545124 /// 624784
1448463_at,4933434E20Rik /// Gm7664,99650 /// 665503
1448464_at,Ykt6,56418
1448465_at,Nipsnap1,18082
1448466_at,Cdca5,67849
1448467_a_at,Ehbp1l1,114601
1448468_a_at,Kcnab1,16497
1448469_at,Nid1,18073
1448470_at,Fbp1,14121
1448471_a_at,Ctla2a,13024
1448472_at,Vars,22321
1448473_at,Bub3,12237
1448474_at,Nek7,59125
1448475_at,Olfml3,99543
1448476_at,Nap1l4,17955
1448477_at,Chst12,59031
1448478_at,Med20,56771
1448479_at,Psmd3,22123
1448480_at,Nip7,66164
1448481_at,Neu1,18010
1448482_at,Slc39a8,67547
1448483_a_at,Ndufb2,68198
1448484_at,Amd1,11702
1448485_at,Ggt1,14598
1448486_at,Mut,17850
