ID,Gene Symbol,ENTREZ_GENE_ID
1426870_at,Fbxo33,70611
1426871_at,Fbxo33,70611
1426872_at,Fcgbp,215384
1426873_s_at,Jup,16480
1426874_at,Edc4,234699
1426875_s_at,Srxn1,76650
1426876_at,Pm20d1,212933
1426877_a_at,Pbrm1,66923
1426878_at,Pbrm1,66923
1426879_at,Trmt1l,98685
1426880_at,Etl4,208618
1426881_at,Ube3c,100763
1426882_at,Ube3c,100763
1426883_at,Slc25a45,107375
1426884_at,Rmnd5a,68477
1426885_a_at,Cdk2ap1,13445
1426886_at,Cln5,211286
1426887_at,Nudt10 /// Nudt11,58242 /// 102954
1426888_at,Ehmt2,110147
1426889_at,Zfp821,75871
1426890_a_at,Rpap1,68925
1426891_at,Rpap1,68925
1426892_at,Utrn,22288
1426893_at,Fam102a,98952
1426894_s_at,Fam102a,98952
1426895_at,Zfp191,59057
1426896_at,Zfp191,59057
1426897_at,Rcc2,108911
1426898_at,Tab1,66513
1426899_at,Tbc1d23,67581
1426900_at,Jmjd1c,108829
1426901_s_at,Camta2,216874
1426902_at,Coq6,217707
1426903_at,Fndc3a,319448
1426904_s_at,Dnajc10,66861
1426905_a_at,Dnajc10,66861
1426906_at,Mndal,100040462
1426907_s_at,Dhx57,106794
1426908_at,Galnt7,108150
1426909_at,Uck2,80914
1426910_at,Pawr,114774
1426911_at,Dsc2,13506
1426912_at,Rfwd2,26374
1426913_at,Lss,16987
1426914_at,Marveld2,218518
1426915_at,Dapk1,69635
1426916_at,Scrn3,74616
1426917_s_at,Scrn3,74616
1426918_at,Itgb1,16412
1426919_at,Itgb1,16412
1426920_x_at,Itgb1,16412
1426921_at,Abcf1,224742
1426922_s_at,Agfg1,15463
1426923_at,Agfg1,15463
1426924_at,Rc3h2,319817
1426925_at,Rc3h2,319817
1426926_at,Plcg2,234779
1426927_at,Ap3b2,11775
1426928_at,Ccdc93,70829
1426929_at,Celf4,108013
1426930_at,Celf4,108013
1426931_s_at,D19Bwg1357e,52874
1426932_at,D19Bwg1357e,52874
1426933_at,Oxsr1,108737
1426934_at,Nhsl1,215819
1426935_at,6330590E21Rik,76195
1426936_at,BC005512 /// F630007L15Rik /// Gm6958,192885 /// 629242 /// 641366
1426937_at,Medag,70717
1426938_at,Nova1,664883
1426939_at,Tsr2,69499
1426940_at,Sidt2,214597
1426941_at,Muc15,269328
1426942_at,Aim1,11630
1426943_at,Ints1,68510
1426944_at,Fbxw8,231672
1426945_at,Ipo5,70572
1426946_at,Ipo5,70572
1426947_x_at,Col6a2,12834
1426948_at,Tpr,108989
1426949_s_at,Tpr,108989
1426950_at,Parp16,214424
1426951_at,Crim1,50766
1426952_at,Arhgap18,73910
1426953_at,Hmgxb4,70823
1426954_at,Trim33,94093
1426955_at,Col18a1,12822
1426956_a_at,Trp53bp1,27223
1426957_at,Trp53bp1,27223
1426958_at,Rps9,76846
1426959_at,Bdh1,71911
1426960_a_at,Fa2h,338521
1426961_at,Phf20,228829
1426962_at,Phf20,228829
1426963_at,Pacs2,217893
1426964_at,Abracl /// Gm6314,73112 /// 622335
1426965_at,Rap2a,76108
1426966_at,Axin1,12005
1426967_at,Axin1,12005
1426968_a_at,Rdh10,98711
1426969_at,Trim23,81003
1426970_a_at,Uba7,74153
1426971_at,Uba7,74153
1426972_at,Sec24d,69608
1426973_at,Gpr153,100129
1426974_at,Os9,216440
1426975_at,Os9,216440
1426976_at,Usp47,74996
1426977_at,Usp47,74996
1426978_at,Klhl2,77113
1426979_at,Mlxip,208104
1426980_s_at,E130012A19Rik,103551
1426981_at,Pcsk6,18553
1426982_at,Flywch1,224613
1426983_at,Fnbp1,14269
1426984_at,2310067B10Rik,71947
1426985_s_at,Fam76b,72826
1426986_at,Fam76b,72826
1426987_at,5430417L22Rik,100043272
1426988_at,Klhl42,232539
1426989_at,Clstn3,232370
1426990_at,Cubn,65969
1426991_at,Pcnxl4,67708
1426992_at,Xpr1,19775
1426993_at,Xpr1,19775
1426994_at,Phlpp1,98432
1426995_a_at,Gfer,11692
1426996_at,Fam83h,105732
1426997_at,Thra,21833
1426998_at,Zfand3,21769
1426999_at,Zc3h14,75553
1427000_at,Hnf4a,15378
1427001_s_at,Hnf4a,15378
1427002_s_at,Arsg,74008
1427003_at,Ppp2r5c,26931
1427004_at,Fbxo2,230904
1427005_at,Plk2,20620
1427006_at,Rapgef1,107746
1427007_at,Sash3,74131
1427008_at,Rnf43,207742
1427009_at,Lama5,16776
1427010_s_at,Lama5,16776
1427011_a_at,Lancl1,14768
1427012_at,Lancl1,14768
1427013_at,Car9,230099
1427014_at,Dennd4b,229541
1427015_at,Nckap5l,380969
1427016_at,4932438A13Rik,229227
1427017_at,Satb2,212712
1427018_at,Tsnaxip1,72236
1427019_at,Ptprz1,19283
1427020_at,Scara3,219151
1427021_s_at,Fth1,14319
1427022_at,Ddx42,72047
1427023_at,Phyhipl,70911
1427024_at,Slain2,75991
1427025_at,Mtmr7,54384
1427026_at,Myh4,17884
1427027_a_at,Gtf3a,66596
1427028_at,Lgr6,329252
1427029_at,Htra3,78558
1427030_at,Spice1,212514
1427031_s_at,Spice1,212514
1427032_at,Herc4,67345
1427033_at,Dnmbp,71972
1427034_at,Ace,11421
1427035_at,Slc39a14,213053
1427036_a_at,Eif4g1,208643
1427037_at,Eif4g1,208643
1427038_at,Penk,18619
1427039_at,Epn1,13854
1427040_at,Mdfic,16543
1427041_at,Themis2,230787
1427042_at,Mal2,105853
1427043_s_at,Enox2,209224
1427044_a_at,Amph,218038
1427045_at,Synpo,104027
1427046_at,Grhl2,252973
1427047_at,Nup188,227699
1427048_at,Smo,319757
1427049_s_at,Smo,319757
1427050_at,Txndc16,70561
1427051_at,Tnks1bp1,228140
1427052_at,Acacb,100705
1427053_at,Abi3bp,320712
1427054_s_at,Abi3bp,320712
1427055_at,Them4,75778
1427056_at,Adamts15,235130
1427057_at,Nt5dc3,103466
1427058_at,Eif4a1,13681
1427059_at,Tmem184b,223693
1427060_at,Mapk3,26417
1427061_at,Rbbp8,225182
1427062_at,Rbbp8,225182
1427063_at,5330417C22Rik,229722
1427064_a_at,Scrib,105782
1427065_at,Gid4,66771
1427066_a_at,Gid4,66771
1427067_at,Gid4,66771
1427068_x_at,Gid4,66771
1427069_at,Fbxo28,67948
1427070_at,Snx21,101113
1427071_at,Fbxo42,213499
1427072_at,Stard8,236920
1427073_at,Lace1,215951
1427074_at,Pcmtd2,245867
1427075_s_at,Pcmtd2,245867
1427076_at,Mpeg1,17476
1427077_a_at,Ap2b1,71770
1427078_at,Snx19,102607
1427079_at,Mapre3,100732
1427080_at,Tti1,75425
1427081_at,A630072M18Rik,320770
1427082_at,Sdr42e1,74032
1427083_a_at,Map4k5,399510
1427084_a_at,Map4k5,399510
1427085_at,Rpp25l,69961
1427086_at,,
1427087_at,Luc7l2,192196
1427088_at,Ccnt2,72949
1427089_at,Ccnt2,72949
1427090_at,Gm15583 /// Zbed4,223773 /// 100043240
1427091_at,Znfx1,98999
1427092_at,Insl3 /// Jak3,16336 /// 16453
1427093_at,Zfp707,69020
1427094_at,Pole2,18974
1427095_at,Cdcp1,109332
1427096_s_at,Ssr4,20832
1427097_at,Wwp1,107568
1427098_at,Wwp1,107568
1427099_at,Maz,17188
1427100_at,Metrn,70083
1427101_at,Metrn,70083
1427102_at,Slfn4,20558
1427103_at,Plekho2,102595
1427104_at,Zfp612,234725
1427105_at,Cenpn,72155
1427106_at,Zbtb3,75291
1427107_at,Slc16a11,216867
1427108_at,9530068E07Rik,213673
1427109_at,Tmem259,216157
1427110_at,Raver1,71766
1427111_s_at,Raver1 /// Raver1-fdx1l,71766 /// 100568458
1427112_at,Ttl,69737
1427113_s_at,Ttl,69737
1427114_at,Ttc19,72795
1427115_at,Myh3,17883
1427116_at,Setd1a,233904
1427117_at,Mtmr3,74302
1427118_at,5430421N21Rik,100126226
1427119_at,Spink4,20731
1427120_at,Zfp26,22688
1427121_at,Fbxo4,106052
1427122_at,Copg2os2,100044236
1427123_s_at,Copg2os2,100044236
1427124_at,4932416H05Rik,654409
1427125_s_at,Lrrc41,230654
1427126_at,Hspa1b,15511
1427127_x_at,Hspa1b,15511
1427128_at,Ptpn23,104831
1427129_a_at,Hnrnpr,74326
1427130_x_at,Tbata,65971
1427131_s_at,Lrrc58,320184
1427132_at,Sbf2,319934
1427133_s_at,Lrp2,14725
1427134_at,Srek1,218543
1427135_at,Srek1,218543
1427136_s_at,Srek1,218543
1427137_at,Ces2e,234673
1427138_at,Ccdc88c,68339
1427139_at,Adamts10,224697
1427140_at,Pvt1,19296
1427141_at,2700099C18Rik,77022
1427142_s_at,Kdm5b,75605
1427143_at,Kdm5b,75605
1427144_at,Hnrnpll,72692
1427145_at,Iqsec1,232227
1427146_at,Carns1,107239
1427147_at,Mms22l,212377
1427148_at,Pja2,224938
1427149_at,Plekha6,240753
1427150_at,Kmt2c,231051
1427151_at,Qser1,99003
1427152_at,Qser1,99003
1427153_at,Bckdhb,12040
1427154_at,Krt2,16681
1427155_at,Fchsd1,319262
1427156_s_at,Ascc2,75452
1427157_at,Ccdc85a,216613
1427158_at,Mrps30,59054
1427159_at,Pcf11,74737
1427160_at,Pcf11,74737
1427161_at,Cenpf,108000
1427162_a_at,Elk4,13714
1427163_at,Ubr2,224826
1427164_at,Il13ra1,16164
1427165_at,Il13ra1,16164
1427166_a_at,Spg7,234847
1427167_at,Armcx4,100503043
1427168_a_at,Col14a1,12818
1427169_at,Pard3b,72823
1427170_at,Psma8,73677
1427171_at,Rlf,109263
1427172_at,Ofd1,237222
1427173_a_at,Mrps33,14548
1427174_at,0610010B08Rik /// Gm14308 /// Gm14325 /// Gm14326 /// Gm14430 /// Gm14432 /// Gm14434 /// Gm4724 /// Gm6710 /// LOC102639412 /// LOC628147,329575 /// 626832 /// 627914 /// 628147 /// 665211 /// 668030 /// 668039 /// 100039060 /// 100043381 /// 100043915 /// 102639412
1427175_at,Syne4,233066
1427176_s_at,Syne4,233066
1427177_at,Fyco1,17281
1427178_at,Tmc4,353499
1427179_at,Krt33b,16671
1427180_at,Slc27a3,26568
1427181_at,Ldlrad4,52662
1427182_s_at,Ldlrad4,52662
1427183_at,Efemp1,216616
1427184_at,Tcrb-J,21580
1427185_at,Mef2a,17258
1427186_a_at,Mef2a,17258
1427187_at,B3gntl1,210004
1427188_at,Arih1,23806
1427189_at,Arih1,23806
1427190_at,Appl1,72993
1427191_at,Npr2,230103
1427192_a_at,Brd8,78656
1427193_at,Brd8,78656
1427194_a_at,Ercc8,71991
1427195_at,Slc26a2,13521
1427196_at,Wnk4,69847
1427197_at,Atr,245000
1427198_at,BC022960,237246
1427199_at,Fryl,72313
1427200_at,Zranb1,360216
1427201_at,Mustn1,66175
1427202_at,Mettl20,320204
1427203_at,Myo15b,217328
1427204_at,Rd3,74023
1427205_x_at,Cep112,76380
1427206_at,Afg3l2,69597
1427207_s_at,Afg3l2,69597
1427208_at,Zfp451,98403
1427209_at,Baz2a,116848
1427210_at,Baz2a,116848
1427211_at,Krtap8-1,16703
1427212_at,Mapkap1,227743
1427213_at,Pfkfb1,18639
1427214_at,Agmat,75986
1427215_at,Acsm2,233799
1427216_at,Ifnz,319146
1427217_at,Zfp455,218311
1427218_at,Klhl11,217194
1427219_at,,
1427220_a_at,Svs5,20944
1427221_at,Slc6a20a,102680
1427222_a_at,Svs4,20941
1427223_a_at,Acsm2,233799
1427224_at,Acsm2,233799
1427225_at,Epn2,13855
1427226_at,Epn2,13855
1427227_at,Gabrg1,14405
1427228_at,Palld,72333
1427229_at,Hmgcr,15357
1427230_at,B930041F14Rik,230991
1427231_at,Robo1,19876
1427232_at,Tshz1,110796
1427233_at,Tshz1,110796
1427234_at,Vangl1,229658
1427235_at,Kdm6a,22289
1427236_a_at,Kmt2e,69188
1427237_at,2410015M20Rik,224904
1427238_at,Fbxo15,50764
1427239_at,Ift122,81896
1427240_at,Dock6,319899
1427241_at,Papolg,216578
1427242_at,Ddx4,13206
1427243_at,Rell1,100532
1427244_at,Trappc12,217449
1427245_at,Arfgap1,228998
1427246_at,Magi1,14924
1427247_at,D3Bwg0562e,229791
1427248_at,Nelfa,24116
1427249_x_at,Mup3,17842
1427250_at,Atp2a2,11938
1427251_at,Atp2a2,11938
1427252_at,Dmrtb1,56296
1427253_s_at,Suz12,52615
1427254_at,Zfp445,235682
1427255_s_at,Zfp445,235682
1427256_at,Vcan,13003
1427257_at,Vcan,13003
1427258_at,Trim24,21848
1427259_at,Trim24,21848
1427260_a_at,Tpm3,59069
1427261_at,Wwc1,211652
1427262_at,Xist,213742
1427263_at,Xist,213742
1427264_at,Crygb,12965
1427265_at,Bcr,110279
1427266_at,Pbrm1,66923
1427267_at,Tnrc18,231861
1427268_at,Flg,14246
1427269_at,Srsf11,69207
1427270_a_at,Bsdc1,100383
1427271_at,Zbtb44,235132
1427272_at,Zbtb44,235132
1427273_at,Rnf214,235315
1427274_at,Rnf214,235315
1427275_at,Smc4,70099
1427276_at,Smc4,70099
1427277_at,Six1,20471
1427278_at,Clip4,78785
1427279_at,Clip4,78785
1427280_at,Scn2a1,110876
1427281_at,Scn2a1,110876
1427282_a_at,Fxn,14297
1427283_at,Kmt2a,214162
1427284_a_at,Ttpa,50500
1427285_s_at,Malat1,72289
1427286_at,Rbfox3,52897
1427287_s_at,Itpr2,16439
1427288_at,Apba2,11784
1427289_at,Ddhd1,114874
1427290_at,Krt81,64818
1427291_at,Sycp1,20957
1427292_at,Iglv1,16142
1427293_a_at,Auts2,319974
1427294_a_at,Slc38a10,72055
1427295_at,Slc38a10,72055
1427296_at,Fam120a,218236
1427297_at,Mrpl9,78523
1427298_at,Dnm3os /// Mir214,387210 /// 474332
1427299_at,Rps6ka3,110651
1427300_at,Lhx8,16875
1427301_at,Cd48,12506
1427302_at,Enpp3,209558
1427303_at,Enpp3,209558
1427304_at,Vps18,228545
1427305_at,Piga,18700
1427306_at,Ryr1,20190
1427307_a_at,Dab1,13131
1427308_at,Dab1,13131
1427309_at,Pars2,230577
1427310_at,Bptf,207165
1427311_at,Bptf,207165
1427312_at,Cmya5,76469
1427313_at,Ptgir,19222
1427314_at,Tmed7,66676
1427315_at,Tmed7,66676
1427316_s_at,Brat1,231841
1427317_at,Kin,16588
1427318_s_at,Myof,226101
1427319_at,A230046K03Rik,319277
1427320_at,Copg2os2,100044236
1427321_s_at,Cxadr,13052
1427322_at,Brwd1,93871
1427323_s_at,Wipi1,52639
1427324_at,Tmem120b,330189
1427325_s_at,Akna,100182
1427326_at,Simc1,319719
1427327_at,Pilra,231805
1427328_a_at,Clasp2,76499
1427329_a_at,Ighm,16019
1427330_at,Cars,27267
1427331_at,Adora1,11539
1427332_at,Med19,381379
1427333_s_at,Scaf4,224432
1427334_s_at,2810474O19Rik,67246
1427335_at,AK030979 /// Tmem260,218989
1427336_at,Aldh8a1,237320
1427337_at,Aldh8a1,237320
1427338_at,Crocc,230872
1427339_at,Slc30a2,230810
1427340_at,Rgs6,50779
1427341_at,Bbs9,319845
1427342_at,Fastkd1,320720
1427343_at,Rasd2,75141
1427344_s_at,Rasd2,75141
1427345_a_at,Sult1a1,20887
1427346_at,Gm10439 /// Gm15080 /// Gm15085 /// Gm15093 /// Gm15107 /// Gm15114 /// Gm15128 /// Luzp4 /// Ott,18422 /// 382243 /// 434863 /// 434864 /// 434865 /// 666184 /// 100034729 /// 100039890 /// 100039934
1427347_s_at,Tubb2a,22151
1427348_at,Zc3h12a,230738
1427349_x_at,Zfp931,353208
1427350_a_at,Gtpbp6,107999
1427351_s_at,Ighm,16019
1427352_at,Krt79,223917
1427353_at,Clasp1,76707
1427354_at,Hoxa4,15401
1427355_at,Calca,12310
1427356_at,Fam89a,69627
1427357_at,Cda,72269
1427358_a_at,Dapk1,69635
1427359_at,Kdm7a,338523
1427360_at,4930507D05Rik,74706
1427361_at,Hoxc6,15425
1427362_x_at,Hoxc6,15425
1427363_at,,
1427364_a_at,Odc1,18263
1427365_at,Krt86,16679
1427366_at,Krtap3-1,69473
1427367_at,Efcab4a,213573
1427368_x_at,Fes,14159
1427369_at,Nlrp6,101613
1427370_at,Amdhd1,71761
1427371_at,Abca8a,217258
1427372_at,Cyp27b1,13115
1427373_at,Amigo1,229715
1427374_at,Muc3,666339
1427375_at,Trmt10a,108943
1427376_a_at,Map4k5,399510
1427377_x_at,Hsd3b3,15494
1427378_at,Krt75,109052
1427379_at,,
1427380_at,Klk1b3,18050
1427381_at,Irg1,16365
1427382_a_at,Suv39h1,20937
1427383_at,Irx6,64379
1427384_at,Chd6,71389
1427385_s_at,Actn1,109711
1427386_at,Arhgef16,230972
1427387_a_at,Itgb4,192897
1427388_at,Lrrc2,74249
1427389_at,BC021785,215928
1427390_at,Bloc1s3,232946
1427391_a_at,Col12a1,12816
1427392_at,Dscaml1,114873
1427393_at,F9,14071
1427394_at,Igf2os,111975
1427395_a_at,Aldh1a3,56847
1427396_a_at,Csde1,229663
1427397_at,Proser1,212127
1427398_at,Muc4,140474
1427399_a_at,Nxf7,170722
1427400_at,Lbx1,16814
1427401_at,Chrna5,110835
1427402_at,Polr2f,69833
1427403_at,Slco1a5,108096
1427404_x_at,Eno1 /// Eno1b,13806 /// 433182
1427405_s_at,Rab11fip5,52055
1427406_at,Trip11,109181
1427407_s_at,Trip11,109181
1427408_a_at,Thrap3,230753
1427409_at,9-Mar,216438
1427410_at,Dleu2,668253
1427411_s_at,Dleu2,668253
1427412_s_at,Rapgef6,192786
1427413_a_at,Celf1,13046
1427414_at,Prkar2a,19087
1427415_at,Fbxo43,78803
1427416_x_at,Dusp7,235584
1427417_at,Scml4,268297
1427418_a_at,Hif1a,15251
1427419_x_at,Ccr9,12769
1427420_at,Nkx6-2,14912
1427421_at,Tcp10a /// Tcp10b /// Tcp10c,21461 /// 21462 /// 100041352
1427422_at,Gm6484,624219
1427423_at,Cyb5rl,230582
1427424_at,Galnt6,207839
1427425_at,Slc25a51,230125
1427426_at,Kcnq5,226922
1427427_at,Ryr3,20192
1427428_at,Clec4g,75863
1427429_at,Csf2,12981
1427430_at,Suco,226551
1427431_at,,
1427432_a_at,Tra2b,20462
1427433_s_at,Hoxa3,15400
1427434_at,Naip6 /// Naip7,17952 /// 53880
1427435_at,,
1427436_at,Six2,20472
1427437_at,,
1427438_at,Pip4k2b,108083
1427439_s_at,Prmt5,27374
1427440_a_at,Afm,280662
1427441_a_at,Suclg2,20917
1427442_a_at,App,11820
1427443_at,,
1427444_at,Abcf1,224742
1427445_a_at,Ttn,22138
1427446_s_at,Ttn,22138
1427447_a_at,Triobp,110253
1427448_at,Rabep1,54189
1427449_a_at,Adprhl2,100206
1427450_x_at,Myo1b,17912
1427451_a_at,BC018473,193217
1427452_at,,
1427453_at,BC018473 /// BC018473,193217
1427454_at,Hoxc6,15425
1427455_x_at,Igk-V28 /// Igkc /// Igkj1 /// Igkv4-53 /// Igkv6-23 /// Igkv8-30,16071 /// 16114 /// 110759 /// 384419 /// 546213 /// 637227
1427456_at,Wdfy3,72145
1427457_a_at,Bmp1,12153
1427458_at,Bmp1,12153
1427459_at,Cpn2,71756
1427460_at,Taf4a,228980
1427461_at,BC005561,100042165
1427462_at,E2f3,13557
1427463_at,Casd1,213819
1427464_s_at,Hspa5,14828
1427465_at,Atp1a2,98660
1427466_at,Pigu,228812
1427467_a_at,Rpgr,19893
1427468_at,Ppp3cb,19056
1427469_at,Helz,78455
1427470_s_at,Napb,17957
1427471_at,Fbxl3,50789
1427472_a_at,C8b,110382
1427473_at,Gstm3,14864
1427474_s_at,Gstm3,14864
1427475_a_at,Pdlim5,56376
1427476_a_at,Trim32,69807
1427477_at,Tmprss13,214531
1427478_at,Usp12,22217
1427479_at,BB287469 /// Eif1a /// Gm4027,13664 /// 544881 /// 100042776
1427480_at,Leap2,259301
1427481_a_at,Atp1a3,232975
1427482_a_at,Car8,12319
1427483_at,Slc25a24,229731
1427484_at,Eml5,319670
1427485_at,Lmod1,93689
1427486_at,Ptprb,19263
1427487_at,Abcf2,27407
1427488_a_at,Birc6,12211
1427489_at,Itga8,241226
1427490_at,Abcb7,11306
1427491_at,Nsun6,74455
1427492_at,Pof1b,69693
1427493_at,Sclt1,67161
1427494_at,Hoxb7,15415
1427495_at,Scn7a,20272
1427496_at,Cep152,99100
1427497_at,2610015P09Rik,212153
1427498_a_at,Spag5,54141
1427499_at,Zfp81,224694
1427500_at,Spcs1,69019
1427501_at,Erich3,209601
1427502_at,Adam4,11498
1427503_at,Ighg3,380795
1427504_s_at,Srsf2,20382
1427505_a_at,Cradd,12905
1427506_at,Lrr1,69706
1427507_at,Trim17,56631
1427508_at,Arsi,545260
1427509_at,Baiap3,545192
1427510_at,Gnai1,14677
1427511_at,BC002288,
1427512_a_at,Lama3,16774
1427513_at,BC024137 /// Nudt7,67528 /// 234757
1427514_at,LOC624295,624295
1427515_at,Gsap,212167
1427516_a_at,Boc,117606
1427517_at,Boc,117606
1427518_at,Zfp930,234358
1427519_at,Adora2a,11540
1427520_a_at,Myh1,17879
1427521_a_at,Plekhs1,226245
1427522_at,Arhgap20,244867
1427523_at,Six3,20473
1427524_a_at,Mphosph8,75339
1427525_at,Cd151,12476
1427526_at,Fgfr1op2,67529
1427527_a_at,Pthlh,19227
1427528_a_at,Epha7,13841
1427529_at,Fzd9,14371
1427530_at,Bicd1,12121
1427531_a_at,Slc22a18,18400
1427532_at,Trat1,77647
1427533_at,Als2cl,235633
1427534_at,4930535I16Rik,75220
1427535_s_at,Obsl1,98733
1427536_at,Zfp125,22651
1427537_at,Eppk1,223650
1427538_at,Zfp369,170936
1427539_a_at,Zwint,52696
1427540_at,Zwint,52696
1427541_x_at,Hmmr,15366
1427542_at,Sobp,109205
1427543_s_at,Uba1y,22202
1427544_a_at,Papola,18789
1427545_at,Scml4,268297
1427546_at,Abca8b,27404
1427547_a_at,Slc26a3,13487
1427548_a_at,Clns1a,12729
1427549_s_at,Krtap16-3,71369
1427550_at,Peg10,170676
1427551_at,Usp29,57775
1427552_a_at,Gstz1,14874
1427553_at,Gm16489,628926
1427554_at,Helq,191578
1427555_at,Kmt2d,381022
1427556_at,Mylk2,228785
1427557_at,Alg12,223774
1427558_s_at,Alg12,223774
1427559_a_at,Atf2,11909
1427560_at,Six5,20475
1427561_a_at,Afm,280662
1427562_a_at,Prkca,18750
1427563_at,Dlx6as2,13397
1427564_at,Diap2,54004
1427565_a_at,Abcc5,27416
1427566_at,Wfikkn1,215001
1427567_a_at,Tpm3,59069
1427568_a_at,Ift80,68259
1427569_a_at,Utrn,22288
1427570_at,Srpr,67398
1427571_at,Shh,20423
1427572_at,,
1427573_at,Chic1,12212
1427574_s_at,Sh3d19,27059
1427575_at,Fbxw14,50757
1427576_at,Igk-V28 /// Igkv6-14 /// Igkv6-23 /// Igkv8-19,16114 /// 232065 /// 637227 /// 667881
1427577_x_at,Igk-V28 /// Igkv6-14 /// Igkv6-23 /// Igkv8-19,16114 /// 232065 /// 637227 /// 667881
1427578_a_at,Eif6,16418
1427579_at,Rhbdl3,246104
1427580_a_at,Rian,75745
1427581_at,Hic2,58180
1427582_at,Fgf6,14177
1427583_at,Rictor,78757
1427584_at,Amot,27494
1427585_at,,
1427586_at,Sema4b,20352
1427587_at,Zfp28,22690
1427588_a_at,Dtna,13527
1427589_at,8430419L09Rik,74525
1427590_at,Zfp39,22698
1427591_at,Clcn1,12723
1427592_at,Pcdh7,54216
1427593_at,Gm9798,100359411
1427594_at,Zfp697,
1427595_at,Acaca,107476
1427596_at,Tsix,22097
1427597_at,Plekhh2,213556
1427598_at,Snord116,64243
1427599_at,Boll,75388
1427600_at,,
1427601_at,Gjd4,225152
1427602_at,Dep1,170624
1427603_at,Atf7ip2,75329
1427604_a_at,Atp9a,11981
1427605_at,Hoxb3,15410
1427606_at,Usp27x,54651
1427607_at,Cacna1h,58226
1427608_a_at,Tcrg-C /// Tcrg-V1,21632
1427609_at,Sox14,20669
1427610_at,Dsp,109620
1427611_at,Ghrhr,14602
1427612_at,Defb9,246079
1427613_at,AY074887,246735
1427614_at,Pip,18716
1427615_at,Itga4,16401
1427616_at,Gm13583,100379603
1427617_at,Fut10,171167
1427618_at,Cdh9,12565
1427619_a_at,Sh3tc1,231147
1427620_at,Cul9,78309
1427621_at,,
1427622_at,Tmed8,382620
1427623_at,Herc2,15204
1427624_s_at,Il22 /// Iltifb,50929 /// 116849
1427625_a_at,Herc2,15204
1427626_at,Muc5b,74180
1427627_at,BC038268,100038756
1427628_at,Trbv13-2,100124675
1427629_at,Ptprj,19271
1427630_x_at,Ceacam1,26365
1427631_x_at,Mup3,17842
1427632_x_at,Cd55 /// Daf2,13136 /// 13137
1427633_a_at,Pappa,18491
1427634_at,Kcnh7,170738
1427635_at,Kif5a,16572
1427636_at,Tspy-ps,22109
1427637_a_at,Dsc3,13507
1427638_at,Zbtb16,235320
1427639_a_at,Nek4,23955
1427640_a_at,Runx1t1,12395
1427641_at,,
1427642_at,Trpm6,225997
1427643_at,Gm16499,100049166
1427644_at,,
1427645_a_at,Il1rapl2,60367
1427646_a_at,Arhgef2,16800
1427647_at,Zyg11a,230590
1427648_at,,
1427649_at,,
1427650_a_at,Runx1,12394
1427651_x_at,H2-D1,14964
1427652_x_at,Synj2,20975
1427653_at,Trav9d-3,100038850
1427654_a_at,Htr4,15562
1427655_a_at,A630038E17Rik,219065
1427656_at,Tcrb-J,21580
1427657_at,Ccdc134,76457
1427658_at,Ctbs,74245
1427659_at,,
1427660_x_at,Igk-V28 /// Igkc /// Igkj1 /// Igkv4-53 /// Igkv6-23 /// Igkv8-30,16071 /// 16114 /// 110759 /// 384419 /// 546213 /// 637227
1427661_a_at,Tssc4,56844
1427662_at,BC025933,100038402
1427663_a_at,Clk4,12750
1427664_at,,
1427665_a_at,Nfic,18029
1427666_a_at,Tcrb-J,21580
1427667_s_at,Tcrb-J,21580
1427668_at,Siglec1,20612
1427669_a_at,Cit,12704
1427670_a_at,Tcf12,21406
1427671_a_at,Fmn1,14260
1427672_a_at,Kdm6a,22289
1427673_a_at,Sema3e,20349
1427674_a_at,Sez6,20370
1427675_at,Vmn1r45,22297
1427676_a_at,Grik1,14805
1427677_a_at,Sox6,20679
1427678_at,Zim3,116811
1427679_at,Lats1,16798
1427680_a_at,Nfib,18028
1427681_s_at,Vmn2r88,669149
1427682_a_at,Egr2,13654
1427683_at,Egr2,13654
1427684_at,Zfp264,101055709
1427685_a_at,Synj2,20975
1427686_at,Vmn2r88,669149
1427687_at,Pcdha1 /// Pcdha10 /// Pcdha11 /// Pcdha12 /// Pcdha2 /// Pcdha4 /// Pcdha9 /// Pcdhac1 /// Pcdhac2,12936 /// 12942 /// 12943 /// 116731 /// 192161 /// 192164 /// 353234 /// 353236 /// 353237
1427688_a_at,Ptprs,19280
1427689_a_at,Tnip1,57783
1427690_a_at,Tpte,234129
1427691_a_at,Ifnar2,15976
1427692_a_at,Cask,12361
1427693_at,Itpr2,16439
1427694_at,Gnrhr,14715
1427695_a_at,Pou2f1,18986
1427696_at,Fech,14151
1427697_a_at,Trp73,22062
1427698_at,Brca1,12189
1427699_a_at,Ptpn11,19247
1427700_x_at,Krt6a,16687
1427701_a_at,Six4,20474
1427702_at,Zfp1,22640
1427703_at,Pafah1b1,18472
1427704_a_at,Galr1,14427
1427705_a_at,Nfkb1,18033
1427706_a_at,Siglec1,20612
1427707_a_at,Stil,20460
1427708_a_at,Nf2,18016
1427709_at,Grik3,14807
1427710_at,Ccdc114,211535
1427711_a_at,Ceacam1,26365
1427712_at,Ceacam1,26365
1427713_x_at,Pou2f2,18987
1427714_at,Smyd1,12180
1427715_a_at,Nt5c1b,70881
1427716_at,Prss44,73336
1427717_at,Cd80,12519
1427718_a_at,Mdm2,17246
